obs_id,ucdp_id,side,role,conflict_id,year
386-2015,539,B,primary,386,2015
386-2016,109,A,primary,386,2016
386-2016,539,B,primary,386,2016
386-2017,109,A,primary,386,2017
386-2017,539,B,primary,386,2017
386-2018,109,A,primary,386,2018
386-2018,539,B,primary,386,2018
387-1991,99,A,primary,387,1991
387-1991,540,B,primary,387,1991
387-1994,99,A,primary,387,1994
387-1994,541,B,primary,387,1994
387-1994,540,B,primary,387,1994
387-1996,99,A,primary,387,1996
387-1996,541,B,primary,387,1996
387-1997,99,A,primary,387,1997
387-1997,541,B,primary,387,1997
387-1997,540,B,primary,387,1997
387-1998,99,A,primary,387,1998
387-1998,541,B,primary,387,1998
387-2002,99,A,primary,387,2002
387-2002,541,B,primary,387,2002
387-2002,540,B,primary,387,2002
387-2004,99,A,primary,387,2004
387-2004,541,B,primary,387,2004
387-2007,99,A,primary,387,2007
387-2007,541,B,primary,387,2007
387-2009,99,A,primary,387,2009
387-2009,541,B,primary,387,2009
387-2017,99,A,primary,387,2017
387-2017,541,B,primary,387,2017
388-1991,64,A,primary,388,1991
388-1991,338,B,primary,388,1991
388-1992,64,A,primary,388,1992
388-1992,338,B,primary,388,1992
388-1993,64,A,primary,388,1993
388-1993,338,B,primary,388,1993
388-1994,64,A,primary,388,1994
388-1994,338,B,primary,388,1994
388-1997,64,A,primary,388,1997
388-1997,338,B,primary,388,1997
388-1998,64,A,primary,388,1998
388-1998,338,B,primary,388,1998
388-2005,64,A,primary,388,2005
388-2005,338,B,primary,388,2005
388-2008,64,A,primary,388,2008
388-2008,338,B,primary,388,2008
388-2012,64,A,primary,388,2012
388-2012,338,B,primary,388,2012
388-2014,64,A,primary,388,2014
388-2014,338,B,primary,388,2014
388-2015,64,A,primary,388,2015
388-2015,338,B,primary,388,2015
388-2016,64,A,primary,388,2016
388-2016,338,B,primary,388,2016
388-2017,64,A,primary,388,2017
388-2017,338,B,primary,388,2017
389-1992,50,A,primary,389,1992
389-1992,371,B,primary,389,1992
389-1992,339,B,primary,389,1992
389-1993,50,A,primary,389,1993
389-1993,371,B,primary,389,1993
389-1993,339,B,primary,389,1993
389-1994,50,A,primary,389,1994
389-1994,371,B,primary,389,1994
389-1994,339,B,primary,389,1994
389-1995,50,A,primary,389,1995
389-1995,371,B,primary,389,1995
389-1995,339,B,primary,389,1995
390-1992,48,A,primary,390,1992
390-1992,371,B,primary,390,1992
390-1992,340,B,primary,390,1992
390-1993,48,A,primary,390,1993
390-1993,340,B,primary,390,1993
390-1995,48,A,primary,390,1995
390-1995,340,B,primary,390,1995
391-1993,117,A,primary,391,1993
391-1993,341,B,primary,391,1993
391-1994,117,A,primary,391,1994
391-1994,341,B,primary,391,1994
391-1995,117,A,primary,391,1995
391-1995,341,B,primary,391,1995
391-1996,117,A,primary,391,1996
391-1996,341,B,primary,391,1996
391-1997,117,A,primary,391,1997
391-1997,341,B,primary,391,1997
391-1998,117,A,primary,391,1998
391-1998,341,B,primary,391,1998
391-2014,117,A,primary,391,2014
391-2014,4319,B,primary,391,2014
391-2017,117,A,primary,391,2017
391-2017,6616,B,primary,391,2017
391-2017,6844,B,primary,391,2017
391-2018,117,A,primary,391,2018
391-2018,6616,B,primary,391,2018
392-1992,63,A,primary,392,1992
392-1992,342,B,primary,392,1992
392-1993,63,A,primary,392,1993
392-1993,342,B,primary,392,1993
393-1992,63,A,primary,393,1992
393-1992,343,B,primary,393,1992
393-2004,63,A,primary,393,2004
393-2004,343,B,primary,393,2004
393-2008,63,A,primary,393,2008
393-2008,343,B,primary,393,2008
394-1992,55,A,primary,394,1992
394-1992,344,B,primary,394,1992
395-1992,131,A,primary,395,1992
395-1992,1186,B,primary,395,1992
395-1992,345,B,primary,395,1992
395-1993,131,A,primary,395,1993
395-1993,345,B,primary,395,1993
395-1994,131,A,primary,395,1994
395-1994,345,B,primary,395,1994
395-1995,131,A,primary,395,1995
395-1995,345,B,primary,395,1995
395-1996,131,A,primary,395,1996
395-1996,345,B,primary,395,1996
395-1997,131,A,primary,395,1997
395-1997,346,B,primary,395,1997
395-1998,131,A,primary,395,1998
395-1998,346,B,primary,395,1998
395-1998,345,B,primary,395,1998
395-2000,131,A,primary,395,2000
395-2000,1216,B,primary,395,2000
395-2010,131,A,primary,395,2010
395-2010,1216,B,primary,395,2010
395-2010,359,B,primary,395,2010
395-2011,131,A,primary,395,2011
395-2011,359,B,primary,395,2011
396-1993,64,A,primary,396,1993
396-1993,347,B,primary,396,1993
396-1995,64,A,primary,396,1995
396-1995,348,B,primary,396,1995
397-1993,50,A,primary,397,1993
397-1993,349,B,primary,397,1993
397-1994,50,A,primary,397,1994
397-1994,349,B,primary,397,1994
397-1995,50,A,primary,397,1995
397-1995,349,B,primary,397,1995
398-1993,50,A,primary,398,1993
398-1993,370,B,primary,398,1993
398-1993,350,B,primary,398,1993
398-1994,50,A,primary,398,1994
398-1994,370,B,primary,398,1994
398-1994,350,B,primary,398,1994
399-1993,57,A,primary,399,1993
399-1993,351,B,primary,399,1993
400-1994,10,A,primary,400,1994
400-1994,767,B,primary,400,1994
400-1996,10,A,primary,400,1996
400-1996,768,B,primary,400,1996
401-1994,57,A,primary,401,1994
401-1994,352,B,primary,401,1994
401-1995,57,A,primary,401,1995
401-1995,352,B,primary,401,1995
401-1996,57,A,primary,401,1996
401-1996,352,B,primary,401,1996
401-1999,57,A,primary,401,1999
401-1999,352,B,primary,401,1999
401-2000,57,A,primary,401,2000
401-2000,352,B,primary,401,2000
401-2001,57,A,primary,401,2001
401-2001,352,B,primary,401,2001
401-2002,57,A,primary,401,2002
401-2002,352,B,primary,401,2002
401-2003,57,A,primary,401,2003
401-2003,352,B,primary,401,2003
401-2004,57,A,primary,401,2004
401-2004,352,B,primary,401,2004
401-2005,57,A,primary,401,2005
401-2005,352,B,primary,401,2005
401-2006,57,A,primary,401,2006
401-2006,352,B,primary,401,2006
401-2007,57,A,primary,401,2007
401-2007,352,B,primary,401,2007
402-1994,123,A,primary,402,1994
402-1994,353,B,primary,402,1994
403-1995,20,A,primary,403,1995
403-1995,21,B,primary,403,1995
404-1990,142,A,primary,404,1990
404-1990,354,B,primary,404,1990
404-1994,142,A,primary,404,1994
404-1994,354,B,primary,404,1994
404-1995,142,A,primary,404,1995
404-1995,354,B,primary,404,1995
404-1996,142,A,primary,404,1996
404-1996,354,B,primary,404,1996
404-2007,142,A,primary,404,2007
404-2007,356,B,primary,404,2007
404-2008,142,A,primary,404,2008
404-2008,356,B,primary,404,2008
404-2009,142,A,primary,404,2009
404-2009,399,B,primary,404,2009
404-2009,356,B,primary,404,2009
404-2010,142,A,primary,404,2010
404-2010,399,B,primary,404,2010
404-2010,356,B,primary,404,2010
404-2011,142,A,primary,404,2011
404-2011,356,B,primary,404,2011
404-2012,142,A,primary,404,2012
404-2012,399,B,primary,404,2012
404-2012,356,B,primary,404,2012
404-2012,1101,B,primary,404,2012
404-2013,142,A,primary,404,2013
404-2013,399,B,primary,404,2013
404-2013,356,B,primary,404,2013
404-2014,142,A,primary,404,2014
404-2014,359,B,primary,404,2014
404-2014,5928,B,primary,404,2014
404-2014,399,B,primary,404,2014
404-2014,356,B,primary,404,2014
404-2015,142,A,primary,404,2015
404-2015,356,B,primary,404,2015
404-2016,142,A,primary,404,2016
404-2016,356,B,primary,404,2016
404-2017,142,A,primary,404,2017
404-2017,356,B,primary,404,2017
404-2018,142,A,primary,404,2018
404-2018,356,B,primary,404,2018
405-1996,83,A,primary,405,1996
405-1996,84,B,primary,405,1996
406-1995,75,A,primary,406,1995
406-1995,543,B,primary,406,1995
407-1997,107,A,primary,407,1997
407-1997,544,B,primary,407,1997
408-1993,88,A,primary,408,1993
408-1993,546,B,primary,408,1993
408-1997,88,A,primary,408,1997
408-1997,545,B,primary,408,1997
408-1997,547,B,primary,408,1997
408-1998,88,A,primary,408,1998
408-1998,547,B,primary,408,1998
408-1998,546,B,primary,408,1998
408-1998,548,B,primary,408,1998
408-1999,88,A,primary,408,1999
408-1999,547,B,primary,408,1999
408-1999,546,B,primary,408,1999
408-1999,548,B,primary,408,1999
408-2002,88,A,primary,408,2002
408-2002,548,B,primary,408,2002
408-2016,88,A,primary,408,2016
408-2016,548,B,primary,408,2016
409-1998,98,A,primary,409,1998
409-1998,97,B,primary,409,1998
409-1999,98,A,primary,409,1999
409-1999,97,B,primary,409,1999
409-2000,98,A,primary,409,2000
409-2000,97,B,primary,409,2000
409-2016,98,A,primary,409,2016
409-2016,97,B,primary,409,2016
410-1998,70,A,primary,410,1998
410-1998,549,B,primary,410,1998
410-1999,70,A,primary,410,1999
410-1999,549,B,primary,410,1999
411-1998,104,A,primary,411,1998
411-1998,550,B,primary,411,1998
412-1998,49,A,primary,412,1998
412-1998,357,B,primary,412,1998
412-1999,49,A,primary,412,1999
412-1999,357,B,primary,412,1999
413-1977,97,A,primary,413,1977
413-1977,551,B,primary,413,1977
413-1978,97,A,primary,413,1978
413-1978,551,B,primary,413,1978
413-1980,97,A,primary,413,1980
413-1980,551,B,primary,413,1980
413-1981,97,A,primary,413,1981
413-1981,551,B,primary,413,1981
413-1983,97,A,primary,413,1983
413-1983,551,B,primary,413,1983
413-1984,97,A,primary,413,1984
413-1984,551,B,primary,413,1984
413-1985,97,A,primary,413,1985
413-1985,551,B,primary,413,1985
413-1986,97,A,primary,413,1986
413-1986,551,B,primary,413,1986
413-1987,97,A,primary,413,1987
413-1987,551,B,primary,413,1987
413-1988,97,A,primary,413,1988
413-1988,551,B,primary,413,1988
413-1989,97,A,primary,413,1989
413-1989,551,B,primary,413,1989
413-1990,97,A,primary,413,1990
413-1990,551,B,primary,413,1990
413-1991,97,A,primary,413,1991
413-1991,551,B,primary,413,1991
413-1992,97,A,primary,413,1992
413-1992,551,B,primary,413,1992
413-1994,97,A,primary,413,1994
413-1994,551,B,primary,413,1994
413-1995,97,A,primary,413,1995
413-1995,551,B,primary,413,1995
413-1998,97,A,primary,413,1998
413-1998,551,B,primary,413,1998
413-1999,97,A,primary,413,1999
413-1999,551,B,primary,413,1999
413-2000,97,A,primary,413,2000
413-2000,551,B,primary,413,2000
413-2001,97,A,primary,413,2001
413-2001,551,B,primary,413,2001
413-2002,97,A,primary,413,2002
413-2002,551,B,primary,413,2002
413-2003,97,A,primary,413,2003
413-2003,551,B,primary,413,2003
413-2004,97,A,primary,413,2004
413-2004,551,B,primary,413,2004
413-2005,97,A,primary,413,2005
413-2005,551,B,primary,413,2005
413-2006,97,A,primary,413,2006
413-2006,551,B,primary,413,2006
413-2007,97,A,primary,413,2007
413-2007,551,B,primary,413,2007
413-2008,97,A,primary,413,2008
413-2008,551,B,primary,413,2008
413-2009,97,A,primary,413,2009
413-2009,551,B,primary,413,2009
413-2010,97,A,primary,413,2010
413-2010,551,B,primary,413,2010
413-2011,97,A,primary,413,2011
413-2011,551,B,primary,413,2011
413-2012,97,A,primary,413,2012
413-2012,551,B,primary,413,2012
413-2013,97,A,primary,413,2013
413-2013,551,B,primary,413,2013
413-2015,97,A,primary,413,2015
413-2015,551,B,primary,413,2015
413-2016,97,A,primary,413,2016
413-2016,551,B,primary,413,2016
414-1999,57,A,primary,414,1999
414-1999,358,B,primary,414,1999
415-1999,133,A,primary,415,1999
415-1999,359,B,primary,415,1999
415-2000,133,A,primary,415,2000
415-2000,359,B,primary,415,2000
415-2004,133,A,primary,415,2004
415-2004,360,B,primary,415,2004
416-2001,86,A,primary,416,2001
416-2001,552,B,primary,416,2001
416-2002,86,A,primary,416,2002
416-2002,553,B,primary,416,2002
416-2006,86,A,primary,416,2006
416-2006,554,B,primary,416,2006
416-2009,86,A,primary,416,2009
416-2009,1053,B,primary,416,2009
416-2010,86,A,primary,416,2010
416-2010,1053,B,primary,416,2010
416-2011,86,A,primary,416,2011
416-2011,1053,B,primary,416,2011
416-2012,86,A,primary,416,2012
416-2012,554,B,primary,416,2012
416-2013,86,A,primary,416,2013
416-2013,4201,B,primary,416,2013
416-2013,554,B,primary,416,2013
416-2018,86,A,primary,416,2018
416-2018,5999,B,primary,416,2018
417-2001,47,A,primary,417,2001
417-2001,361,B,primary,417,2001
418-2001,3,A,primary,418,2001
418-2001,769,B,primary,418,2001
418-2002,3,A,primary,418,2002
418-2002,769,B,primary,418,2002
418-2003,3,A,primary,418,2003
418-2003,769,B,primary,418,2003
418-2004,3,A,primary,418,2004
418-2004,769,B,primary,418,2004
418-2005,3,A,primary,418,2005
418-2005,769,B,primary,418,2005
418-2006,3,A,primary,418,2006
418-2006,769,B,primary,418,2006
418-2007,3,A,primary,418,2007
418-2007,769,B,primary,418,2007
418-2008,3,A,primary,418,2008
418-2008,769,B,primary,418,2008
418-2009,3,A,primary,418,2009
418-2009,769,B,primary,418,2009
418-2010,3,A,primary,418,2010
418-2010,769,B,primary,418,2010
418-2011,3,A,primary,418,2011
418-2011,769,B,primary,418,2011
418-2012,3,A,primary,418,2012
418-2012,769,B,primary,418,2012
418-2013,3,A,primary,418,2013
418-2013,769,B,primary,418,2013
418-2014,3,A,primary,418,2014
418-2014,769,B,primary,418,2014
418-2015,3,A,primary,418,2015
418-2015,769,B,primary,418,2015
418-2016,3,A,primary,418,2016
418-2016,769,B,primary,418,2016
418-2017,3,A,primary,418,2017
418-2017,769,B,primary,418,2017
419-2002,76,A,primary,419,2002
419-2002,556,B,primary,419,2002
419-2002,557,B,primary,419,2002
419-2003,76,A,primary,419,2003
419-2003,555,B,primary,419,2003
419-2003,557,B,primary,419,2003
419-2004,76,A,primary,419,2004
419-2004,558,B,primary,419,2004
419-2011,76,A,primary,419,2011
419-2011,1125,B,primary,419,2011
419-2011,558,B,primary,419,2011
420-2003,156,A,primary,420,2003
420-2003,28,A,primary,420,2003
420-2003,3,A,primary,420,2003
420-2003,116,B,primary,420,2003
421-1989,141,A,primary,421,1989
421-1989,362,B,primary,421,1989
421-1990,141,A,primary,421,1990
421-1990,362,B,primary,421,1990
421-1994,141,A,primary,421,1994
421-1994,363,B,primary,421,1994
421-1996,141,A,primary,421,1996
421-1996,363,B,primary,421,1996
421-1997,141,A,primary,421,1997
421-1997,363,B,primary,421,1997
421-1998,141,A,primary,421,1998
421-1998,363,B,primary,421,1998
421-1999,141,A,primary,421,1999
421-1999,363,B,primary,421,1999
421-2001,141,A,primary,421,2001
421-2001,363,B,primary,421,2001
421-2002,141,A,primary,421,2002
421-2002,363,B,primary,421,2002
421-2003,141,A,primary,421,2003
421-2003,363,B,primary,421,2003
421-2004,141,A,primary,421,2004
421-2004,363,B,primary,421,2004
421-2009,141,A,primary,421,2009
421-2009,1066,B,primary,421,2009
421-2010,141,A,primary,421,2010
421-2010,1066,B,primary,421,2010
421-2013,141,A,primary,421,2013
421-2013,5826,B,primary,421,2013
421-2014,141,A,primary,421,2014
421-2014,5826,B,primary,421,2014
422-1997,144,A,primary,422,1997
422-1997,364,B,primary,422,1997
423-2003,147,A,primary,423,2003
423-2003,365,B,primary,423,2003
423-2004,147,A,primary,423,2004
423-2004,365,B,primary,423,2004
423-2005,147,A,primary,423,2005
423-2005,365,B,primary,423,2005
423-2006,147,A,primary,423,2006
423-2006,365,B,primary,423,2006
423-2007,147,A,primary,423,2007
423-2007,365,B,primary,423,2007
423-2008,147,A,primary,423,2008
423-2008,365,B,primary,423,2008
423-2009,147,A,primary,423,2009
423-2009,365,B,primary,423,2009
423-2010,147,A,primary,423,2010
423-2010,365,B,primary,423,2010
423-2011,147,A,primary,423,2011
423-2011,365,B,primary,423,2011
423-2012,147,A,primary,423,2012
423-2012,365,B,primary,423,2012
423-2013,147,A,primary,423,2013
423-2013,365,B,primary,423,2013
423-2014,147,A,primary,423,2014
423-2014,365,B,primary,423,2014
423-2015,147,A,primary,423,2015
423-2015,365,B,primary,423,2015
423-2016,147,A,primary,423,2016
423-2016,365,B,primary,423,2016
423-2017,147,A,primary,423,2017
423-2017,365,B,primary,423,2017
423-2018,147,A,primary,423,2018
423-2018,365,B,primary,423,2018
424-2004,84,A,primary,424,2004
424-2004,559,B,primary,424,2004
425-2004,84,A,primary,425,2004
425-2004,560,B,primary,425,2004
426-1990,121,A,primary,426,1990
426-1990,366,B,primary,426,1990
426-1991,121,A,primary,426,1991
426-1991,366,B,primary,426,1991
426-1992,121,A,primary,426,1992
426-1992,366,B,primary,426,1992
426-1993,121,A,primary,426,1993
426-1993,366,B,primary,426,1993
426-1994,121,A,primary,426,1994
426-1994,366,B,primary,426,1994
426-1995,121,A,primary,426,1995
426-1995,366,B,primary,426,1995
426-1996,121,A,primary,426,1996
426-1996,366,B,primary,426,1996
426-1997,121,A,primary,426,1997
426-1997,366,B,primary,426,1997
426-1998,121,A,primary,426,1998
426-1998,366,B,primary,426,1998
426-1999,121,A,primary,426,1999
426-1999,366,B,primary,426,1999
426-2006,121,A,primary,426,2006
426-2006,366,B,primary,426,2006
427-1978,92,A,primary,427,1978
427-1978,90,B,primary,427,1978
428-1975,74,A,primary,428,1975
428-1975,563,B,primary,428,1975
428-1976,74,A,primary,428,1976
428-1976,563,B,primary,428,1976
428-1977,74,A,primary,428,1977
428-1977,563,B,primary,428,1977
428-1978,74,A,primary,428,1978
428-1978,563,B,primary,428,1978
429-2007,89,A,primary,429,2007
429-2007,561,B,primary,429,2007
429-2008,89,A,primary,429,2008
429-2008,561,B,primary,429,2008
429-2017,89,A,primary,429,2017
429-2017,561,B,primary,429,2017
430-1991,75,A,primary,430,1991
430-1991,524,B,primary,430,1991
430-1992,75,A,primary,430,1992
430-1992,524,B,primary,430,1992
430-1997,75,A,primary,430,1997
430-1997,526,B,primary,430,1997
430-2007,75,A,primary,430,2007
430-2007,562,B,primary,430,2007
430-2008,75,A,primary,430,2008
430-2008,562,B,primary,430,2008
431-1979,130,A,primary,431,1979
431-1979,57,B,primary,431,1979
432-2007,57,A,primary,432,2007
432-2007,367,B,primary,432,2007
432-2008,57,A,primary,432,2008
432-2008,367,B,primary,432,2008
432-2009,57,A,primary,432,2009
432-2009,367,B,primary,432,2009
432-2010,57,A,primary,432,2010
432-2010,367,B,primary,432,2010
432-2011,57,A,primary,432,2011
432-2011,367,B,primary,432,2011
432-2012,57,A,primary,432,2012
432-2012,367,B,primary,432,2012
432-2013,57,A,primary,432,2013
432-2013,367,B,primary,432,2013
432-2014,57,A,primary,432,2014
432-2014,367,B,primary,432,2014
432-2015,57,A,primary,432,2015
432-2015,367,B,primary,432,2015
434-2008,141,A,primary,434,2008
434-2008,369,B,primary,434,2008
435-2008,96,A,primary,435,2008
435-2008,98,B,primary,435,2008
436-1977,97,A,primary,436,1977
436-1977,1054,B,primary,436,1977
436-1978,97,A,primary,436,1978
436-1978,1054,B,primary,436,1978
436-1979,97,A,primary,436,1979
436-1979,1054,B,primary,436,1979
436-1980,97,A,primary,436,1980
436-1980,1054,B,primary,436,1980
437-1983,97,A,primary,437,1983
437-1983,1055,B,primary,437,1983
439-2009,144,A,primary,439,2009
439-2009,880,B,primary,439,2009
439-2014,144,A,primary,439,2014
439-2014,880,B,primary,439,2014
439-2015,144,A,primary,439,2015
439-2015,880,B,primary,439,2015
439-2017,144,A,primary,439,2017
439-2017,880,B,primary,439,2017
440-1973,144,A,primary,440,1973
440-1973,889,B,primary,440,1973
440-1974,144,A,primary,440,1974
440-1974,889,B,primary,440,1974
440-1975,144,A,primary,440,1975
440-1975,889,B,primary,440,1975
440-1976,144,A,primary,440,1976
440-1976,889,B,primary,440,1976
440-1977,144,A,primary,440,1977
440-1977,889,B,primary,440,1977
440-1978,144,A,primary,440,1978
440-1978,889,B,primary,440,1978
440-1979,144,A,primary,440,1979
440-1979,889,B,primary,440,1979
440-1980,144,A,primary,440,1980
440-1980,889,B,primary,440,1980
440-1981,144,A,primary,440,1981
440-1981,889,B,primary,440,1981
440-1982,144,A,primary,440,1982
440-1982,889,B,primary,440,1982
442-2010,74,A,primary,442,2010
442-2010,539,B,primary,442,2010
442-2011,74,A,primary,442,2011
442-2011,539,B,primary,442,2011
11342-2012,141,A,primary,11342,2012
11342-2012,1163,B,primary,11342,2012
11342-2014,141,A,primary,11342,2014
11342-2014,1163,B,primary,11342,2014
11343-1967,117,A,primary,11343,1967
11343-1967,121,B,primary,11343,1967
11343-1969,117,A,primary,11343,1969
11343-1969,121,B,primary,11343,1969
11343-1970,117,A,primary,11343,1970
11343-1970,121,B,primary,11343,1970
11343-1973,117,A,primary,11343,1973
11343-1973,121,B,primary,11343,1973
11344-2011,112,A,primary,11344,2011
11344-2011,1129,B,primary,11344,2011
11345-2011,113,A,primary,11345,2011
11345-2011,1108,B,primary,11345,2011
11345-2011,1124,B,primary,11345,2011
11345-2012,113,A,primary,11345,2012
11345-2012,1124,B,primary,11345,2012
11345-2013,113,A,primary,11345,2013
11345-2013,4226,B,primary,11345,2013
11345-2013,3563,B,primary,11345,2013
11345-2014,113,A,primary,11345,2014
11345-2014,4226,B,primary,11345,2014
11345-2015,113,A,primary,11345,2015
11345-2015,4226,B,primary,11345,2015
11345-2016,113,A,primary,11345,2016
11345-2016,4226,B,primary,11345,2016
11345-2017,113,A,primary,11345,2017
11345-2017,4226,B,primary,11345,2017
11345-2018,113,A,primary,11345,2018
11345-2018,4226,B,primary,11345,2018
11346-2011,111,A,primary,11346,2011
11346-2011,1127,B,primary,11346,2011
11346-2011,1126,B,primary,11346,2011
11346-2013,111,A,primary,11346,2013
11346-2013,7046,B,primary,11346,2013
11346-2014,111,A,primary,11346,2014
11346-2014,5802,B,primary,11346,2014
11346-2014,5940,B,primary,11346,2014
11346-2015,111,A,primary,11346,2015
11346-2015,5802,B,primary,11346,2015
11346-2017,111,A,primary,11346,2017
11346-2017,6814,B,primary,11346,2017
11346-2017,5802,B,primary,11346,2017
11346-2017,6893,B,primary,11346,2017
11347-2009,72,A,primary,11347,2009
11347-2009,539,B,primary,11347,2009
11347-2012,72,A,primary,11347,2012
11347-2012,1157,B,primary,11347,2012
11347-2012,1164,B,primary,11347,2012
11347-2013,72,A,primary,11347,2013
11347-2013,1157,B,primary,11347,2013
11347-2013,539,B,primary,11347,2013
11347-2013,1161,B,primary,11347,2013
11347-2013,3481,B,primary,11347,2013
11347-2014,72,A,primary,11347,2014
11347-2014,4376,B,primary,11347,2014
11347-2014,539,B,primary,11347,2014
11347-2015,72,A,primary,11347,2015
11347-2015,1157,B,primary,11347,2015
11347-2015,539,B,primary,11347,2015
11347-2016,72,A,primary,11347,2016
11347-2016,1157,B,primary,11347,2016
11347-2016,539,B,primary,11347,2016
11347-2017,72,A,primary,11347,2017
11347-2017,539,B,primary,11347,2017
11347-2017,6716,B,primary,11347,2017
11347-2018,72,A,primary,11347,2018
11347-2018,6716,B,primary,11347,2018
11348-2012,113,A,primary,11348,2012
11348-2012,112,B,primary,11348,2012
11349-2008,135,A,primary,11349,2008
11349-2008,1156,B,primary,11349,2008
11350-2005,143,A,primary,11350,2005
11350-2005,805,B,primary,11350,2005
11350-2005,1165,B,primary,11350,2005
11350-2006,143,A,primary,11350,2006
11350-2006,1165,B,primary,11350,2006
11447-1991,97,A,primary,11447,1991
11447-1991,1115,B,primary,11447,1991
11475-1991,144,A,primary,11475,1991
11475-1991,224,B,primary,11475,1991
11475-1995,144,A,primary,11475,1995
11475-1995,224,B,primary,11475,1995
11475-2000,144,A,primary,11475,2000
11475-2000,224,B,primary,11475,2000
11475-2001,144,A,primary,11475,2001
11475-2001,224,B,primary,11475,2001
11475-2005,144,A,primary,11475,2005
11475-2005,224,B,primary,11475,2005
11475-2006,144,A,primary,11475,2006
11475-2006,224,B,primary,11475,2006
11475-2007,144,A,primary,11475,2007
11475-2007,224,B,primary,11475,2007
11487-2013,152,A,primary,11487,2013
11487-2013,4006,B,primary,11487,2013
11884-1947,2,A,primary,11884,1947
11884-1947,178,B,primary,11884,1947
11884-1948,2,A,primary,11884,1948
11884-1948,178,B,primary,11884,1948
13042-2012,118,A,primary,13042,2012
13042-2012,4163,B,primary,13042,2012
13042-2013,118,A,primary,13042,2013
13042-2013,4163,B,primary,13042,2013
13042-2015,118,A,primary,13042,2015
13042-2015,4163,B,primary,13042,2015
13219-2014,61,A,primary,13219,2014
13219-2014,5817,B,primary,13219,2014
13246-2014,61,A,primary,13246,2014
13246-2014,5840,B,primary,13246,2014
13247-2014,61,A,primary,13247,2014
13247-2014,5839,B,primary,13247,2014
13306-2014,61,A,primary,13306,2014
13306-2014,5914,B,primary,13306,2014
13306-2015,61,A,primary,13306,2015
13306-2015,6711,B,primary,13306,2015
13306-2015,6712,B,primary,13306,2015
13306-2015,5914,B,primary,13306,2015
13306-2016,61,A,primary,13306,2016
13306-2016,6711,B,primary,13306,2016
13306-2016,6712,B,primary,13306,2016
13306-2017,61,A,primary,13306,2017
13306-2017,6711,B,primary,13306,2017
13306-2017,6712,B,primary,13306,2017
13306-2018,61,A,primary,13306,2018
13306-2018,6711,B,primary,13306,2018
13306-2018,6712,B,primary,13306,2018
13588-2015,57,A,primary,13588,2015
13588-2015,234,B,primary,13588,2015
13588-2016,57,A,primary,13588,2016
13588-2016,234,B,primary,13588,2016
13588-2017,57,A,primary,13588,2017
13588-2017,234,B,primary,13588,2017
13588-2018,57,A,primary,13588,2018
13588-2018,234,B,primary,13588,2018
13604-2013,118,A,primary,13604,2013
13604-2013,234,B,primary,13604,2013
13604-2014,118,A,primary,13604,2014
13604-2014,234,B,primary,13604,2014
13604-2015,118,A,primary,13604,2015
13604-2015,234,B,primary,13604,2015
13604-2016,118,A,primary,13604,2016
13604-2016,234,B,primary,13604,2016
13604-2017,118,A,primary,13604,2017
13604-2017,234,B,primary,13604,2017
13604-2018,118,A,primary,13604,2018
13604-2018,234,B,primary,13604,2018
13611-2015,72,A,primary,13611,2015
13611-2015,6267,B,primary,13611,2015
13637-2015,130,A,primary,13637,2015
13637-2015,234,B,primary,13637,2015
13637-2016,130,A,primary,13637,2016
13637-2016,234,B,primary,13637,2016
13637-2017,130,A,primary,13637,2017
13637-2017,234,B,primary,13637,2017
13637-2018,130,A,primary,13637,2018
13637-2018,234,B,primary,13637,2018
13638-2015,83,A,primary,13638,2015
13638-2015,234,B,primary,13638,2015
13638-2016,83,A,primary,13638,2016
13638-2016,234,B,primary,13638,2016
13639-2015,75,A,primary,13639,2015
13639-2015,234,B,primary,13639,2015
13639-2016,75,A,primary,13639,2016
13639-2016,234,B,primary,13639,2016
13639-2017,75,A,primary,13639,2017
13639-2017,234,B,primary,13639,2017
13639-2018,75,A,primary,13639,2018
13639-2018,234,B,primary,13639,2018
13640-2015,87,A,primary,13640,2015
13640-2015,234,B,primary,13640,2015
13640-2017,87,A,primary,13640,2017
13640-2017,234,B,primary,13640,2017
13640-2018,87,A,primary,13640,2018
13640-2018,234,B,primary,13640,2018
13641-2015,84,A,primary,13641,2015
13641-2015,234,B,primary,13641,2015
13641-2016,84,A,primary,13641,2016
13641-2016,234,B,primary,13641,2016
13641-2017,84,A,primary,13641,2017
13641-2017,234,B,primary,13641,2017
13641-2018,84,A,primary,13641,2018
13641-2018,234,B,primary,13641,2018
13645-2015,123,A,primary,13645,2015
13645-2015,234,B,primary,13645,2015
13646-2015,91,A,primary,13646,2015
13646-2015,717,B,primary,13646,2015
13646-2016,91,A,primary,13646,2016
13646-2016,717,B,primary,13646,2016
13646-2017,91,A,primary,13646,2017
13646-2017,717,B,primary,13646,2017
13646-2018,91,A,primary,13646,2018
13646-2018,717,B,primary,13646,2018
13648-2015,117,A,primary,13648,2015
13648-2015,234,B,primary,13648,2015
13648-2016,117,A,primary,13648,2016
13648-2016,234,B,primary,13648,2016
13648-2017,117,A,primary,13648,2017
13648-2017,234,B,primary,13648,2017
13648-2018,117,A,primary,13648,2018
13648-2018,234,B,primary,13648,2018
13653-2015,141,A,primary,13653,2015
13653-2015,6320,B,primary,13653,2015
13653-2016,141,A,primary,13653,2016
