obs_id,ucdp_id,side,role,conflict_id,year
200-1946,23,A,primary,200,1946
200-1946,719,B,primary,200,1946
200-1952,23,A,primary,200,1952
200-1952,720,B,primary,200,1952
200-1967,23,A,primary,200,1967
200-1967,721,B,primary,200,1967
201-1946,33,A,primary,201,1946
201-1946,160,B,primary,201,1946
201-1947,33,A,primary,201,1947
201-1947,160,B,primary,201,1947
201-1948,33,A,primary,201,1948
201-1948,160,B,primary,201,1948
201-1949,33,A,primary,201,1949
201-1949,160,B,primary,201,1949
201-1950,33,A,primary,201,1950
201-1950,160,B,primary,201,1950
201-1951,33,A,primary,201,1951
201-1951,160,B,primary,201,1951
201-1952,33,A,primary,201,1952
201-1952,160,B,primary,201,1952
201-1953,33,A,primary,201,1953
201-1953,160,B,primary,201,1953
202-1946,135,A,primary,202,1946
202-1946,161,B,primary,202,1946
202-1947,135,A,primary,202,1947
202-1947,161,B,primary,202,1947
202-1948,135,A,primary,202,1948
202-1948,161,B,primary,202,1948
202-1949,135,A,primary,202,1949
202-1949,161,B,primary,202,1949
203-1946,52,A,primary,203,1946
203-1946,162,B,primary,203,1946
203-1947,52,A,primary,203,1947
203-1947,162,B,primary,203,1947
203-1948,52,A,primary,203,1948
203-1948,162,B,primary,203,1948
203-1949,52,A,primary,203,1949
203-1949,162,B,primary,203,1949
204-1946,30,A,primary,204,1946
204-1946,163,B,primary,204,1946
204-1947,30,A,primary,204,1947
204-1947,163,B,primary,204,1947
204-1948,30,A,primary,204,1948
204-1948,163,B,primary,204,1948
204-1949,30,A,primary,204,1949
204-1949,163,B,primary,204,1949
205-1946,114,A,primary,205,1946
205-1946,164,B,primary,205,1946
205-1966,114,A,primary,205,1966
205-1966,164,B,primary,205,1966
205-1967,114,A,primary,205,1967
205-1967,164,B,primary,205,1967
205-1968,114,A,primary,205,1968
205-1968,164,B,primary,205,1968
205-1979,114,A,primary,205,1979
205-1979,164,B,primary,205,1979
205-1980,114,A,primary,205,1980
205-1980,164,B,primary,205,1980
205-1981,114,A,primary,205,1981
205-1981,164,B,primary,205,1981
205-1982,114,A,primary,205,1982
205-1982,164,B,primary,205,1982
205-1983,114,A,primary,205,1983
205-1983,164,B,primary,205,1983
205-1984,114,A,primary,205,1984
205-1984,164,B,primary,205,1984
205-1985,114,A,primary,205,1985
205-1985,164,B,primary,205,1985
205-1986,114,A,primary,205,1986
205-1986,164,B,primary,205,1986
205-1987,114,A,primary,205,1987
205-1987,164,B,primary,205,1987
205-1988,114,A,primary,205,1988
205-1988,164,B,primary,205,1988
205-1990,114,A,primary,205,1990
205-1990,164,B,primary,205,1990
205-1993,114,A,primary,205,1993
205-1993,164,B,primary,205,1993
205-1996,114,A,primary,205,1996
205-1996,164,B,primary,205,1996
205-2016,114,A,primary,205,2016
205-2016,164,B,primary,205,2016
205-2018,114,A,primary,205,2018
205-2018,164,B,primary,205,2018
206-1946,114,A,primary,206,1946
206-1946,165,B,primary,206,1946
207-1946,28,A,primary,207,1946
207-1946,166,B,primary,207,1946
208-1946,33,A,primary,208,1946
208-1946,167,B,primary,208,1946
208-1947,33,A,primary,208,1947
208-1947,167,B,primary,208,1947
208-1948,33,A,primary,208,1948
208-1948,167,B,primary,208,1948
208-1949,33,A,primary,208,1949
208-1949,167,B,primary,208,1949
208-1950,33,A,primary,208,1950
208-1950,167,B,primary,208,1950
208-1951,33,A,primary,208,1951
208-1951,167,B,primary,208,1951
208-1952,33,A,primary,208,1952
208-1952,167,B,primary,208,1952
208-1953,33,A,primary,208,1953
208-1953,167,B,primary,208,1953
209-1946,154,A,primary,209,1946
209-1946,168,B,primary,209,1946
209-1947,154,A,primary,209,1947
209-1947,168,B,primary,209,1947
209-1948,154,A,primary,209,1948
209-1948,168,B,primary,209,1948
209-1949,154,A,primary,209,1949
209-1949,168,B,primary,209,1949
209-1950,154,A,primary,209,1950
209-1950,168,B,primary,209,1950
209-1951,154,A,primary,209,1951
209-1951,168,B,primary,209,1951
209-1952,154,A,primary,209,1952
209-1952,168,B,primary,209,1952
209-1953,154,A,primary,209,1953
209-1953,168,B,primary,209,1953
209-1954,154,A,primary,209,1954
209-1954,168,B,primary,209,1954
209-1969,154,A,primary,209,1969
209-1969,169,B,primary,209,1969
209-1970,154,A,primary,209,1970
209-1970,169,B,primary,209,1970
209-1971,154,A,primary,209,1971
209-1971,169,B,primary,209,1971
209-1972,154,A,primary,209,1972
209-1972,169,B,primary,209,1972
209-1973,154,A,primary,209,1973
209-1973,169,B,primary,209,1973
209-1974,154,A,primary,209,1974
209-1974,169,B,primary,209,1974
209-1975,154,A,primary,209,1975
209-1975,169,B,primary,209,1975
209-1976,154,A,primary,209,1976
209-1976,169,B,primary,209,1976
209-1977,154,A,primary,209,1977
209-1977,169,B,primary,209,1977
209-1978,154,A,primary,209,1978
209-1978,169,B,primary,209,1978
209-1979,154,A,primary,209,1979
209-1979,169,B,primary,209,1979
209-1980,154,A,primary,209,1980
209-1980,169,B,primary,209,1980
209-1981,154,A,primary,209,1981
209-1981,169,B,primary,209,1981
209-1982,154,A,primary,209,1982
209-1982,169,B,primary,209,1982
209-1983,154,A,primary,209,1983
209-1983,169,B,primary,209,1983
209-1984,154,A,primary,209,1984
209-1984,169,B,primary,209,1984
209-1985,154,A,primary,209,1985
209-1985,169,B,primary,209,1985
209-1986,154,A,primary,209,1986
209-1986,169,B,primary,209,1986
209-1987,154,A,primary,209,1987
209-1987,169,B,primary,209,1987
209-1987,170,B,primary,209,1987
209-1988,154,A,primary,209,1988
209-1988,169,B,primary,209,1988
209-1989,154,A,primary,209,1989
209-1989,169,B,primary,209,1989
209-1989,170,B,primary,209,1989
209-1990,154,A,primary,209,1990
209-1990,169,B,primary,209,1990
209-1990,170,B,primary,209,1990
209-1991,154,A,primary,209,1991
209-1991,169,B,primary,209,1991
209-1992,154,A,primary,209,1992
209-1992,169,B,primary,209,1992
209-1993,154,A,primary,209,1993
209-1993,169,B,primary,209,1993
209-1994,154,A,primary,209,1994
209-1994,169,B,primary,209,1994
209-1995,154,A,primary,209,1995
209-1995,169,B,primary,209,1995
209-1997,154,A,primary,209,1997
209-1997,169,B,primary,209,1997
209-1999,154,A,primary,209,1999
209-1999,169,B,primary,209,1999
209-2000,154,A,primary,209,2000
209-2000,169,B,primary,209,2000
209-2001,154,A,primary,209,2001
209-2001,169,B,primary,209,2001
209-2002,154,A,primary,209,2002
209-2002,169,B,primary,209,2002
209-2003,154,A,primary,209,2003
209-2003,169,B,primary,209,2003
209-2004,154,A,primary,209,2004
209-2004,169,B,primary,209,2004
209-2005,154,A,primary,209,2005
209-2005,169,B,primary,209,2005
209-2006,154,A,primary,209,2006
209-2006,169,B,primary,209,2006
209-2007,154,A,primary,209,2007
209-2007,169,B,primary,209,2007
209-2008,154,A,primary,209,2008
209-2008,169,B,primary,209,2008
209-2009,154,A,primary,209,2009
209-2009,169,B,primary,209,2009
209-2010,154,A,primary,209,2010
209-2010,169,B,primary,209,2010
209-2011,154,A,primary,209,2011
209-2011,169,B,primary,209,2011
209-2012,154,A,primary,209,2012
209-2012,169,B,primary,209,2012
209-2013,154,A,primary,209,2013
209-2013,169,B,primary,209,2013
209-2014,154,A,primary,209,2014
209-2014,169,B,primary,209,2014
209-2015,154,A,primary,209,2015
209-2015,169,B,primary,209,2015
209-2016,154,A,primary,209,2016
209-2016,169,B,primary,209,2016
209-2017,154,A,primary,209,2017
209-2017,169,B,primary,209,2017
209-2018,154,A,primary,209,2018
209-2018,169,B,primary,209,2018
210-1946,57,A,primary,210,1946
210-1946,171,B,primary,210,1946
210-1947,57,A,primary,210,1947
210-1947,171,B,primary,210,1947
210-1948,57,A,primary,210,1948
210-1948,171,B,primary,210,1948
211-1946,57,A,primary,211,1946
211-1946,172,B,primary,211,1946
211-1946,173,B,primary,211,1946
212-1946,57,A,primary,212,1946
212-1946,174,B,primary,212,1946
212-1947,57,A,primary,212,1947
212-1947,174,B,primary,212,1947
212-1948,57,A,primary,212,1948
212-1948,174,B,primary,212,1948
213-1946,57,A,primary,213,1946
213-1946,175,B,primary,213,1946
213-1947,57,A,primary,213,1947
213-1947,175,B,primary,213,1947
213-1948,57,A,primary,213,1948
213-1948,175,B,primary,213,1948
213-1949,57,A,primary,213,1949
213-1949,175,B,primary,213,1949
213-1950,57,A,primary,213,1950
213-1950,175,B,primary,213,1950
214-1946,33,A,primary,214,1946
214-1946,147,B,primary,214,1946
215-1946,45,A,primary,215,1946
215-1946,28,B,primary,215,1946
216-1946,33,A,primary,216,1946
216-1946,176,B,primary,216,1946
216-1947,33,A,primary,216,1947
216-1947,176,B,primary,216,1947
216-1948,33,A,primary,216,1948
216-1948,176,B,primary,216,1948
216-1949,33,A,primary,216,1949
216-1949,176,B,primary,216,1949
216-1950,33,A,primary,216,1950
216-1950,176,B,primary,216,1950
216-1951,33,A,primary,216,1951
216-1951,176,B,primary,216,1951
216-1952,33,A,primary,216,1952
216-1952,176,B,primary,216,1952
216-1953,33,A,primary,216,1953
216-1953,176,B,primary,216,1953
216-1954,33,A,primary,216,1954
216-1954,176,B,primary,216,1954
217-1947,135,A,primary,217,1947
217-1947,177,B,primary,217,1947
218-1948,141,A,primary,218,1948
218-1948,142,B,primary,218,1948
218-1964,141,A,primary,218,1964
218-1964,142,B,primary,218,1964
218-1965,141,A,primary,218,1965
218-1965,142,B,primary,218,1965
218-1971,141,A,primary,218,1971
218-1971,142,B,primary,218,1971
218-1984,141,A,primary,218,1984
218-1984,142,B,primary,218,1984
218-1987,141,A,primary,218,1987
218-1987,142,B,primary,218,1987
218-1989,141,A,primary,218,1989
218-1989,142,B,primary,218,1989
218-1990,141,A,primary,218,1990
218-1990,142,B,primary,218,1990
218-1991,141,A,primary,218,1991
218-1991,142,B,primary,218,1991
218-1992,141,A,primary,218,1992
218-1992,142,B,primary,218,1992
218-1996,141,A,primary,218,1996
218-1996,142,B,primary,218,1996
218-1997,141,A,primary,218,1997
218-1997,142,B,primary,218,1997
218-1998,141,A,primary,218,1998
218-1998,142,B,primary,218,1998
218-1999,141,A,primary,218,1999
218-1999,142,B,primary,218,1999
218-2000,141,A,primary,218,2000
218-2000,142,B,primary,218,2000
218-2001,141,A,primary,218,2001
218-2001,142,B,primary,218,2001
218-2002,141,A,primary,218,2002
218-2002,142,B,primary,218,2002
218-2003,141,A,primary,218,2003
218-2003,142,B,primary,218,2003
218-2014,141,A,primary,218,2014
218-2014,142,B,primary,218,2014
218-2015,141,A,primary,218,2015
218-2015,142,B,primary,218,2015
218-2016,141,A,primary,218,2016
218-2016,142,B,primary,218,2016
218-2017,141,A,primary,218,2017
218-2017,142,B,primary,218,2017
218-2018,141,A,primary,218,2018
218-2018,142,B,primary,218,2018
219-1947,33,A,primary,219,1947
219-1947,179,B,primary,219,1947
220-1947,24,A,primary,220,1947
220-1947,722,B,primary,220,1947
220-1954,24,A,primary,220,1954
220-1954,723,B,primary,220,1954
220-1989,24,A,primary,220,1989
220-1989,724,B,primary,220,1989
221-1949,144,A,primary,221,1949
221-1949,890,B,primary,221,1949
221-1950,144,A,primary,221,1950
221-1950,890,B,primary,221,1950
221-1951,144,A,primary,221,1951
221-1951,890,B,primary,221,1951
221-1952,144,A,primary,221,1952
221-1952,890,B,primary,221,1952
221-1953,144,A,primary,221,1953
221-1953,890,B,primary,221,1953
221-1954,144,A,primary,221,1954
221-1954,890,B,primary,221,1954
221-1955,144,A,primary,221,1955
221-1955,890,B,primary,221,1955
221-1956,144,A,primary,221,1956
221-1956,890,B,primary,221,1956
221-1957,144,A,primary,221,1957
221-1957,890,B,primary,221,1957
221-1958,144,A,primary,221,1958
221-1958,890,B,primary,221,1958
221-1959,144,A,primary,221,1959
221-1959,890,B,primary,221,1959
221-1960,144,A,primary,221,1960
221-1960,890,B,primary,221,1960
221-1961,144,A,primary,221,1961
221-1961,890,B,primary,221,1961
221-1962,144,A,primary,221,1962
221-1962,890,B,primary,221,1962
221-1963,144,A,primary,221,1963
221-1963,890,B,primary,221,1963
221-1964,144,A,primary,221,1964
221-1964,890,B,primary,221,1964
221-1965,144,A,primary,221,1965
221-1965,890,B,primary,221,1965
221-1966,144,A,primary,221,1966
221-1966,180,B,primary,221,1966
221-1966,890,B,primary,221,1966
221-1967,144,A,primary,221,1967
221-1967,180,B,primary,221,1967
221-1967,890,B,primary,221,1967
221-1968,144,A,primary,221,1968
221-1968,180,B,primary,221,1968
221-1968,890,B,primary,221,1968
221-1969,144,A,primary,221,1969
221-1969,180,B,primary,221,1969
221-1969,890,B,primary,221,1969
221-1970,144,A,primary,221,1970
221-1970,180,B,primary,221,1970
221-1970,890,B,primary,221,1970
221-1971,144,A,primary,221,1971
221-1971,180,B,primary,221,1971
221-1971,890,B,primary,221,1971
221-1972,144,A,primary,221,1972
221-1972,180,B,primary,221,1972
221-1972,890,B,primary,221,1972
221-1973,144,A,primary,221,1973
221-1973,180,B,primary,221,1973
221-1973,890,B,primary,221,1973
221-1974,144,A,primary,221,1974
221-1974,180,B,primary,221,1974
221-1974,890,B,primary,221,1974
221-1975,144,A,primary,221,1975
221-1975,180,B,primary,221,1975
221-1975,890,B,primary,221,1975
221-1976,144,A,primary,221,1976
221-1976,180,B,primary,221,1976
221-1977,144,A,primary,221,1977
221-1977,180,B,primary,221,1977
221-1978,144,A,primary,221,1978
221-1978,180,B,primary,221,1978
221-1979,144,A,primary,221,1979
221-1979,180,B,primary,221,1979
221-1980,144,A,primary,221,1980
221-1980,180,B,primary,221,1980
221-1981,144,A,primary,221,1981
221-1981,180,B,primary,221,1981
221-1982,144,A,primary,221,1982
221-1982,180,B,primary,221,1982
221-1983,144,A,primary,221,1983
221-1983,180,B,primary,221,1983
221-1984,144,A,primary,221,1984
221-1984,180,B,primary,221,1984
221-1985,144,A,primary,221,1985
221-1985,180,B,primary,221,1985
221-1986,144,A,primary,221,1986
221-1986,180,B,primary,221,1986
221-1987,144,A,primary,221,1987
221-1987,180,B,primary,221,1987
221-1988,144,A,primary,221,1988
221-1988,180,B,primary,221,1988
221-1989,144,A,primary,221,1989
221-1989,180,B,primary,221,1989
221-1990,144,A,primary,221,1990
221-1990,180,B,primary,221,1990
221-1991,144,A,primary,221,1991
221-1991,180,B,primary,221,1991
221-1992,144,A,primary,221,1992
221-1992,180,B,primary,221,1992
221-1994,144,A,primary,221,1994
221-1994,180,B,primary,221,1994
221-1995,144,A,primary,221,1995
221-1995,180,B,primary,221,1995
221-1997,144,A,primary,221,1997
221-1997,180,B,primary,221,1997
221-1998,144,A,primary,221,1998
221-1998,180,B,primary,221,1998
221-2000,144,A,primary,221,2000
221-2000,181,B,primary,221,2000
221-2000,180,B,primary,221,2000
221-2001,144,A,primary,221,2001
221-2001,180,B,primary,221,2001
221-2002,144,A,primary,221,2002
221-2002,180,B,primary,221,2002
221-2003,144,A,primary,221,2003
221-2003,180,B,primary,221,2003
221-2004,144,A,primary,221,2004
221-2004,180,B,primary,221,2004
221-2005,144,A,primary,221,2005
221-2005,180,B,primary,221,2005
221-2006,144,A,primary,221,2006
221-2006,180,B,primary,221,2006
221-2007,144,A,primary,221,2007
221-2007,180,B,primary,221,2007
221-2008,144,A,primary,221,2008
221-2008,180,B,primary,221,2008
221-2009,144,A,primary,221,2009
221-2009,180,B,primary,221,2009
221-2010,144,A,primary,221,2010
221-2010,1107,B,primary,221,2010
221-2010,180,B,primary,221,2010
221-2011,144,A,primary,221,2011
221-2011,1107,B,primary,221,2011
221-2011,180,B,primary,221,2011
221-2013,144,A,primary,221,2013
221-2013,1107,B,primary,221,2013
222-1948,144,A,primary,222,1948
222-1948,182,B,primary,222,1948
222-1948,183,B,primary,222,1948
222-1948,184,B,primary,222,1948
222-1949,144,A,primary,222,1949
222-1949,182,B,primary,222,1949
222-1949,183,B,primary,222,1949
222-1949,184,B,primary,222,1949
222-1950,144,A,primary,222,1950
222-1950,182,B,primary,222,1950
222-1950,183,B,primary,222,1950
222-1950,184,B,primary,222,1950
222-1951,144,A,primary,222,1951
222-1951,182,B,primary,222,1951
222-1951,184,B,primary,222,1951
222-1952,144,A,primary,222,1952
222-1952,182,B,primary,222,1952
222-1952,184,B,primary,222,1952
222-1953,144,A,primary,222,1953
222-1953,182,B,primary,222,1953
222-1953,184,B,primary,222,1953
222-1954,144,A,primary,222,1954
222-1954,182,B,primary,222,1954
222-1955,144,A,primary,222,1955
222-1955,182,B,primary,222,1955
222-1956,144,A,primary,222,1956
222-1956,182,B,primary,222,1956
222-1957,144,A,primary,222,1957
222-1957,182,B,primary,222,1957
222-1958,144,A,primary,222,1958
222-1958,182,B,primary,222,1958
222-1959,144,A,primary,222,1959
222-1959,182,B,primary,222,1959
222-1960,144,A,primary,222,1960
222-1960,182,B,primary,222,1960
222-1961,144,A,primary,222,1961
222-1961,182,B,primary,222,1961
222-1962,144,A,primary,222,1962
222-1962,182,B,primary,222,1962
222-1963,144,A,primary,222,1963
222-1963,182,B,primary,222,1963
222-1964,144,A,primary,222,1964
222-1964,182,B,primary,222,1964
222-1965,144,A,primary,222,1965
222-1965,182,B,primary,222,1965
222-1966,144,A,primary,222,1966
222-1966,182,B,primary,222,1966
222-1967,144,A,primary,222,1967
222-1967,182,B,primary,222,1967
222-1968,144,A,primary,222,1968
222-1968,182,B,primary,222,1968
222-1969,144,A,primary,222,1969
222-1969,182,B,primary,222,1969
222-1970,144,A,primary,222,1970
222-1970,182,B,primary,222,1970
222-1970,183,B,primary,222,1970
222-1971,144,A,primary,222,1971
222-1971,182,B,primary,222,1971
222-1972,144,A,primary,222,1972
222-1972,182,B,primary,222,1972
222-1973,144,A,primary,222,1973
222-1973,182,B,primary,222,1973
222-1974,144,A,primary,222,1974
222-1974,182,B,primary,222,1974
222-1975,144,A,primary,222,1975
222-1975,182,B,primary,222,1975
222-1976,144,A,primary,222,1976
222-1976,182,B,primary,222,1976
222-1977,144,A,primary,222,1977
222-1977,182,B,primary,222,1977
222-1978,144,A,primary,222,1978
222-1978,182,B,primary,222,1978
222-1979,144,A,primary,222,1979
222-1979,182,B,primary,222,1979
222-1980,144,A,primary,222,1980
222-1980,182,B,primary,222,1980
222-1981,144,A,primary,222,1981
222-1981,182,B,primary,222,1981
222-1982,144,A,primary,222,1982
222-1982,182,B,primary,222,1982
222-1983,144,A,primary,222,1983
222-1983,182,B,primary,222,1983
222-1984,144,A,primary,222,1984
222-1984,182,B,primary,222,1984
222-1985,144,A,primary,222,1985
222-1985,182,B,primary,222,1985
222-1986,144,A,primary,222,1986
222-1986,182,B,primary,222,1986
222-1987,144,A,primary,222,1987
222-1987,182,B,primary,222,1987
222-1988,144,A,primary,222,1988
222-1988,182,B,primary,222,1988
222-1990,144,A,primary,222,1990
222-1990,185,B,primary,222,1990
222-1991,144,A,primary,222,1991
222-1991,185,B,primary,222,1991
222-1992,144,A,primary,222,1992
222-1992,185,B,primary,222,1992
222-1994,144,A,primary,222,1994
222-1994,185,B,primary,222,1994
222-2013,144,A,primary,222,2013
222-2013,5965,B,primary,222,2013
222-2014,144,A,primary,222,2014
222-2014,5965,B,primary,222,2014
222-2015,144,A,primary,222,2015
222-2015,5965,B,primary,222,2015
222-2017,144,A,primary,222,2017
222-2017,5965,B,primary,222,2017
222-2018,144,A,primary,222,2018
222-2018,5965,B,primary,222,2018
223-1948,144,A,primary,223,1948
223-1948,1050,B,primary,223,1948
223-1948,1065,B,primary,223,1948
223-1949,144,A,primary,223,1949
223-1949,1050,B,primary,223,1949
223-1949,1065,B,primary,223,1949
223-1950,144,A,primary,223,1950
223-1950,1050,B,primary,223,1950
223-1950,1065,B,primary,223,1950
223-1951,144,A,primary,223,1951
223-1951,1050,B,primary,223,1951
223-1951,1065,B,primary,223,1951
223-1952,144,A,primary,223,1952
223-1952,1050,B,primary,223,1952
223-1952,1065,B,primary,223,1952
223-1953,144,A,primary,223,1953
223-1953,1050,B,primary,223,1953
223-1953,1065,B,primary,223,1953
223-1954,144,A,primary,223,1954
223-1954,1050,B,primary,223,1954
223-1954,1065,B,primary,223,1954
223-1955,144,A,primary,223,1955
223-1955,1050,B,primary,223,1955
223-1955,1065,B,primary,223,1955
223-1956,144,A,primary,223,1956
223-1956,1050,B,primary,223,1956
223-1956,1065,B,primary,223,1956
223-1957,144,A,primary,223,1957
223-1957,1050,B,primary,223,1957
223-1957,1065,B,primary,223,1957
223-1958,144,A,primary,223,1958
223-1958,1065,B,primary,223,1958
223-1959,144,A,primary,223,1959
223-1959,1065,B,primary,223,1959
223-1960,144,A,primary,223,1960
223-1960,1065,B,primary,223,1960
223-1961,144,A,primary,223,1961
223-1961,1065,B,primary,223,1961
223-1964,144,A,primary,223,1964
223-1964,1049,B,primary,223,1964
223-1964,1052,B,primary,223,1964
223-1965,144,A,primary,223,1965
223-1965,1049,B,primary,223,1965
223-1965,1052,B,primary,223,1965
223-1966,144,A,primary,223,1966
223-1966,1049,B,primary,223,1966
223-1966,1052,B,primary,223,1966
223-1967,144,A,primary,223,1967
223-1967,1049,B,primary,223,1967
223-1967,1052,B,primary,223,1967
223-1968,144,A,primary,223,1968
223-1968,1049,B,primary,223,1968
223-1968,1052,B,primary,223,1968
223-1969,144,A,primary,223,1969
223-1969,1049,B,primary,223,1969
223-1969,1052,B,primary,223,1969
223-1970,144,A,primary,223,1970
223-1970,1049,B,primary,223,1970
223-1970,1052,B,primary,223,1970
223-1971,144,A,primary,223,1971
223-1971,1049,B,primary,223,1971
223-1971,1052,B,primary,223,1971
223-1972,144,A,primary,223,1972
223-1972,1049,B,primary,223,1972
223-1972,1052,B,primary,223,1972
223-1973,144,A,primary,223,1973
223-1973,1052,B,primary,223,1973
223-1973,1068,B,primary,223,1973
223-1974,144,A,primary,223,1974
223-1974,1068,B,primary,223,1974
223-1975,144,A,primary,223,1975
223-1975,1068,B,primary,223,1975
223-1976,144,A,primary,223,1976
223-1976,1068,B,primary,223,1976
223-1977,144,A,primary,223,1977
223-1977,1048,B,primary,223,1977
223-1977,1068,B,primary,223,1977
223-1978,144,A,primary,223,1978
223-1978,1068,B,primary,223,1978
223-1991,144,A,primary,223,1991
223-1991,187,B,primary,223,1991
223-1994,144,A,primary,223,1994
223-1994,187,B,primary,223,1994
223-2016,144,A,primary,223,2016
223-2016,6692,B,primary,223,2016
223-2017,144,A,primary,223,2017
223-2017,6692,B,primary,223,2017
223-2018,144,A,primary,223,2018
223-2018,3051,B,primary,223,2018
224-1949,144,A,primary,224,1949
224-1949,188,B,primary,224,1949
224-1950,144,A,primary,224,1950
224-1950,188,B,primary,224,1950
224-1951,144,A,primary,224,1951
224-1951,188,B,primary,224,1951
224-1952,144,A,primary,224,1952
224-1952,189,B,primary,224,1952
224-1953,144,A,primary,224,1953
224-1953,189,B,primary,224,1953
224-1954,144,A,primary,224,1954
224-1954,189,B,primary,224,1954
224-1955,144,A,primary,224,1955
224-1955,189,B,primary,224,1955
224-1956,144,A,primary,224,1956
224-1956,189,B,primary,224,1956
224-1957,144,A,primary,224,1957
224-1957,189,B,primary,224,1957
224-1958,144,A,primary,224,1958
224-1958,189,B,primary,224,1958
224-1959,144,A,primary,224,1959
224-1959,190,B,primary,224,1959
224-1960,144,A,primary,224,1960
224-1960,190,B,primary,224,1960
224-1961,144,A,primary,224,1961
224-1961,190,B,primary,224,1961
224-1962,144,A,primary,224,1962
224-1962,190,B,primary,224,1962
224-1963,144,A,primary,224,1963
224-1963,190,B,primary,224,1963
224-1990,144,A,primary,224,1990
224-1990,190,B,primary,224,1990
224-1996,144,A,primary,224,1996
224-1996,191,B,primary,224,1996
225-1948,15,A,primary,225,1948
225-1948,725,B,primary,225,1948
226-1948,2,A,primary,226,1948
226-1948,141,B,primary,226,1948
227-1948,141,A,primary,227,1948
227-1948,178,B,primary,227,1948
227-1949,141,A,primary,227,1949
227-1949,178,B,primary,227,1949
227-1950,141,A,primary,227,1950
227-1950,178,B,primary,227,1950
227-1951,141,A,primary,227,1951
227-1951,178,B,primary,227,1951
227-1969,141,A,primary,227,1969
227-1969,192,B,primary,227,1969
227-1970,141,A,primary,227,1970
227-1970,192,B,primary,227,1970
227-1971,141,A,primary,227,1971
227-1971,192,B,primary,227,1971
227-1991,141,A,primary,227,1991
227-1991,193,B,primary,227,1991
227-1992,141,A,primary,227,1992
227-1992,193,B,primary,227,1992
227-1993,141,A,primary,227,1993
227-1993,193,B,primary,227,1993
227-1994,141,A,primary,227,1994
227-1994,193,B,primary,227,1994
227-1996,141,A,primary,227,1996
227-1996,193,B,primary,227,1996
227-1997,141,A,primary,227,1997
227-1997,193,B,primary,227,1997
227-1998,141,A,primary,227,1998
227-1998,193,B,primary,227,1998
227-1999,141,A,primary,227,1999
227-1999,194,B,primary,227,1999
227-1999,193,B,primary,227,1999
227-2000,141,A,primary,227,2000
227-2000,3946,B,primary,227,2000
227-2000,194,B,primary,227,2000
227-2000,193,B,primary,227,2000
227-2001,141,A,primary,227,2001
227-2001,194,B,primary,227,2001
227-2001,193,B,primary,227,2001
227-2002,141,A,primary,227,2002
227-2002,194,B,primary,227,2002
227-2002,193,B,primary,227,2002
227-2003,141,A,primary,227,2003
227-2003,194,B,primary,227,2003
227-2003,193,B,primary,227,2003
227-2004,141,A,primary,227,2004
227-2004,194,B,primary,227,2004
227-2004,193,B,primary,227,2004
227-2005,141,A,primary,227,2005
227-2005,195,B,primary,227,2005
227-2006,141,A,primary,227,2006
227-2006,195,B,primary,227,2006
227-2007,141,A,primary,227,2007
227-2007,195,B,primary,227,2007
227-2008,141,A,primary,227,2008
227-2008,195,B,primary,227,2008
227-2009,141,A,primary,227,2009
227-2009,195,B,primary,227,2009
227-2010,141,A,primary,227,2010
227-2010,195,B,primary,227,2010
227-2011,141,A,primary,227,2011
227-2011,195,B,primary,227,2011
227-2012,141,A,primary,227,2012
227-2012,195,B,primary,227,2012
227-2013,141,A,primary,227,2013
227-2013,195,B,primary,227,2013
227-2014,141,A,primary,227,2014
227-2014,195,B,primary,227,2014
227-2015,141,A,primary,227,2015
227-2015,195,B,primary,227,2015
227-2016,141,A,primary,227,2016
227-2016,195,B,primary,227,2016
227-2017,141,A,primary,227,2017
227-2017,195,B,primary,227,2017
227-2018,141,A,primary,227,2018
227-2018,195,B,primary,227,2018
228-1948,117,A,primary,228,1948
228-1948,116,A,primary,228,1948
228-1948,120,A,primary,228,1948
228-1948,119,A,primary,228,1948
228-1948,118,A,primary,228,1948
228-1948,121,B,primary,228,1948
228-1949,117,A,primary,228,1949
228-1949,116,A,primary,228,1949
228-1949,120,A,primary,228,1949
228-1949,119,A,primary,228,1949
228-1949,118,A,primary,228,1949
228-1949,121,B,primary,228,1949
229-1948,28,A,primary,229,1948
229-1948,196,B,primary,229,1948
229-1949,28,A,primary,229,1949
229-1949,196,B,primary,229,1949
229-1950,28,A,primary,229,1950
229-1950,196,B,primary,229,1950
229-1951,28,A,primary,229,1951
229-1951,196,B,primary,229,1951
229-1952,28,A,primary,229,1952
229-1952,196,B,primary,229,1952
229-1953,28,A,primary,229,1953
229-1953,196,B,primary,229,1953
229-1954,28,A,primary,229,1954
229-1954,196,B,primary,229,1954
229-1955,28,A,primary,229,1955
229-1955,196,B,primary,229,1955
229-1956,28,A,primary,229,1956
229-1956,196,B,primary,229,1956
229-1957,28,A,primary,229,1957
229-1957,196,B,primary,229,1957
230-1948,123,A,primary,230,1948
230-1948,197,B,primary,230,1948
230-1962,123,A,primary,230,1962
230-1962,198,B,primary,230,1962
230-1963,123,A,primary,230,1963
230-1963,198,B,primary,230,1963
230-1964,123,A,primary,230,1964
230-1964,198,B,primary,230,1964
230-1965,123,A,primary,230,1965
230-1965,198,B,primary,230,1965
230-1966,123,A,primary,230,1966
230-1966,198,B,primary,230,1966
230-1967,123,A,primary,230,1967
230-1967,198,B,primary,230,1967
230-1968,123,A,primary,230,1968
