obs_id,gw_id,side,role,conflict_id,year
293-1966,816,B,primary,293,1966
293-1966,731,B,secondary,293,1966
293-1967,817,A,primary,293,1967
293-1967,900,A,secondary,293,1967
293-1967,920,A,secondary,293,1967
293-1967,840,A,secondary,293,1967
293-1967,732,A,secondary,293,1967
293-1967,800,A,secondary,293,1967
293-1967,2,A,secondary,293,1967
293-1967,816,B,primary,293,1967
293-1967,731,B,secondary,293,1967
293-1968,817,A,primary,293,1968
293-1968,900,A,secondary,293,1968
293-1968,920,A,secondary,293,1968
293-1968,840,A,secondary,293,1968
293-1968,732,A,secondary,293,1968
293-1968,800,A,secondary,293,1968
293-1968,2,A,secondary,293,1968
293-1968,816,B,primary,293,1968
293-1968,731,B,secondary,293,1968
293-1969,817,A,primary,293,1969
293-1969,900,A,secondary,293,1969
293-1969,920,A,secondary,293,1969
293-1969,840,A,secondary,293,1969
293-1969,732,A,secondary,293,1969
293-1969,800,A,secondary,293,1969
293-1969,2,A,secondary,293,1969
293-1969,816,B,primary,293,1969
293-1969,731,B,secondary,293,1969
293-1970,817,A,primary,293,1970
293-1970,900,A,secondary,293,1970
293-1970,920,A,secondary,293,1970
293-1970,732,A,secondary,293,1970
293-1970,800,A,secondary,293,1970
293-1970,2,A,secondary,293,1970
293-1970,816,B,primary,293,1970
293-1970,731,B,secondary,293,1970
293-1971,817,A,primary,293,1971
293-1971,900,A,secondary,293,1971
293-1971,920,A,secondary,293,1971
293-1971,732,A,secondary,293,1971
293-1971,800,A,secondary,293,1971
293-1971,2,A,secondary,293,1971
293-1971,816,B,primary,293,1971
293-1971,731,B,secondary,293,1971
293-1972,817,A,primary,293,1972
293-1972,900,A,secondary,293,1972
293-1972,920,A,secondary,293,1972
293-1972,732,A,secondary,293,1972
293-1972,800,A,secondary,293,1972
293-1972,2,A,secondary,293,1972
293-1972,816,B,primary,293,1972
293-1972,731,B,secondary,293,1972
293-1973,817,A,primary,293,1973
293-1973,732,A,secondary,293,1973
293-1973,2,A,secondary,293,1973
293-1973,816,B,primary,293,1973
293-1973,731,B,secondary,293,1973
293-1974,817,A,primary,293,1974
293-1974,816,B,primary,293,1974
293-1974,731,B,secondary,293,1974
293-1975,817,A,primary,293,1975
293-1975,816,B,primary,293,1975
293-1975,731,B,secondary,293,1975
294-1977,811,A,primary,294,1977
294-1977,800,B,primary,294,1977
294-1978,811,A,primary,294,1978
294-1978,800,B,primary,294,1978
294-2011,811,A,primary,294,2011
294-2011,800,B,primary,294,2011
295-1966,452,A,primary,295,1966
295-1981,452,A,primary,295,1981
295-1983,452,A,primary,295,1983
296-1966,750,A,primary,296,1966
296-1967,750,A,primary,296,1967
296-1968,750,A,primary,296,1968
297-1966,475,A,primary,297,1966
297-2009,475,A,primary,297,2009
297-2011,475,A,primary,297,2011
297-2012,475,A,primary,297,2012
297-2012,483,A,secondary,297,2012
297-2012,436,A,secondary,297,2012
297-2013,475,A,primary,297,2013
297-2013,483,A,secondary,297,2013
297-2013,436,A,secondary,297,2013
297-2014,475,A,primary,297,2014
297-2014,471,A,secondary,297,2014
297-2014,483,A,secondary,297,2014
297-2014,436,A,secondary,297,2014
297-2015,475,A,primary,297,2015
297-2015,483,A,secondary,297,2015
297-2015,436,A,secondary,297,2015
297-2016,475,A,primary,297,2016
297-2016,471,A,secondary,297,2016
297-2017,475,A,primary,297,2017
297-2017,471,A,secondary,297,2017
297-2018,475,A,primary,297,2018
297-2018,471,A,secondary,297,2018
298-1966,560,A,primary,298,1966
298-1967,560,A,primary,298,1967
298-1968,560,A,primary,298,1968
298-1969,560,A,primary,298,1969
298-1970,560,A,primary,298,1970
298-1971,560,A,primary,298,1971
298-1972,560,A,primary,298,1972
298-1973,560,A,primary,298,1973
298-1974,560,A,primary,298,1974
298-1975,560,A,primary,298,1975
298-1976,560,A,primary,298,1976
298-1977,560,A,primary,298,1977
298-1978,560,A,primary,298,1978
298-1979,560,A,primary,298,1979
298-1980,560,A,primary,298,1980
298-1981,560,A,primary,298,1981
298-1982,560,A,primary,298,1982
298-1983,560,A,primary,298,1983
298-1984,560,A,primary,298,1984
298-1985,560,A,primary,298,1985
298-1986,560,A,primary,298,1986
298-1987,560,A,primary,298,1987
298-1988,560,A,primary,298,1988
299-1966,652,A,primary,299,1966
299-1979,652,A,primary,299,1979
299-1980,652,A,primary,299,1980
299-1981,652,A,primary,299,1981
299-1982,652,A,primary,299,1982
299-2011,652,A,primary,299,2011
299-2012,652,A,primary,299,2012
299-2013,652,A,primary,299,2013
299-2014,652,A,primary,299,2014
299-2015,652,A,primary,299,2015
299-2015,630,A,secondary,299,2015
299-2015,365,A,secondary,299,2015
299-2016,652,A,primary,299,2016
299-2016,630,A,secondary,299,2016
299-2016,365,A,secondary,299,2016
299-2017,652,A,primary,299,2017
299-2017,630,A,secondary,299,2017
299-2017,365,A,secondary,299,2017
299-2018,652,A,primary,299,2018
299-2018,630,A,secondary,299,2018
299-2018,365,A,secondary,299,2018
300-1967,811,A,primary,300,1967
300-1968,811,A,primary,300,1968
300-1969,811,A,primary,300,1969
300-1970,811,A,primary,300,1970
300-1970,817,A,secondary,300,1970
300-1970,2,A,secondary,300,1970
300-1970,816,B,secondary,300,1970
300-1971,811,A,primary,300,1971
300-1971,817,A,secondary,300,1971
300-1971,2,A,secondary,300,1971
300-1971,816,B,secondary,300,1971
300-1972,811,A,primary,300,1972
300-1972,817,A,secondary,300,1972
300-1972,2,A,secondary,300,1972
300-1972,816,B,secondary,300,1972
300-1973,811,A,primary,300,1973
300-1973,817,A,secondary,300,1973
300-1973,2,A,secondary,300,1973
300-1973,816,B,secondary,300,1973
300-1974,811,A,primary,300,1974
300-1974,816,B,secondary,300,1974
300-1975,811,A,primary,300,1975
300-1975,816,B,secondary,300,1975
300-1978,811,A,primary,300,1978
300-1978,816,B,secondary,300,1978
300-1979,811,A,primary,300,1979
300-1979,816,A,secondary,300,1979
300-1979,812,A,secondary,300,1979
300-1979,816,B,secondary,300,1979
300-1980,811,A,primary,300,1980
300-1980,816,A,secondary,300,1980
300-1981,811,A,primary,300,1981
300-1981,816,A,secondary,300,1981
300-1982,811,A,primary,300,1982
300-1982,816,A,secondary,300,1982
300-1983,811,A,primary,300,1983
300-1983,816,A,secondary,300,1983
300-1984,811,A,primary,300,1984
300-1984,816,A,secondary,300,1984
300-1985,811,A,primary,300,1985
300-1985,816,A,secondary,300,1985
300-1986,811,A,primary,300,1986
300-1986,816,A,secondary,300,1986
300-1987,811,A,primary,300,1987
300-1987,816,A,secondary,300,1987
300-1988,811,A,primary,300,1988
300-1988,816,A,secondary,300,1988
300-1989,811,A,primary,300,1989
300-1989,816,A,secondary,300,1989
300-1990,811,A,primary,300,1990
300-1991,811,A,primary,300,1991
300-1992,811,A,primary,300,1992
300-1993,811,A,primary,300,1993
300-1994,811,A,primary,300,1994
300-1995,811,A,primary,300,1995
300-1996,811,A,primary,300,1996
300-1997,811,A,primary,300,1997
300-1998,811,A,primary,300,1998
301-1967,666,A,primary,301,1967
301-1967,663,B,primary,301,1967
302-1967,666,A,primary,302,1967
302-1967,652,B,primary,302,1967
302-1973,666,A,primary,302,1973
302-1973,652,B,primary,302,1973
303-1967,475,A,primary,303,1967
303-1968,475,A,primary,303,1968
303-1969,475,A,primary,303,1969
303-1970,475,A,primary,303,1970
304-1969,710,A,primary,304,1969
304-1969,775,B,primary,304,1969
305-1969,710,A,primary,305,1969
305-1969,365,B,primary,305,1969
306-1969,92,A,primary,306,1969
306-1969,91,B,primary,306,1969
307-2000,438,A,primary,307,2000
307-2001,438,A,primary,307,2001
308-1970,840,A,primary,308,1970
308-1971,840,A,primary,308,1971
308-1972,840,A,primary,308,1972
308-1973,840,A,primary,308,1973
308-1974,840,A,primary,308,1974
308-1975,840,A,primary,308,1975
308-1976,840,A,primary,308,1976
308-1977,840,A,primary,308,1977
308-1978,840,A,primary,308,1978
308-1979,840,A,primary,308,1979
308-1980,840,A,primary,308,1980
308-1981,840,A,primary,308,1981
308-1982,840,A,primary,308,1982
308-1983,840,A,primary,308,1983
308-1984,840,A,primary,308,1984
308-1985,840,A,primary,308,1985
308-1986,840,A,primary,308,1986
308-1987,840,A,primary,308,1987
308-1988,840,A,primary,308,1988
308-1989,840,A,primary,308,1989
308-1990,840,A,primary,308,1990
308-1993,840,A,primary,308,1993
308-1994,840,A,primary,308,1994
308-1995,840,A,primary,308,1995
308-1996,840,A,primary,308,1996
308-1997,840,A,primary,308,1997
308-1998,840,A,primary,308,1998
308-1999,840,A,primary,308,1999
308-2000,840,A,primary,308,2000
308-2001,840,A,primary,308,2001
308-2002,840,A,primary,308,2002
308-2003,840,A,primary,308,2003
308-2004,840,A,primary,308,2004
308-2005,840,A,primary,308,2005
308-2006,840,A,primary,308,2006
308-2007,840,A,primary,308,2007
308-2008,840,A,primary,308,2008
308-2009,840,A,primary,308,2009
308-2010,840,A,primary,308,2010
308-2011,840,A,primary,308,2011
308-2012,840,A,primary,308,2012
308-2013,840,A,primary,308,2013
308-2014,840,A,primary,308,2014
308-2015,840,A,primary,308,2015
308-2016,840,A,primary,308,2016
308-2017,840,A,primary,308,2017
308-2017,820,A,secondary,308,2017
308-2018,840,A,primary,308,2018
309-1971,625,A,primary,309,1971
309-1976,625,A,primary,309,1976
309-1983,625,A,primary,309,1983
309-1984,625,A,primary,309,1984
309-1985,625,A,primary,309,1985
309-1986,625,A,primary,309,1986
309-1987,625,A,primary,309,1987
309-1988,625,A,primary,309,1988
309-1989,625,A,primary,309,1989
309-1990,625,A,primary,309,1990
309-1991,625,A,primary,309,1991
309-1992,625,A,primary,309,1992
309-1993,625,A,primary,309,1993
309-1994,625,A,primary,309,1994
309-1995,625,A,primary,309,1995
309-1996,625,A,primary,309,1996
309-1997,625,A,primary,309,1997
309-1998,625,A,primary,309,1998
309-1999,625,A,primary,309,1999
309-2000,625,A,primary,309,2000
309-2001,625,A,primary,309,2001
309-2002,625,A,primary,309,2002
309-2003,625,A,primary,309,2003
309-2003,483,A,secondary,309,2003
309-2004,625,A,primary,309,2004
309-2005,625,A,primary,309,2005
309-2006,625,A,primary,309,2006
309-2007,625,A,primary,309,2007
309-2008,625,A,primary,309,2008
309-2009,625,A,primary,309,2009
309-2010,625,A,primary,309,2010
309-2011,625,A,primary,309,2011
309-2012,625,A,primary,309,2012
309-2013,625,A,primary,309,2013
309-2014,625,A,primary,309,2014
309-2015,625,A,primary,309,2015
309-2016,625,A,primary,309,2016
309-2017,625,A,primary,309,2017
309-2018,625,A,primary,309,2018
310-1971,580,A,primary,310,1971
311-1971,600,A,primary,311,1971
312-1971,770,A,primary,312,1971
313-1971,780,A,primary,313,1971
313-1989,780,A,primary,313,1989
313-1990,780,A,primary,313,1990
314-1971,500,A,primary,314,1971
314-1972,500,A,primary,314,1972
314-1974,500,A,primary,314,1974
314-1979,500,A,primary,314,1979
314-1979,620,A,secondary,314,1979
314-1979,510,B,secondary,314,1979
314-1980,500,A,primary,314,1980
314-1980,510,A,secondary,314,1980
314-1981,500,A,primary,314,1981
314-1981,510,A,secondary,314,1981
314-1982,500,A,primary,314,1982
314-1983,500,A,primary,314,1983
314-1984,500,A,primary,314,1984
314-1985,500,A,primary,314,1985
314-1986,500,A,primary,314,1986
314-1987,500,A,primary,314,1987
314-1988,500,A,primary,314,1988
314-1989,500,A,primary,314,1989
314-1990,500,A,primary,314,1990
314-1991,500,A,primary,314,1991
314-1992,500,A,primary,314,1992
314-1994,500,A,primary,314,1994
314-1995,500,A,primary,314,1995
314-1996,500,A,primary,314,1996
314-1997,500,A,primary,314,1997
314-1998,500,A,primary,314,1998
314-1999,500,A,primary,314,1999
314-2000,500,A,primary,314,2000
314-2001,500,A,primary,314,2001
314-2002,500,A,primary,314,2002
314-2003,500,A,primary,314,2003
314-2004,500,A,primary,314,2004
314-2005,500,A,primary,314,2005
314-2005,625,A,secondary,314,2005
314-2006,500,A,primary,314,2006
314-2007,500,A,primary,314,2007
314-2008,500,A,primary,314,2008
314-2008,490,A,secondary,314,2008
314-2008,625,A,secondary,314,2008
314-2009,500,A,primary,314,2009
314-2009,482,A,secondary,314,2009
314-2009,490,A,secondary,314,2009
314-2009,625,A,secondary,314,2009
314-2010,500,A,primary,314,2010
314-2010,490,A,secondary,314,2010
314-2010,482,A,secondary,314,2010
314-2010,625,A,secondary,314,2010
314-2011,500,A,primary,314,2011
314-2011,482,A,secondary,314,2011
314-2011,490,A,secondary,314,2011
314-2011,626,A,secondary,314,2011
314-2011,625,A,secondary,314,2011
314-2013,500,A,primary,314,2013
314-2013,482,A,secondary,314,2013
314-2013,490,A,secondary,314,2013
314-2013,626,A,secondary,314,2013
314-2014,500,A,primary,314,2014
314-2014,490,A,secondary,314,2014
314-2014,626,A,secondary,314,2014
314-2015,500,A,primary,314,2015
314-2015,490,A,secondary,314,2015
314-2016,500,A,primary,314,2016
314-2016,490,A,secondary,314,2016
314-2017,500,A,primary,314,2017
314-2017,490,A,secondary,314,2017
314-2018,500,A,primary,314,2018
314-2018,490,A,secondary,314,2018
315-1971,200,A,primary,315,1971
315-1972,200,A,primary,315,1972
315-1973,200,A,primary,315,1973
315-1974,200,A,primary,315,1974
315-1975,200,A,primary,315,1975
315-1976,200,A,primary,315,1976
315-1977,200,A,primary,315,1977
315-1978,200,A,primary,315,1978
315-1979,200,A,primary,315,1979
315-1980,200,A,primary,315,1980
315-1981,200,A,primary,315,1981
315-1982,200,A,primary,315,1982
315-1983,200,A,primary,315,1983
315-1984,200,A,primary,315,1984
315-1985,200,A,primary,315,1985
315-1986,200,A,primary,315,1986
315-1987,200,A,primary,315,1987
315-1988,200,A,primary,315,1988
315-1989,200,A,primary,315,1989
315-1990,200,A,primary,315,1990
315-1991,200,A,primary,315,1991
315-1998,200,A,primary,315,1998
316-1972,92,A,primary,316,1972
316-1979,92,A,primary,316,1979
316-1980,92,A,primary,316,1980
316-1981,92,A,primary,316,1981
316-1982,92,A,primary,316,1982
316-1983,92,A,primary,316,1983
316-1984,92,A,primary,316,1984
316-1985,92,A,primary,316,1985
316-1986,92,A,primary,316,1986
316-1987,92,A,primary,316,1987
316-1988,92,A,primary,316,1988
316-1989,92,A,primary,316,1989
316-1990,92,A,primary,316,1990
316-1991,92,A,primary,316,1991
317-1969,698,A,primary,317,1969
317-1969,200,A,secondary,317,1969
317-1970,698,A,primary,317,1970
317-1970,200,A,secondary,317,1970
317-1971,698,A,primary,317,1971
317-1971,200,A,secondary,317,1971
317-1972,698,A,primary,317,1972
317-1972,200,A,secondary,317,1972
317-1973,698,A,primary,317,1973
317-1973,630,A,secondary,317,1973
317-1973,200,A,secondary,317,1973
317-1973,680,B,secondary,317,1973
317-1974,698,A,primary,317,1974
317-1974,630,A,secondary,317,1974
317-1974,200,A,secondary,317,1974
317-1974,680,B,secondary,317,1974
317-1975,698,A,primary,317,1975
317-1975,630,A,secondary,317,1975
317-1975,663,A,secondary,317,1975
317-1975,200,A,secondary,317,1975
317-1975,680,B,secondary,317,1975
318-1967,552,A,primary,318,1967
318-1968,552,A,primary,318,1968
318-1973,552,A,primary,318,1973
318-1974,552,A,primary,318,1974
318-1975,552,A,primary,318,1975
318-1975,560,A,secondary,318,1975
318-1976,552,A,primary,318,1976
318-1977,552,A,primary,318,1977
318-1978,552,A,primary,318,1978
318-1979,552,A,primary,318,1979
319-1972,165,A,primary,319,1972
320-1972,680,A,primary,320,1972
320-1972,678,B,primary,320,1972
320-1979,680,A,primary,320,1979
320-1979,678,B,primary,320,1979
321-1973,155,A,primary,321,1973
322-1975,771,A,primary,322,1975
322-1976,771,A,primary,322,1976
322-1977,771,A,primary,322,1977
322-1978,771,A,primary,322,1978
322-1979,771,A,primary,322,1979
322-1980,771,A,primary,322,1980
322-1981,771,A,primary,322,1981
322-1982,771,A,primary,322,1982
322-1983,771,A,primary,322,1983
322-1984,771,A,primary,322,1984
322-1985,771,A,primary,322,1985
322-1986,771,A,primary,322,1986
322-1987,771,A,primary,322,1987
322-1988,771,A,primary,322,1988
322-1989,771,A,primary,322,1989
322-1990,771,A,primary,322,1990
322-1991,771,A,primary,322,1991
323-1974,352,A,primary,323,1974
323-1974,640,B,primary,323,1974
324-1974,630,A,primary,324,1974
324-1974,645,B,primary,324,1974
324-1980,630,A,primary,324,1980
324-1980,645,B,primary,324,1980
324-1981,630,A,primary,324,1981
324-1981,645,B,primary,324,1981
324-1982,630,A,primary,324,1982
324-1982,645,B,primary,324,1982
324-1983,630,A,primary,324,1983
324-1983,645,B,primary,324,1983
324-1984,630,A,primary,324,1984
324-1984,645,B,primary,324,1984
324-1985,630,A,primary,324,1985
324-1985,645,B,primary,324,1985
324-1986,630,A,primary,324,1986
324-1986,645,B,primary,324,1986
324-1987,630,A,primary,324,1987
324-1987,645,B,primary,324,1987
324-1988,630,A,primary,324,1988
324-1988,645,B,primary,324,1988
325-1974,770,A,primary,325,1974
325-1975,770,A,primary,325,1975
325-1976,770,A,primary,325,1976
325-1977,770,A,primary,325,1977
325-2004,770,A,primary,325,2004
325-2006,770,A,primary,325,2006
325-2007,770,A,primary,325,2007
325-2008,770,A,primary,325,2008
325-2009,770,A,primary,325,2009
325-2011,770,A,primary,325,2011
325-2012,770,A,primary,325,2012
325-2013,770,A,primary,325,2013
325-2014,770,A,primary,325,2014
325-2015,770,A,primary,325,2015
325-2016,770,A,primary,325,2016
326-1997,531,A,primary,326,1997
326-1999,531,A,primary,326,1999
326-2003,531,A,primary,326,2003
327-1975,540,A,primary,327,1975
327-1975,40,A,secondary,327,1975
327-1975,560,B,secondary,327,1975
327-1975,490,B,secondary,327,1975
327-1976,540,A,primary,327,1976
327-1976,40,A,secondary,327,1976
327-1976,560,B,secondary,327,1976
327-1977,540,A,primary,327,1977
327-1977,40,A,secondary,327,1977
327-1978,540,A,primary,327,1978
327-1978,40,A,secondary,327,1978
327-1979,540,A,primary,327,1979
327-1979,40,A,secondary,327,1979
327-1980,540,A,primary,327,1980
327-1980,40,A,secondary,327,1980
327-1980,560,B,secondary,327,1980
327-1981,540,A,primary,327,1981
327-1981,40,A,secondary,327,1981
327-1981,560,B,secondary,327,1981
327-1982,540,A,primary,327,1982
327-1982,40,A,secondary,327,1982
327-1982,560,B,secondary,327,1982
327-1983,540,A,primary,327,1983
327-1983,40,A,secondary,327,1983
327-1983,560,B,secondary,327,1983
327-1984,540,A,primary,327,1984
327-1984,40,A,secondary,327,1984
327-1984,560,B,secondary,327,1984
327-1985,540,A,primary,327,1985
327-1985,40,A,secondary,327,1985
327-1985,560,B,secondary,327,1985
327-1986,540,A,primary,327,1986
327-1986,40,A,secondary,327,1986
327-1986,560,B,secondary,327,1986
327-1987,540,A,primary,327,1987
327-1987,40,A,secondary,327,1987
327-1987,560,B,secondary,327,1987
327-1988,540,A,primary,327,1988
327-1988,40,A,secondary,327,1988
327-1988,560,B,secondary,327,1988
327-1989,540,A,primary,327,1989
327-1989,40,A,secondary,327,1989
327-1990,540,A,primary,327,1990
327-1991,540,A,primary,327,1991
327-1992,540,A,primary,327,1992
327-1993,540,A,primary,327,1993
327-1994,540,A,primary,327,1994
327-1995,540,A,primary,327,1995
327-1998,540,A,primary,327,1998
327-1999,540,A,primary,327,1999
327-1999,565,A,secondary,327,1999
327-2000,540,A,primary,327,2000
327-2000,565,A,secondary,327,2000
327-2001,540,A,primary,327,2001
327-2001,565,A,secondary,327,2001
327-2002,540,A,primary,327,2002
327-2002,565,A,secondary,327,2002
328-1975,811,A,primary,328,1975
328-1975,816,B,primary,328,1975
328-1976,811,A,primary,328,1976
328-1976,816,B,primary,328,1976
328-1977,811,A,primary,328,1977
328-1977,816,B,primary,328,1977
329-1964,530,A,primary,329,1964
329-1976,530,A,primary,329,1976
329-1977,530,A,primary,329,1977
329-1977,40,A,secondary,329,1977
329-1977,680,A,secondary,329,1977
329-1977,520,B,secondary,329,1977
329-1978,530,A,primary,329,1978
329-1978,40,A,secondary,329,1978
329-1978,680,A,secondary,329,1978
329-1979,530,A,primary,329,1979
329-1979,40,A,secondary,329,1979
329-1980,530,A,primary,329,1980
329-1980,40,A,secondary,329,1980
329-1981,530,A,primary,329,1981
329-1981,40,A,secondary,329,1981
329-1982,530,A,primary,329,1982
329-1982,40,A,secondary,329,1982
329-1983,530,A,primary,329,1983
329-1983,40,A,secondary,329,1983
329-1993,530,A,primary,329,1993
329-1994,530,A,primary,329,1994
329-1996,530,A,primary,329,1996
329-1998,530,A,primary,329,1998
329-1999,530,A,primary,329,1999
329-2000,530,A,primary,329,2000
329-2001,530,A,primary,329,2001
329-2002,530,A,primary,329,2002
329-2003,530,A,primary,329,2003
329-2004,530,A,primary,329,2004
329-2005,530,A,primary,329,2005
329-2006,530,A,primary,329,2006
329-2007,530,A,primary,329,2007
329-2008,530,A,primary,329,2008
329-2009,530,A,primary,329,2009
329-2010,530,A,primary,329,2010
329-2011,530,A,primary,329,2011
329-2012,530,A,primary,329,2012
329-2013,530,A,primary,329,2013
329-2014,530,A,primary,329,2014
329-2015,530,A,primary,329,2015
329-2016,530,A,primary,329,2016
330-1975,850,A,primary,330,1975
330-1976,850,A,primary,330,1976
330-1977,850,A,primary,330,1977
330-1978,850,A,primary,330,1978
330-1979,850,A,primary,330,1979
330-1980,850,A,primary,330,1980
330-1981,850,A,primary,330,1981
330-1982,850,A,primary,330,1982
330-1983,850,A,primary,330,1983
330-1984,850,A,primary,330,1984
330-1985,850,A,primary,330,1985
330-1986,850,A,primary,330,1986
330-1987,850,A,primary,330,1987
330-1988,850,A,primary,330,1988
330-1992,850,A,primary,330,1992
330-1997,850,A,primary,330,1997
330-1998,850,A,primary,330,1998
330-1999,850,A,primary,330,1999
331-1975,600,A,primary,331,1975
331-1976,600,A,primary,331,1976
331-1976,615,B,secondary,331,1976
331-1977,600,A,primary,331,1977
331-1978,600,A,primary,331,1978
331-1979,600,A,primary,331,1979
331-1980,600,A,primary,331,1980
331-1981,600,A,primary,331,1981
331-1982,600,A,primary,331,1982
331-1983,600,A,primary,331,1983
331-1984,600,A,primary,331,1984
331-1985,600,A,primary,331,1985
331-1986,600,A,primary,331,1986
331-1987,600,A,primary,331,1987
331-1988,600,A,primary,331,1988
331-1989,600,A,primary,331,1989
332-1977,541,A,primary,332,1977
332-1978,541,A,primary,332,1978
332-1979,541,A,primary,332,1979
332-1980,541,A,primary,332,1980
332-1981,541,A,primary,332,1981
332-1982,541,A,primary,332,1982
332-1983,541,A,primary,332,1983
332-1984,541,A,primary,332,1984
332-1985,541,A,primary,332,1985
332-1985,552,A,secondary,332,1985
332-1986,541,A,primary,332,1986
332-1986,510,A,secondary,332,1986
332-1986,552,A,secondary,332,1986
332-1987,541,A,primary,332,1987
332-1987,510,A,secondary,332,1987
332-1987,552,A,secondary,332,1987
332-1988,541,A,primary,332,1988
332-1988,510,A,secondary,332,1988
332-1988,552,A,secondary,332,1988
332-1989,541,A,primary,332,1989
332-1989,552,A,secondary,332,1989
332-1990,541,A,primary,332,1990
332-1990,552,A,secondary,332,1990
332-1991,541,A,primary,332,1991
332-1992,541,A,primary,332,1992
332-2013,541,A,primary,332,2013
332-2016,541,A,primary,332,2016
332-2018,541,A,primary,332,2018
333-1978,700,A,primary,333,1978
333-1979,700,A,primary,333,1979
333-1980,700,A,primary,333,1980
333-1980,365,A,secondary,333,1980
333-1981,700,A,primary,333,1981
333-1981,365,A,secondary,333,1981
333-1982,700,A,primary,333,1982
333-1982,365,A,secondary,333,1982
333-1983,700,A,primary,333,1983
333-1983,365,A,secondary,333,1983
333-1984,700,A,primary,333,1984
333-1984,365,A,secondary,333,1984
333-1985,700,A,primary,333,1985
333-1985,365,A,secondary,333,1985
333-1986,700,A,primary,333,1986
333-1986,365,A,secondary,333,1986
333-1987,700,A,primary,333,1987
333-1987,365,A,secondary,333,1987
333-1988,700,A,primary,333,1988
333-1988,365,A,secondary,333,1988
333-1989,700,A,primary,333,1989
333-1989,365,A,secondary,333,1989
333-1990,700,A,primary,333,1990
333-1991,700,A,primary,333,1991
333-1992,700,A,primary,333,1992
333-1993,700,A,primary,333,1993
333-1994,700,A,primary,333,1994
333-1995,700,A,primary,333,1995
333-1996,700,A,primary,333,1996
333-1997,700,A,primary,333,1997
333-1998,700,A,primary,333,1998
333-1999,700,A,primary,333,1999
333-2000,700,A,primary,333,2000
333-2001,700,A,primary,333,2001
333-2001,630,B,secondary,333,2001
333-2002,700,A,primary,333,2002
333-2003,700,A,primary,333,2003
333-2003,900,A,secondary,333,2003
333-2003,390,A,secondary,333,2003
333-2003,220,A,secondary,333,2003
333-2003,260,A,secondary,333,2003
333-2003,325,A,secondary,333,2003
333-2003,210,A,secondary,333,2003
333-2003,920,A,secondary,333,2003
333-2003,385,A,secondary,333,2003
333-2003,290,A,secondary,333,2003
333-2003,360,A,secondary,333,2003
333-2003,200,A,secondary,333,2003
333-2003,2,A,secondary,333,2003
333-2004,700,A,primary,333,2004
333-2004,211,A,secondary,333,2004
333-2004,20,A,secondary,333,2004
333-2004,316,A,secondary,333,2004
333-2004,220,A,secondary,333,2004
333-2004,260,A,secondary,333,2004
333-2004,325,A,secondary,333,2004
333-2004,770,A,secondary,333,2004
333-2004,290,A,secondary,333,2004
333-2004,235,A,secondary,333,2004
333-2004,360,A,secondary,333,2004
333-2004,317,A,secondary,333,2004
333-2004,230,A,secondary,333,2004
333-2004,200,A,secondary,333,2004
333-2004,2,A,secondary,333,2004
333-2005,700,A,primary,333,2005
333-2005,900,A,secondary,333,2005
333-2005,211,A,secondary,333,2005
333-2005,20,A,secondary,333,2005
333-2005,390,A,secondary,333,2005
333-2005,220,A,secondary,333,2005
333-2005,260,A,secondary,333,2005
333-2005,325,A,secondary,333,2005
333-2005,210,A,secondary,333,2005
333-2005,385,A,secondary,333,2005
333-2005,770,A,secondary,333,2005
333-2005,290,A,secondary,333,2005
333-2005,360,A,secondary,333,2005
333-2005,317,A,secondary,333,2005
333-2005,230,A,secondary,333,2005
333-2005,200,A,secondary,333,2005
333-2005,2,A,secondary,333,2005
333-2006,700,A,primary,333,2006
333-2006,339,A,secondary,333,2006
333-2006,900,A,secondary,333,2006
333-2006,305,A,secondary,333,2006
333-2006,373,A,secondary,333,2006
333-2006,211,A,secondary,333,2006
333-2006,355,A,secondary,333,2006
333-2006,20,A,secondary,333,2006
333-2006,344,A,secondary,333,2006
333-2006,316,A,secondary,333,2006
333-2006,390,A,secondary,333,2006
333-2006,366,A,secondary,333,2006
333-2006,375,A,secondary,333,2006
333-2006,220,A,secondary,333,2006
333-2006,260,A,secondary,333,2006
333-2006,350,A,secondary,333,2006
333-2006,310,A,secondary,333,2006
333-2006,395,A,secondary,333,2006
333-2006,205,A,secondary,333,2006
333-2006,325,A,secondary,333,2006
333-2006,367,A,secondary,333,2006
333-2006,368,A,secondary,333,2006
333-2006,212,A,secondary,333,2006
333-2006,343,A,secondary,333,2006
333-2006,210,A,secondary,333,2006
333-2006,920,A,secondary,333,2006
333-2006,385,A,secondary,333,2006
333-2006,770,A,secondary,333,2006
333-2006,290,A,secondary,333,2006
333-2006,235,A,secondary,333,2006
333-2006,360,A,secondary,333,2006
333-2006,317,A,secondary,333,2006
333-2006,349,A,secondary,333,2006
333-2006,230,A,secondary,333,2006
333-2006,380,A,secondary,333,2006
333-2006,225,A,secondary,333,2006
333-2006,640,A,secondary,333,2006
333-2006,200,A,secondary,333,2006
333-2006,2,A,secondary,333,2006
333-2007,700,A,primary,333,2007
333-2007,339,A,secondary,333,2007
333-2007,900,A,secondary,333,2007
333-2007,305,A,secondary,333,2007
333-2007,373,A,secondary,333,2007
333-2007,211,A,secondary,333,2007
333-2007,355,A,secondary,333,2007
333-2007,20,A,secondary,333,2007
333-2007,344,A,secondary,333,2007
333-2007,316,A,secondary,333,2007
333-2007,390,A,secondary,333,2007
