obs_id,gw_id,side,role,conflict_id,year
333-2007,366,A,secondary,333,2007
333-2007,375,A,secondary,333,2007
333-2007,220,A,secondary,333,2007
333-2007,260,A,secondary,333,2007
333-2007,350,A,secondary,333,2007
333-2007,310,A,secondary,333,2007
333-2007,395,A,secondary,333,2007
333-2007,205,A,secondary,333,2007
333-2007,325,A,secondary,333,2007
333-2007,663,A,secondary,333,2007
333-2007,367,A,secondary,333,2007
333-2007,368,A,secondary,333,2007
333-2007,212,A,secondary,333,2007
333-2007,343,A,secondary,333,2007
333-2007,210,A,secondary,333,2007
333-2007,920,A,secondary,333,2007
333-2007,385,A,secondary,333,2007
333-2007,770,A,secondary,333,2007
333-2007,290,A,secondary,333,2007
333-2007,235,A,secondary,333,2007
333-2007,360,A,secondary,333,2007
333-2007,317,A,secondary,333,2007
333-2007,349,A,secondary,333,2007
333-2007,230,A,secondary,333,2007
333-2007,380,A,secondary,333,2007
333-2007,225,A,secondary,333,2007
333-2007,640,A,secondary,333,2007
333-2007,200,A,secondary,333,2007
333-2007,2,A,secondary,333,2007
333-2008,700,A,primary,333,2008
333-2008,339,A,secondary,333,2008
333-2008,900,A,secondary,333,2008
333-2008,305,A,secondary,333,2008
333-2008,373,A,secondary,333,2008
333-2008,211,A,secondary,333,2008
333-2008,355,A,secondary,333,2008
333-2008,20,A,secondary,333,2008
333-2008,344,A,secondary,333,2008
333-2008,316,A,secondary,333,2008
333-2008,390,A,secondary,333,2008
333-2008,366,A,secondary,333,2008
333-2008,375,A,secondary,333,2008
333-2008,220,A,secondary,333,2008
333-2008,372,A,secondary,333,2008
333-2008,260,A,secondary,333,2008
333-2008,350,A,secondary,333,2008
333-2008,310,A,secondary,333,2008
333-2008,395,A,secondary,333,2008
333-2008,205,A,secondary,333,2008
333-2008,325,A,secondary,333,2008
333-2008,367,A,secondary,333,2008
333-2008,368,A,secondary,333,2008
333-2008,212,A,secondary,333,2008
333-2008,210,A,secondary,333,2008
333-2008,920,A,secondary,333,2008
333-2008,385,A,secondary,333,2008
333-2008,770,A,secondary,333,2008
333-2008,290,A,secondary,333,2008
333-2008,235,A,secondary,333,2008
333-2008,360,A,secondary,333,2008
333-2008,317,A,secondary,333,2008
333-2008,349,A,secondary,333,2008
333-2008,230,A,secondary,333,2008
333-2008,380,A,secondary,333,2008
333-2008,640,A,secondary,333,2008
333-2008,200,A,secondary,333,2008
333-2008,2,A,secondary,333,2008
333-2009,700,A,primary,333,2009
333-2009,339,A,secondary,333,2009
333-2009,900,A,secondary,333,2009
333-2009,373,A,secondary,333,2009
333-2009,211,A,secondary,333,2009
333-2009,346,A,secondary,333,2009
333-2009,355,A,secondary,333,2009
333-2009,20,A,secondary,333,2009
333-2009,344,A,secondary,333,2009
333-2009,316,A,secondary,333,2009
333-2009,390,A,secondary,333,2009
333-2009,366,A,secondary,333,2009
333-2009,375,A,secondary,333,2009
333-2009,220,A,secondary,333,2009
333-2009,372,A,secondary,333,2009
333-2009,260,A,secondary,333,2009
333-2009,350,A,secondary,333,2009
333-2009,310,A,secondary,333,2009
333-2009,395,A,secondary,333,2009
333-2009,325,A,secondary,333,2009
333-2009,367,A,secondary,333,2009
333-2009,368,A,secondary,333,2009
333-2009,212,A,secondary,333,2009
333-2009,343,A,secondary,333,2009
333-2009,210,A,secondary,333,2009
333-2009,920,A,secondary,333,2009
333-2009,385,A,secondary,333,2009
333-2009,770,A,secondary,333,2009
333-2009,290,A,secondary,333,2009
333-2009,235,A,secondary,333,2009
333-2009,360,A,secondary,333,2009
333-2009,830,A,secondary,333,2009
333-2009,317,A,secondary,333,2009
333-2009,349,A,secondary,333,2009
333-2009,230,A,secondary,333,2009
333-2009,380,A,secondary,333,2009
333-2009,640,A,secondary,333,2009
333-2009,369,A,secondary,333,2009
333-2009,696,A,secondary,333,2009
333-2009,200,A,secondary,333,2009
333-2009,2,A,secondary,333,2009
333-2010,700,A,primary,333,2010
333-2010,339,A,secondary,333,2010
333-2010,371,A,secondary,333,2010
333-2010,900,A,secondary,333,2010
333-2010,305,A,secondary,333,2010
333-2010,373,A,secondary,333,2010
333-2010,211,A,secondary,333,2010
333-2010,346,A,secondary,333,2010
333-2010,355,A,secondary,333,2010
333-2010,20,A,secondary,333,2010
333-2010,344,A,secondary,333,2010
333-2010,316,A,secondary,333,2010
333-2010,390,A,secondary,333,2010
333-2010,366,A,secondary,333,2010
333-2010,375,A,secondary,333,2010
333-2010,220,A,secondary,333,2010
333-2010,372,A,secondary,333,2010
333-2010,260,A,secondary,333,2010
333-2010,350,A,secondary,333,2010
333-2010,310,A,secondary,333,2010
333-2010,395,A,secondary,333,2010
333-2010,205,A,secondary,333,2010
333-2010,325,A,secondary,333,2010
333-2010,663,A,secondary,333,2010
333-2010,367,A,secondary,333,2010
333-2010,368,A,secondary,333,2010
333-2010,212,A,secondary,333,2010
333-2010,343,A,secondary,333,2010
333-2010,820,A,secondary,333,2010
333-2010,712,A,secondary,333,2010
333-2010,341,A,secondary,333,2010
333-2010,210,A,secondary,333,2010
333-2010,920,A,secondary,333,2010
333-2010,385,A,secondary,333,2010
333-2010,770,A,secondary,333,2010
333-2010,290,A,secondary,333,2010
333-2010,235,A,secondary,333,2010
333-2010,360,A,secondary,333,2010
333-2010,830,A,secondary,333,2010
333-2010,317,A,secondary,333,2010
333-2010,349,A,secondary,333,2010
333-2010,732,A,secondary,333,2010
333-2010,230,A,secondary,333,2010
333-2010,380,A,secondary,333,2010
333-2010,640,A,secondary,333,2010
333-2010,369,A,secondary,333,2010
333-2010,696,A,secondary,333,2010
333-2010,200,A,secondary,333,2010
333-2010,2,A,secondary,333,2010
333-2011,700,A,primary,333,2011
333-2011,339,A,secondary,333,2011
333-2011,371,A,secondary,333,2011
333-2011,900,A,secondary,333,2011
333-2011,305,A,secondary,333,2011
333-2011,373,A,secondary,333,2011
333-2011,211,A,secondary,333,2011
333-2011,346,A,secondary,333,2011
333-2011,355,A,secondary,333,2011
333-2011,20,A,secondary,333,2011
333-2011,344,A,secondary,333,2011
333-2011,316,A,secondary,333,2011
333-2011,390,A,secondary,333,2011
333-2011,92,A,secondary,333,2011
333-2011,366,A,secondary,333,2011
333-2011,375,A,secondary,333,2011
333-2011,220,A,secondary,333,2011
333-2011,372,A,secondary,333,2011
333-2011,260,A,secondary,333,2011
333-2011,350,A,secondary,333,2011
333-2011,310,A,secondary,333,2011
333-2011,395,A,secondary,333,2011
333-2011,205,A,secondary,333,2011
333-2011,325,A,secondary,333,2011
333-2011,367,A,secondary,333,2011
333-2011,368,A,secondary,333,2011
333-2011,212,A,secondary,333,2011
333-2011,343,A,secondary,333,2011
333-2011,820,A,secondary,333,2011
333-2011,712,A,secondary,333,2011
333-2011,341,A,secondary,333,2011
333-2011,210,A,secondary,333,2011
333-2011,920,A,secondary,333,2011
333-2011,385,A,secondary,333,2011
333-2011,770,A,secondary,333,2011
333-2011,290,A,secondary,333,2011
333-2011,235,A,secondary,333,2011
333-2011,360,A,secondary,333,2011
333-2011,830,A,secondary,333,2011
333-2011,317,A,secondary,333,2011
333-2011,349,A,secondary,333,2011
333-2011,732,A,secondary,333,2011
333-2011,230,A,secondary,333,2011
333-2011,380,A,secondary,333,2011
333-2011,972,A,secondary,333,2011
333-2011,640,A,secondary,333,2011
333-2011,369,A,secondary,333,2011
333-2011,696,A,secondary,333,2011
333-2011,200,A,secondary,333,2011
333-2011,2,A,secondary,333,2011
333-2012,700,A,primary,333,2012
333-2012,339,A,secondary,333,2012
333-2012,371,A,secondary,333,2012
333-2012,900,A,secondary,333,2012
333-2012,305,A,secondary,333,2012
333-2012,373,A,secondary,333,2012
333-2012,692,A,secondary,333,2012
333-2012,211,A,secondary,333,2012
333-2012,346,A,secondary,333,2012
333-2012,355,A,secondary,333,2012
333-2012,20,A,secondary,333,2012
333-2012,344,A,secondary,333,2012
333-2012,316,A,secondary,333,2012
333-2012,390,A,secondary,333,2012
333-2012,92,A,secondary,333,2012
333-2012,366,A,secondary,333,2012
333-2012,375,A,secondary,333,2012
333-2012,220,A,secondary,333,2012
333-2012,372,A,secondary,333,2012
333-2012,260,A,secondary,333,2012
333-2012,350,A,secondary,333,2012
333-2012,310,A,secondary,333,2012
333-2012,395,A,secondary,333,2012
333-2012,205,A,secondary,333,2012
333-2012,325,A,secondary,333,2012
333-2012,367,A,secondary,333,2012
333-2012,368,A,secondary,333,2012
333-2012,212,A,secondary,333,2012
333-2012,343,A,secondary,333,2012
333-2012,820,A,secondary,333,2012
333-2012,712,A,secondary,333,2012
333-2012,341,A,secondary,333,2012
333-2012,210,A,secondary,333,2012
333-2012,920,A,secondary,333,2012
333-2012,385,A,secondary,333,2012
333-2012,770,A,secondary,333,2012
333-2012,290,A,secondary,333,2012
333-2012,235,A,secondary,333,2012
333-2012,360,A,secondary,333,2012
333-2012,830,A,secondary,333,2012
333-2012,317,A,secondary,333,2012
333-2012,349,A,secondary,333,2012
333-2012,732,A,secondary,333,2012
333-2012,230,A,secondary,333,2012
333-2012,380,A,secondary,333,2012
333-2012,972,A,secondary,333,2012
333-2012,640,A,secondary,333,2012
333-2012,369,A,secondary,333,2012
333-2012,696,A,secondary,333,2012
333-2012,200,A,secondary,333,2012
333-2012,2,A,secondary,333,2012
333-2013,700,A,primary,333,2013
333-2013,339,A,secondary,333,2013
333-2013,371,A,secondary,333,2013
333-2013,900,A,secondary,333,2013
333-2013,305,A,secondary,333,2013
333-2013,373,A,secondary,333,2013
333-2013,211,A,secondary,333,2013
333-2013,346,A,secondary,333,2013
333-2013,355,A,secondary,333,2013
333-2013,20,A,secondary,333,2013
333-2013,344,A,secondary,333,2013
333-2013,316,A,secondary,333,2013
333-2013,390,A,secondary,333,2013
333-2013,92,A,secondary,333,2013
333-2013,366,A,secondary,333,2013
333-2013,375,A,secondary,333,2013
333-2013,220,A,secondary,333,2013
333-2013,372,A,secondary,333,2013
333-2013,260,A,secondary,333,2013
333-2013,350,A,secondary,333,2013
333-2013,310,A,secondary,333,2013
333-2013,395,A,secondary,333,2013
333-2013,205,A,secondary,333,2013
333-2013,325,A,secondary,333,2013
333-2013,367,A,secondary,333,2013
333-2013,368,A,secondary,333,2013
333-2013,212,A,secondary,333,2013
333-2013,343,A,secondary,333,2013
333-2013,820,A,secondary,333,2013
333-2013,712,A,secondary,333,2013
333-2013,341,A,secondary,333,2013
333-2013,210,A,secondary,333,2013
333-2013,920,A,secondary,333,2013
333-2013,385,A,secondary,333,2013
333-2013,770,A,secondary,333,2013
333-2013,290,A,secondary,333,2013
333-2013,235,A,secondary,333,2013
333-2013,360,A,secondary,333,2013
333-2013,830,A,secondary,333,2013
333-2013,317,A,secondary,333,2013
333-2013,349,A,secondary,333,2013
333-2013,732,A,secondary,333,2013
333-2013,230,A,secondary,333,2013
333-2013,380,A,secondary,333,2013
333-2013,972,A,secondary,333,2013
333-2013,640,A,secondary,333,2013
333-2013,369,A,secondary,333,2013
333-2013,696,A,secondary,333,2013
333-2013,200,A,secondary,333,2013
333-2013,2,A,secondary,333,2013
333-2014,700,A,primary,333,2014
333-2014,339,A,secondary,333,2014
333-2014,371,A,secondary,333,2014
333-2014,900,A,secondary,333,2014
333-2014,305,A,secondary,333,2014
333-2014,373,A,secondary,333,2014
333-2014,211,A,secondary,333,2014
333-2014,346,A,secondary,333,2014
333-2014,355,A,secondary,333,2014
333-2014,20,A,secondary,333,2014
333-2014,344,A,secondary,333,2014
333-2014,316,A,secondary,333,2014
333-2014,390,A,secondary,333,2014
333-2014,92,A,secondary,333,2014
333-2014,366,A,secondary,333,2014
333-2014,375,A,secondary,333,2014
333-2014,220,A,secondary,333,2014
333-2014,372,A,secondary,333,2014
333-2014,260,A,secondary,333,2014
333-2014,350,A,secondary,333,2014
333-2014,310,A,secondary,333,2014
333-2014,395,A,secondary,333,2014
333-2014,205,A,secondary,333,2014
333-2014,325,A,secondary,333,2014
333-2014,663,A,secondary,333,2014
333-2014,367,A,secondary,333,2014
333-2014,368,A,secondary,333,2014
333-2014,212,A,secondary,333,2014
333-2014,343,A,secondary,333,2014
333-2014,820,A,secondary,333,2014
333-2014,712,A,secondary,333,2014
333-2014,341,A,secondary,333,2014
333-2014,210,A,secondary,333,2014
333-2014,920,A,secondary,333,2014
333-2014,385,A,secondary,333,2014
333-2014,770,A,secondary,333,2014
333-2014,290,A,secondary,333,2014
333-2014,235,A,secondary,333,2014
333-2014,360,A,secondary,333,2014
333-2014,317,A,secondary,333,2014
333-2014,349,A,secondary,333,2014
333-2014,732,A,secondary,333,2014
333-2014,230,A,secondary,333,2014
333-2014,380,A,secondary,333,2014
333-2014,972,A,secondary,333,2014
333-2014,640,A,secondary,333,2014
333-2014,369,A,secondary,333,2014
333-2014,696,A,secondary,333,2014
333-2014,200,A,secondary,333,2014
333-2014,2,A,secondary,333,2014
333-2015,700,A,primary,333,2015
333-2015,770,A,secondary,333,2015
333-2015,2,A,secondary,333,2015
333-2016,700,A,primary,333,2016
333-2016,770,A,secondary,333,2016
333-2016,2,A,secondary,333,2016
333-2017,700,A,primary,333,2017
333-2017,770,A,secondary,333,2017
333-2017,2,A,secondary,333,2017
333-2018,700,A,primary,333,2018
333-2018,770,A,secondary,333,2018
333-2018,2,A,secondary,333,2018
334-1974,710,A,primary,334,1974
334-1974,816,B,primary,334,1974
334-1978,710,A,primary,334,1978
334-1978,816,B,primary,334,1978
334-1979,710,A,primary,334,1979
334-1979,816,B,primary,334,1979
334-1980,710,A,primary,334,1980
334-1980,816,B,primary,334,1980
334-1981,710,A,primary,334,1981
334-1981,816,B,primary,334,1981
334-1983,710,A,primary,334,1983
334-1983,816,B,primary,334,1983
334-1984,710,A,primary,334,1984
334-1984,816,B,primary,334,1984
334-1986,710,A,primary,334,1986
334-1986,816,B,primary,334,1986
334-1987,710,A,primary,334,1987
334-1987,816,B,primary,334,1987
334-1988,710,A,primary,334,1988
334-1988,816,B,primary,334,1988
335-1979,750,A,primary,335,1979
335-1980,750,A,primary,335,1980
335-1981,750,A,primary,335,1981
335-1982,750,A,primary,335,1982
335-1983,750,A,primary,335,1983
335-1984,750,A,primary,335,1984
335-1985,750,A,primary,335,1985
335-1986,750,A,primary,335,1986
335-1987,750,A,primary,335,1987
335-1988,750,A,primary,335,1988
335-1992,750,A,primary,335,1992
335-1997,750,A,primary,335,1997
335-1999,750,A,primary,335,1999
335-2000,750,A,primary,335,2000
335-2001,750,A,primary,335,2001
335-2002,750,A,primary,335,2002
335-2003,750,A,primary,335,2003
335-2004,750,A,primary,335,2004
336-1977,93,A,primary,336,1977
336-1978,93,A,primary,336,1978
336-1979,93,A,primary,336,1979
336-1982,93,A,primary,336,1982
336-1983,93,A,primary,336,1983
336-1984,93,A,primary,336,1984
336-1985,93,A,primary,336,1985
336-1986,93,A,primary,336,1986
336-1987,93,A,primary,336,1987
336-1988,93,A,primary,336,1988
336-1989,93,A,primary,336,1989
336-1990,93,A,primary,336,1990
337-1982,520,A,primary,337,1982
337-1983,520,A,primary,337,1983
337-1984,520,A,primary,337,1984
337-1986,520,A,primary,337,1986
337-1987,520,A,primary,337,1987
337-1988,520,A,primary,337,1988
337-1989,520,A,primary,337,1989
337-1990,520,A,primary,337,1990
337-1991,520,A,primary,337,1991
337-1992,520,A,primary,337,1992
337-1993,520,A,primary,337,1993
337-1994,520,A,primary,337,1994
337-1995,520,A,primary,337,1995
337-1996,520,A,primary,337,1996
337-2001,520,A,primary,337,2001
337-2002,520,A,primary,337,2002
337-2006,520,A,primary,337,2006
337-2006,530,A,secondary,337,2006
337-2007,520,A,primary,337,2007
337-2007,530,A,secondary,337,2007
337-2008,520,A,primary,337,2008
337-2008,530,A,secondary,337,2008
337-2009,520,A,primary,337,2009
337-2009,530,A,secondary,337,2009
337-2010,520,A,primary,337,2010
337-2010,530,A,secondary,337,2010
337-2011,520,A,primary,337,2011
337-2011,530,A,secondary,337,2011
337-2011,501,A,secondary,337,2011
337-2012,520,A,primary,337,2012
337-2012,516,A,secondary,337,2012
337-2012,522,A,secondary,337,2012
337-2012,530,A,secondary,337,2012
337-2012,452,A,secondary,337,2012
337-2012,501,A,secondary,337,2012
337-2012,475,A,secondary,337,2012
337-2012,451,A,secondary,337,2012
337-2012,500,A,secondary,337,2012
337-2013,520,A,primary,337,2013
337-2013,516,A,secondary,337,2013
337-2013,522,A,secondary,337,2013
337-2013,530,A,secondary,337,2013
337-2013,452,A,secondary,337,2013
337-2013,501,A,secondary,337,2013
337-2013,475,A,secondary,337,2013
337-2013,451,A,secondary,337,2013
337-2013,500,A,secondary,337,2013
337-2014,520,A,primary,337,2014
337-2014,516,A,secondary,337,2014
337-2014,522,A,secondary,337,2014
337-2014,530,A,secondary,337,2014
337-2014,452,A,secondary,337,2014
337-2014,501,A,secondary,337,2014
337-2014,475,A,secondary,337,2014
337-2014,451,A,secondary,337,2014
337-2014,500,A,secondary,337,2014
337-2015,520,A,primary,337,2015
337-2015,516,A,secondary,337,2015
337-2015,522,A,secondary,337,2015
337-2015,530,A,secondary,337,2015
337-2015,452,A,secondary,337,2015
337-2015,501,A,secondary,337,2015
337-2015,475,A,secondary,337,2015
337-2015,451,A,secondary,337,2015
337-2015,500,A,secondary,337,2015
337-2015,2,A,secondary,337,2015
337-2016,520,A,primary,337,2016
337-2016,516,A,secondary,337,2016
337-2016,522,A,secondary,337,2016
337-2016,530,A,secondary,337,2016
337-2016,452,A,secondary,337,2016
337-2016,501,A,secondary,337,2016
337-2016,475,A,secondary,337,2016
337-2016,451,A,secondary,337,2016
337-2016,500,A,secondary,337,2016
337-2016,2,A,secondary,337,2016
337-2017,520,A,primary,337,2017
337-2017,516,A,secondary,337,2017
337-2017,522,A,secondary,337,2017
337-2017,530,A,secondary,337,2017
337-2017,452,A,secondary,337,2017
337-2017,501,A,secondary,337,2017
337-2017,475,A,secondary,337,2017
337-2017,451,A,secondary,337,2017
337-2017,500,A,secondary,337,2017
337-2017,2,A,secondary,337,2017
337-2018,520,A,primary,337,2018
337-2018,516,A,secondary,337,2018
337-2018,522,A,secondary,337,2018
337-2018,530,A,secondary,337,2018
337-2018,452,A,secondary,337,2018
337-2018,501,A,secondary,337,2018
337-2018,475,A,secondary,337,2018
337-2018,451,A,secondary,337,2018
337-2018,500,A,secondary,337,2018
337-2018,2,A,secondary,337,2018
338-1979,630,A,primary,338,1979
338-1980,630,A,primary,338,1980
338-1981,630,A,primary,338,1981
338-1982,630,A,primary,338,1982
338-1986,630,A,primary,338,1986
338-1987,630,A,primary,338,1987
338-1988,630,A,primary,338,1988
338-1991,630,A,primary,338,1991
338-1993,630,A,primary,338,1993
338-1997,630,A,primary,338,1997
338-1999,630,A,primary,338,1999
338-2000,630,A,primary,338,2000
338-2001,630,A,primary,338,2001
338-2005,630,A,primary,338,2005
338-2006,630,A,primary,338,2006
338-2007,630,A,primary,338,2007
338-2008,630,A,primary,338,2008
338-2009,630,A,primary,338,2009
338-2010,630,A,primary,338,2010
338-2011,630,A,primary,338,2011
338-2018,630,A,primary,338,2018
339-1979,630,A,primary,339,1979
339-1980,630,A,primary,339,1980
340-1979,670,A,primary,340,1979
341-1980,450,A,primary,341,1980
341-1989,450,A,primary,341,1989
341-1990,450,A,primary,341,1990
341-2000,450,A,primary,341,2000
341-2001,450,A,primary,341,2001
341-2002,450,A,primary,341,2002
341-2003,450,A,primary,341,2003
342-1978,230,A,primary,342,1978
342-1979,230,A,primary,342,1979
342-1980,230,A,primary,342,1980
342-1981,230,A,primary,342,1981
342-1982,230,A,primary,342,1982
342-1985,230,A,primary,342,1985
342-1986,230,A,primary,342,1986
342-1987,230,A,primary,342,1987
342-1991,230,A,primary,342,1991
343-1980,616,A,primary,343,1980
344-1981,420,A,primary,344,1981
344-1981,433,A,secondary,344,1981
345-1981,560,A,primary,345,1981
345-1982,560,A,primary,345,1982
345-1983,560,A,primary,345,1983
345-1985,560,A,primary,345,1985
345-1986,560,A,primary,345,1986
345-1987,560,A,primary,345,1987
345-1988,560,A,primary,345,1988
346-1982,160,A,primary,346,1982
346-1982,200,B,primary,346,1982
347-1982,750,A,primary,347,1982
347-1983,750,A,primary,347,1983
347-1984,750,A,primary,347,1984
347-1985,750,A,primary,347,1985
347-1986,750,A,primary,347,1986
347-1987,750,A,primary,347,1987
347-1988,750,A,primary,347,1988
347-1993,750,A,primary,347,1993
347-1994,750,A,primary,347,1994
347-1995,750,A,primary,347,1995
347-1996,750,A,primary,347,1996
347-1998,750,A,primary,347,1998
347-1999,750,A,primary,347,1999
347-2000,750,A,primary,347,2000
347-2003,750,A,primary,347,2003
347-2004,750,A,primary,347,2004
347-2005,750,A,primary,347,2005
347-2006,750,A,primary,347,2006
347-2007,750,A,primary,347,2007
347-2008,750,A,primary,347,2008
347-2009,750,A,primary,347,2009
348-1982,501,A,primary,348,1982
349-1983,483,A,primary,349,1983
349-1983,475,B,primary,349,1983
350-1983,55,A,primary,350,1983
350-1983,2,B,primary,350,1983
351-1983,750,A,primary,351,1983
351-1984,750,A,primary,351,1984
351-1985,750,A,primary,351,1985
351-1986,750,A,primary,351,1986
351-1987,750,A,primary,351,1987
351-1988,750,A,primary,351,1988
351-1989,750,A,primary,351,1989
351-1990,750,A,primary,351,1990
351-1991,750,A,primary,351,1991
351-1992,750,A,primary,351,1992
351-1993,750,A,primary,351,1993
352-1984,780,A,primary,352,1984
352-1985,780,A,primary,352,1985
352-1986,780,A,primary,352,1986
352-1987,780,A,primary,352,1987
352-1988,780,A,primary,352,1988
352-1989,780,A,primary,352,1989
352-1990,780,A,primary,352,1990
352-1991,780,A,primary,352,1991
352-1992,780,A,primary,352,1992
352-1993,780,A,primary,352,1993
352-1994,780,A,primary,352,1994
352-1995,780,A,primary,352,1995
352-1996,780,A,primary,352,1996
352-1997,780,A,primary,352,1997
352-1998,780,A,primary,352,1998
352-1999,780,A,primary,352,1999
352-2000,780,A,primary,352,2000
352-2001,780,A,primary,352,2001
352-2003,780,A,primary,352,2003
352-2005,780,A,primary,352,2005
352-2006,780,A,primary,352,2006
352-2007,780,A,primary,352,2007
352-2008,780,A,primary,352,2008
352-2009,780,A,primary,352,2009
353-1960,471,A,primary,353,1960
353-1960,220,A,secondary,353,1960
353-1961,471,A,primary,353,1961
353-1984,471,A,primary,353,1984
353-2015,471,A,primary,353,2015
353-2015,483,A,secondary,353,2015
353-2016,471,A,primary,353,2016
353-2017,471,A,primary,353,2017
354-1984,640,A,primary,354,1984
354-1985,640,A,primary,354,1985
354-1986,640,A,primary,354,1986
354-1987,640,A,primary,354,1987
354-1988,640,A,primary,354,1988
354-1989,640,A,primary,354,1989
354-1990,640,A,primary,354,1990
354-1991,640,A,primary,354,1991
354-1992,640,A,primary,354,1992
354-1993,640,A,primary,354,1993
354-1994,640,A,primary,354,1994
354-1995,640,A,primary,354,1995
354-1996,640,A,primary,354,1996
354-1997,640,A,primary,354,1997
354-1998,640,A,primary,354,1998
354-1999,640,A,primary,354,1999
354-2000,640,A,primary,354,2000
354-2001,640,A,primary,354,2001
354-2002,640,A,primary,354,2002
354-2003,640,A,primary,354,2003
354-2004,640,A,primary,354,2004
354-2005,640,A,primary,354,2005
354-2006,640,A,primary,354,2006
354-2007,640,A,primary,354,2007
354-2008,640,A,primary,354,2008
354-2009,640,A,primary,354,2009
354-2010,640,A,primary,354,2010
354-2011,640,A,primary,354,2011
354-2012,640,A,primary,354,2012
354-2013,640,A,primary,354,2013
354-2015,640,A,primary,354,2015
354-2016,640,A,primary,354,2016
354-2017,640,A,primary,354,2017
354-2018,640,A,primary,354,2018
355-1985,439,A,primary,355,1985
355-1985,432,B,primary,355,1985
356-1986,812,A,primary,356,1986
356-1986,800,B,primary,356,1986
356-1987,812,A,primary,356,1987
356-1987,800,B,primary,356,1987
356-1988,812,A,primary,356,1988
356-1988,800,B,primary,356,1988
357-1987,115,A,primary,357,1987
358-1986,461,A,primary,358,1986
359-1986,680,A,primary,359,1986
360-1987,439,A,primary,360,1987
360-2018,439,A,primary,360,2018
360-2018,432,A,secondary,360,2018
361-1987,483,A,primary,361,1987
361-1987,620,B,primary,361,1987
362-1989,581,A,primary,362,1989
363-1975,530,A,primary,363,1975
363-1976,530,A,primary,363,1976
363-1996,530,A,primary,363,1996
364-1990,750,A,primary,364,1990
364-1991,750,A,primary,364,1991
364-1992,750,A,primary,364,1992
364-1993,750,A,primary,364,1993
364-1994,750,A,primary,364,1994
364-1995,750,A,primary,364,1995
364-1996,750,A,primary,364,1996
364-1997,750,A,primary,364,1997
364-1998,750,A,primary,364,1998
364-1999,750,A,primary,364,1999
364-2000,750,A,primary,364,2000
364-2001,750,A,primary,364,2001
364-2002,750,A,primary,364,2002
364-2003,750,A,primary,364,2003
364-2004,750,A,primary,364,2004
364-2005,750,A,primary,364,2005
364-2006,750,A,primary,364,2006
364-2007,750,A,primary,364,2007
364-2008,750,A,primary,364,2008
364-2009,750,A,primary,364,2009
364-2010,750,A,primary,364,2010
364-2011,750,A,primary,364,2011
364-2012,750,A,primary,364,2012
364-2013,750,A,primary,364,2013
364-2014,750,A,primary,364,2014
364-2015,750,A,primary,364,2015
364-2016,750,A,primary,364,2016
364-2017,750,A,primary,364,2017
364-2018,750,A,primary,364,2018
365-1990,750,A,primary,365,1990
365-1994,750,A,primary,365,1994
365-1995,750,A,primary,365,1995
365-1996,750,A,primary,365,1996
365-1997,750,A,primary,365,1997
365-1998,750,A,primary,365,1998
365-1999,750,A,primary,365,1999
365-2000,750,A,primary,365,2000
365-2001,750,A,primary,365,2001
365-2002,750,A,primary,365,2002
365-2003,750,A,primary,365,2003
365-2004,750,A,primary,365,2004
365-2005,750,A,primary,365,2005
365-2006,750,A,primary,365,2006
365-2007,750,A,primary,365,2007
365-2008,750,A,primary,365,2008
365-2009,750,A,primary,365,2009
365-2010,750,A,primary,365,2010
366-1990,850,A,primary,366,1990
366-1991,850,A,primary,366,1991
366-1999,850,A,primary,366,1999
366-2000,850,A,primary,366,2000
366-2001,850,A,primary,366,2001
366-2002,850,A,primary,366,2002
366-2003,850,A,primary,366,2003
366-2004,850,A,primary,366,2004
366-2005,850,A,primary,366,2005
367-1989,95,A,primary,367,1989
368-1989,95,A,primary,368,1989
368-1989,2,B,primary,368,1989
369-1990,910,A,primary,369,1990
369-1992,910,A,primary,369,1992
369-1993,910,A,primary,369,1993
369-1994,910,A,primary,369,1994
369-1995,910,A,primary,369,1995
369-1996,910,A,primary,369,1996
370-1989,360,A,primary,370,1989
371-1990,645,A,primary,371,1990
371-1990,690,B,primary,371,1990
371-1991,645,A,primary,371,1991
371-1991,690,B,primary,371,1991
371-1991,160,B,secondary,371,1991
371-1991,900,B,secondary,371,1991
371-1991,692,B,secondary,371,1991
371-1991,771,B,secondary,371,1991
371-1991,211,B,secondary,371,1991
371-1991,20,B,secondary,371,1991
371-1991,315,B,secondary,371,1991
371-1991,390,B,secondary,371,1991
371-1991,651,B,secondary,371,1991
371-1991,220,B,secondary,371,1991
371-1991,350,B,secondary,371,1991
371-1991,91,B,secondary,371,1991
371-1991,325,B,secondary,371,1991
371-1991,600,B,secondary,371,1991
371-1991,210,B,secondary,371,1991
371-1991,436,B,secondary,371,1991
371-1991,385,B,secondary,371,1991
371-1991,698,B,secondary,371,1991
371-1991,770,B,secondary,371,1991
371-1991,235,B,secondary,371,1991
371-1991,694,B,secondary,371,1991
371-1991,670,B,secondary,371,1991
371-1991,433,B,secondary,371,1991
371-1991,451,B,secondary,371,1991
371-1991,230,B,secondary,371,1991
371-1991,652,B,secondary,371,1991
371-1991,640,B,secondary,371,1991
371-1991,696,B,secondary,371,1991
371-1991,200,B,secondary,371,1991
371-1991,2,B,secondary,371,1991
372-1990,432,A,primary,372,1990
372-1994,432,A,primary,372,1994
372-2007,432,A,primary,372,2007
372-2008,432,A,primary,372,2008
