disno,dyindex,statea,namea,stateb,nameb,strtday,strtmnth,strtyr,year,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,war,durindx,cumdurat,duration,disno4,mid3hiact,mid3hia,mid3hib,ongo2010,new,change,changetype_1,changetype_2
1135,1135.001,645,IRQ,630,IRN,30,11,1971,1972,3,6,1972,5,3,1,18,4,1,1,1,0,1,1,1,18,4,1,1,1,1,1,18,4,1,3,1,0,2,188,156,-9,17,17,17,0,0,0,0,
1136,1136.001,630,IRN,645,IRQ,6,4,1969,1969,13,6,1969,5,3,0,19,4,0,1,1,0,1,1,0,10,3,1,1,1,1,0,19,4,1,3,1,0,1,69,69,-9,16,8,16,0,0,0,0,
1136,1136.001,645,IRQ,630,IRN,6,4,1969,1969,13,6,1969,5,3,0,19,4,0,1,1,1,1,1,0,19,4,1,0,1,1,0,10,3,1,1,3,0,1,69,69,-9,16,16,8,0,0,0,0,
1138,1138.001,630,IRN,645,IRQ,22,9,1959,1959,21,1,1960,0,0,0,19,4,1,1,1,1,0,0,0,19,4,1,0,1,1,0,19,4,1,1,3,0,1,101,101,-9,16,16,16,0,0,0,0,
1138,1138.001,630,IRN,645,IRQ,22,9,1959,1960,21,1,1960,5,3,1,19,4,1,1,1,1,0,0,1,19,4,1,0,1,1,1,19,4,1,1,3,0,2,123,22,-9,16,16,16,0,0,0,0,
1138,1138.001,645,IRQ,630,IRN,22,9,1959,1959,21,1,1960,0,0,0,19,4,1,1,1,0,1,1,0,19,4,1,1,0,0,0,19,4,1,3,1,0,1,101,101,-9,16,16,16,0,0,0,0,
1138,1138.001,645,IRQ,630,IRN,22,9,1959,1960,21,1,1960,5,3,1,19,4,1,1,1,0,1,1,1,19,4,1,1,0,0,1,19,4,1,3,1,0,2,123,22,-9,16,16,16,0,0,0,0,
1139,1139.001,100,COL,135,PER,1,9,1932,1932,25,5,1933,0,0,0,18,4,0,1,1,0,0,0,0,18,4,1,1,1,1,0,16,4,1,3,1,0,1,122,122,-9,17,17,14,0,0,0,0,
1139,1139.001,100,COL,135,PER,1,9,1932,1933,25,5,1933,6,1,3,18,4,0,1,1,0,0,0,2,18,4,1,1,1,1,2,16,4,1,3,1,0,2,268,146,-9,17,17,14,0,0,0,0,
1139,1139.001,135,PER,100,COL,1,9,1932,1932,25,5,1933,0,0,0,18,4,0,1,1,1,1,1,0,16,4,1,0,0,0,0,18,4,1,1,3,0,1,122,122,-9,17,14,17,0,0,0,0,
1139,1139.001,135,PER,100,COL,1,9,1932,1933,25,5,1933,6,1,3,18,4,0,1,1,1,1,1,2,16,4,1,0,0,0,2,18,4,1,1,3,0,2,268,146,-9,17,14,17,0,0,0,0,
1141,1141.001,100,COL,135,PER,1,2,1934,1934,19,5,1934,2,1,0,10,3,0,1,1,0,0,0,0,10,3,1,1,1,1,0,8,3,1,3,1,0,1,108,108,-9,8,8,7,0,0,0,0,
1141,1141.001,135,PER,100,COL,1,2,1934,1934,19,5,1934,1,1,0,10,3,0,1,1,1,1,1,0,8,3,1,0,0,0,0,10,3,1,1,3,0,1,108,108,-9,8,7,8,0,0,0,0,
1142,1142.001,365,RUS,710,CHN,5,12,1917,1917,29,12,1917,2,2,-9,18,4,1,1,1,0,0,0,-9,18,4,1,1,1,2,-9,18,4,1,3,1,0,1,25,25,-9,17,17,17,0,0,0,0,
1142,1142.001,710,CHN,365,RUS,5,12,1917,1917,29,12,1917,1,2,-9,18,4,1,1,1,1,1,2,-9,18,4,1,0,0,0,-9,18,4,1,1,3,0,1,25,25,-9,17,17,17,0,0,0,0,
1145,1145.001,130,ECU,135,PER,1,12,1901,1901,29,1,1905,0,0,0,17,4,0,1,1,0,1,1,0,16,4,1,1,1,1,0,17,4,1,3,1,0,1,31,31,-9,15,14,15,0,0,0,0,
1145,1145.001,130,ECU,135,PER,1,12,1901,1902,29,1,1905,0,0,0,17,4,0,1,1,0,1,1,0,16,4,1,1,1,1,0,17,4,1,3,1,0,2,396,365,-9,15,14,15,0,0,0,0,
1145,1145.001,130,ECU,135,PER,1,12,1901,1903,29,1,1905,0,0,0,17,4,0,1,1,0,1,1,0,16,4,1,1,1,1,0,17,4,1,3,1,0,3,761,365,-9,15,14,15,0,0,0,0,
1145,1145.001,130,ECU,135,PER,1,12,1901,1904,29,1,1905,0,0,0,17,4,0,1,1,0,1,1,0,16,4,1,1,1,1,0,17,4,1,3,1,0,4,1127,366,-9,15,14,15,0,0,0,0,
1145,1145.001,130,ECU,135,PER,1,12,1901,1905,29,1,1905,5,1,2,17,4,0,1,1,0,1,1,1,16,4,1,1,1,1,1,17,4,1,3,1,0,5,1157,30,-9,15,14,15,0,0,0,0,
1145,1145.001,135,PER,130,ECU,1,12,1901,1901,29,1,1905,0,0,0,17,4,0,1,1,1,1,1,0,17,4,1,0,1,1,0,16,4,1,1,3,0,1,31,31,-9,15,15,14,0,0,0,0,
1145,1145.001,135,PER,130,ECU,1,12,1901,1902,29,1,1905,0,0,0,17,4,0,1,1,1,1,1,0,17,4,1,0,1,1,0,16,4,1,1,3,0,2,396,365,-9,15,15,14,0,0,0,0,
1145,1145.001,135,PER,130,ECU,1,12,1901,1903,29,1,1905,0,0,0,17,4,0,1,1,1,1,1,0,17,4,1,0,1,1,0,16,4,1,1,3,0,3,761,365,-9,15,15,14,0,0,0,0,
1145,1145.001,135,PER,130,ECU,1,12,1901,1904,29,1,1905,0,0,0,17,4,0,1,1,1,1,1,0,17,4,1,0,1,1,0,16,4,1,1,3,0,4,1127,366,-9,15,15,14,0,0,0,0,
1145,1145.001,135,PER,130,ECU,1,12,1901,1905,29,1,1905,5,1,2,17,4,0,1,1,1,1,1,1,17,4,1,0,1,1,1,16,4,1,1,3,0,5,1157,30,-9,15,15,14,0,0,0,0,
1147,1147.001,130,ECU,135,PER,1,2,1910,1910,31,12,1910,3,3,0,15,4,0,1,1,0,1,1,0,8,3,1,1,1,1,0,15,4,1,3,1,0,1,334,334,-9,13,7,13,0,0,0,0,
1147,1147.001,135,PER,130,ECU,1,2,1910,1910,31,12,1910,4,3,0,15,4,0,1,1,1,1,1,0,15,4,1,0,1,1,0,8,3,1,1,3,0,1,334,334,-9,13,13,7,0,0,0,0,
1148,1148.001,130,ECU,135,PER,22,4,1912,1912,31,3,1913,0,0,0,16,4,0,1,1,0,1,1,0,1,1,1,1,1,1,0,16,4,1,3,1,0,1,254,254,-9,14,0,14,0,0,0,0,
1148,1148.001,130,ECU,135,PER,22,4,1912,1913,31,3,1913,3,3,0,16,4,0,1,1,0,1,1,0,1,1,1,1,1,1,0,16,4,1,3,1,0,2,345,91,-9,14,0,14,0,0,0,0,
1148,1148.001,135,PER,130,ECU,22,4,1912,1912,31,3,1913,0,0,0,16,4,0,1,1,1,1,1,0,16,4,1,0,1,1,0,1,1,1,1,3,0,1,254,254,-9,14,14,0,0,0,0,0,
1148,1148.001,135,PER,130,ECU,22,4,1912,1913,31,3,1913,4,3,0,16,4,0,1,1,1,1,1,0,16,4,1,0,1,1,0,1,1,1,1,3,0,2,345,91,-9,14,14,0,0,0,0,0,
1151,1151.001,130,ECU,135,PER,8,10,1932,1932,12,11,1932,5,1,1,18,4,1,1,1,1,1,1,1,18,4,1,0,1,1,1,18,4,1,1,3,0,1,36,36,-9,17,17,17,0,0,0,0,
1151,1151.001,135,PER,130,ECU,8,10,1932,1932,12,11,1932,5,1,1,18,4,1,1,1,0,1,1,1,18,4,1,1,1,1,1,18,4,1,3,1,0,1,36,36,-9,17,17,17,0,0,0,0,
1152,1152.001,130,ECU,135,PER,1,12,1934,1934,31,10,1936,0,0,0,19,4,0,1,1,0,1,1,0,19,4,1,1,1,1,0,16,4,1,3,1,0,1,31,31,-9,16,16,14,0,0,0,0,
1152,1152.001,130,ECU,135,PER,1,12,1934,1935,31,10,1936,0,0,0,19,4,0,1,1,0,1,1,0,19,4,1,1,1,1,0,16,4,1,3,1,0,2,396,365,-9,16,16,14,0,0,0,0,
1152,1152.001,130,ECU,135,PER,1,12,1934,1936,31,10,1936,2,2,0,19,4,0,1,1,0,1,1,0,19,4,1,1,1,1,0,16,4,1,3,1,0,3,702,306,-9,16,16,14,0,0,0,0,
1152,1152.001,135,PER,130,ECU,1,12,1934,1934,31,10,1936,0,0,0,19,4,0,1,1,1,1,1,0,16,4,1,0,1,1,0,19,4,1,1,3,0,1,31,31,-9,16,14,16,0,0,0,0,
1152,1152.001,135,PER,130,ECU,1,12,1934,1935,31,10,1936,0,0,0,19,4,0,1,1,1,1,1,0,16,4,1,0,1,1,0,19,4,1,1,3,0,2,396,365,-9,16,14,16,0,0,0,0,
1152,1152.001,135,PER,130,ECU,1,12,1934,1936,31,10,1936,1,2,0,19,4,0,1,1,1,1,1,0,16,4,1,0,1,1,0,19,4,1,1,3,0,3,702,306,-9,16,14,16,0,0,0,0,
1153,1153.001,130,ECU,135,PER,1,5,1938,1938,27,6,1938,5,3,1,18,4,1,1,1,0,1,1,1,18,4,1,1,0,0,1,18,4,1,3,1,0,1,58,58,-9,17,17,17,0,0,0,0,
1153,1153.001,135,PER,130,ECU,1,5,1938,1938,27,6,1938,5,3,1,18,4,1,1,1,1,0,0,1,18,4,1,0,1,1,1,18,4,1,1,3,0,1,58,58,-9,17,17,17,0,0,0,0,
1154,1154.001,130,ECU,135,PER,1,6,1939,1939,11,2,1942,0,0,0,18,4,0,1,1,0,1,1,0,18,4,1,1,0,0,0,17,4,1,3,1,0,1,214,214,-9,17,17,15,0,0,0,0,
1154,1154.001,130,ECU,135,PER,1,6,1939,1940,11,2,1942,0,0,0,18,4,0,1,1,0,1,1,0,18,4,1,1,0,0,0,17,4,1,3,1,0,2,580,366,-9,17,17,15,0,0,0,0,
1154,1154.001,130,ECU,135,PER,1,6,1939,1941,11,2,1942,0,0,0,18,4,0,1,1,0,1,1,0,18,4,1,1,0,0,0,17,4,1,3,1,0,3,945,365,-9,17,17,15,0,0,0,0,
1154,1154.001,130,ECU,135,PER,1,6,1939,1942,11,2,1942,2,2,5,18,4,0,1,1,0,1,1,4,18,4,1,1,0,0,3,17,4,1,3,1,0,4,988,43,-9,17,17,15,0,0,0,0,
1154,1154.001,135,PER,130,ECU,1,6,1939,1939,11,2,1942,0,0,0,18,4,0,1,1,1,0,0,0,17,4,1,0,1,1,0,18,4,1,1,3,0,1,214,214,-9,17,15,17,0,0,0,0,
1154,1154.001,135,PER,130,ECU,1,6,1939,1940,11,2,1942,0,0,0,18,4,0,1,1,1,0,0,0,17,4,1,0,1,1,0,18,4,1,1,3,0,2,580,366,-9,17,15,17,0,0,0,0,
1154,1154.001,135,PER,130,ECU,1,6,1939,1941,11,2,1942,0,0,0,18,4,0,1,1,1,0,0,0,17,4,1,0,1,1,0,18,4,1,1,3,0,3,945,365,-9,17,15,17,0,0,0,0,
1154,1154.001,135,PER,130,ECU,1,6,1939,1942,11,2,1942,1,2,5,18,4,0,1,1,1,0,0,3,17,4,1,0,1,1,4,18,4,1,1,3,0,4,988,43,-9,17,15,17,0,0,0,0,
1155,1155.001,130,ECU,135,PER,11,8,1951,1951,15,8,1951,5,3,1,18,4,1,1,1,0,1,1,1,18,4,1,1,0,0,1,18,4,1,3,1,0,1,5,5,-9,17,17,17,0,0,0,0,
1155,1155.001,135,PER,130,ECU,11,8,1951,1951,15,8,1951,5,3,1,18,4,1,1,1,1,0,0,1,18,4,1,0,1,1,1,18,4,1,1,3,0,1,5,5,-9,17,17,17,0,0,0,0,
1156,1156.001,130,ECU,135,PER,24,1,1954,1954,31,10,1954,5,3,0,17,4,0,1,1,0,1,1,0,17,4,1,1,0,0,0,14,3,1,3,1,0,1,281,281,-9,15,15,12,0,0,0,0,
1156,1156.001,135,PER,130,ECU,24,1,1954,1954,31,10,1954,5,3,0,17,4,0,1,1,1,0,0,0,14,3,1,0,1,1,0,17,4,1,1,3,0,1,281,281,-9,15,12,15,0,0,0,0,
1158,1158.001,2,USA,130,ECU,11,1,1971,1971,16,1,1971,7,1,0,17,4,0,1,1,0,0,0,0,1,1,1,1,1,2,0,17,4,1,3,1,0,1,6,6,-9,15,0,15,0,0,0,0,
1158,1158.001,130,ECU,2,USA,11,1,1971,1971,16,1,1971,7,1,0,17,4,0,1,1,1,1,2,0,17,4,1,0,0,0,0,1,1,1,1,3,0,1,6,6,-9,15,15,0,0,0,0,0,
1160,1160.001,100,COL,135,PER,1,10,1907,1907,31,10,1907,5,3,0,19,4,0,1,1,0,0,0,0,10,3,1,1,1,1,0,19,4,1,3,1,0,1,31,31,-9,16,8,16,0,0,0,0,
1160,1160.001,135,PER,100,COL,1,10,1907,1907,31,10,1907,5,3,0,19,4,0,1,1,1,1,1,0,19,4,1,0,0,0,0,10,3,1,1,3,0,1,31,31,-9,16,16,8,0,0,0,0,
1161,1161.001,100,COL,135,PER,18,1,1911,1911,19,7,1911,6,1,1,18,4,0,1,1,1,1,1,1,16,4,1,0,1,1,1,18,4,1,1,3,0,1,183,183,-9,17,14,17,0,0,0,0,
1161,1161.001,135,PER,100,COL,18,1,1911,1911,19,7,1911,6,1,1,18,4,0,1,1,0,1,1,1,18,4,1,1,1,1,1,16,4,1,3,1,0,1,183,183,-9,17,17,14,0,0,0,0,
1163,1163.001,135,PER,140,BRA,21,10,1902,1902,12,7,1904,0,0,0,18,4,1,1,1,1,0,0,0,18,4,1,0,1,1,0,18,4,1,1,3,0,1,72,72,-9,17,17,17,0,0,0,0,
1163,1163.001,135,PER,140,BRA,21,10,1902,1903,12,7,1904,0,0,0,18,4,1,1,1,1,0,0,0,18,4,1,0,1,1,0,18,4,1,1,3,0,2,437,365,-9,17,17,17,0,0,0,0,
1163,1163.001,135,PER,140,BRA,21,10,1902,1904,12,7,1904,6,1,2,18,4,1,1,1,1,0,0,1,18,4,1,0,1,1,1,18,4,1,1,3,0,3,632,195,-9,17,17,17,0,0,0,0,
1163,1163.001,140,BRA,135,PER,21,10,1902,1902,12,7,1904,0,0,0,18,4,1,1,1,0,1,1,0,18,4,1,1,0,0,0,18,4,1,3,1,0,1,72,72,-9,17,17,17,0,0,0,0,
1163,1163.001,140,BRA,135,PER,21,10,1902,1903,12,7,1904,0,0,0,18,4,1,1,1,0,1,1,0,18,4,1,1,0,0,0,18,4,1,3,1,0,2,437,365,-9,17,17,17,0,0,0,0,
1163,1163.001,140,BRA,135,PER,21,10,1902,1904,12,7,1904,6,1,2,18,4,1,1,1,0,1,1,1,18,4,1,1,0,0,1,18,4,1,3,1,0,3,632,195,-9,17,17,17,0,0,0,0,
1166,1166.001,101,VEN,110,GUY,14,10,1966,1966,14,4,1967,0,0,0,16,4,0,1,1,1,1,1,0,16,4,1,0,0,0,0,1,1,1,1,3,0,1,79,79,-9,14,14,0,0,0,0,0,
1166,1166.001,101,VEN,110,GUY,14,10,1966,1967,14,4,1967,6,1,0,16,4,0,1,1,1,1,1,0,16,4,1,0,0,0,0,1,1,1,1,3,0,2,184,105,-9,14,14,0,0,0,0,0,
1166,1166.001,110,GUY,101,VEN,14,10,1966,1966,14,4,1967,0,0,0,16,4,0,1,1,0,0,0,0,1,1,1,1,1,1,0,16,4,1,3,1,0,1,79,79,-9,14,0,14,0,0,0,0,
1166,1166.001,110,GUY,101,VEN,14,10,1966,1967,14,4,1967,6,1,0,16,4,0,1,1,0,0,0,0,1,1,1,1,1,1,0,16,4,1,3,1,0,2,184,105,-9,14,0,14,0,0,0,0,
1168,1168.001,91,HON,93,NIC,1,2,1922,1922,20,8,1922,6,1,3,18,4,1,1,1,1,0,0,2,18,4,1,0,1,3,2,18,4,1,1,3,0,1,201,201,-9,17,17,17,0,0,0,0,
1168,1168.001,93,NIC,91,HON,1,2,1922,1922,20,8,1922,6,1,3,18,4,1,1,1,0,1,3,2,18,4,1,1,0,0,2,18,4,1,3,1,0,1,201,201,-9,17,17,17,0,0,0,0,
1169,1169.001,90,GUA,91,HON,1,10,1927,1927,14,2,1928,0,0,0,18,4,1,1,1,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,0,1,92,92,-9,17,17,17,0,0,0,0,
1169,1169.001,90,GUA,91,HON,1,10,1927,1928,14,2,1928,6,1,1,18,4,1,1,1,0,1,1,1,18,4,1,1,1,1,1,18,4,1,3,1,0,2,138,46,-9,17,17,17,0,0,0,0,
1169,1169.001,91,HON,90,GUA,1,10,1927,1927,14,2,1928,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,1,1,0,18,4,1,1,3,0,1,92,92,-9,17,17,17,0,0,0,0,
1169,1169.001,91,HON,90,GUA,1,10,1927,1928,14,2,1928,6,1,1,18,4,1,1,1,1,1,1,1,18,4,1,0,1,1,1,18,4,1,1,3,0,2,138,46,-9,17,17,17,0,0,0,0,
1170,1170.001,2,USA,91,HON,7,4,1929,1929,7,4,1929,5,3,1,19,4,1,2,1,1,0,0,0,19,4,0,0,0,0,1,19,4,1,2,3,0,1,1,1,-9,16,16,16,0,0,0,0,
1170,1170.001,91,HON,2,USA,7,4,1929,1929,7,4,1929,5,3,1,19,4,1,2,1,0,0,0,1,19,4,1,1,0,0,0,19,4,0,3,2,0,1,1,1,-9,16,16,16,0,0,0,0,
1170,1170.002,91,HON,93,NIC,1,3,1929,1929,9,7,1929,5,3,1,19,4,1,2,1,0,0,0,1,19,4,1,1,0,0,0,19,4,1,3,1,0,1,131,131,-9,16,16,16,0,0,0,0,
1170,1170.002,93,NIC,91,HON,1,3,1929,1929,9,7,1929,5,3,1,19,4,1,2,1,1,0,0,0,19,4,1,0,0,0,1,19,4,1,1,3,0,1,131,131,-9,16,16,16,0,0,0,0,
1171,1171.001,90,GUA,92,SAL,28,8,1935,1935,30,9,1935,5,3,1,18,4,1,1,1,1,0,0,1,18,4,1,0,0,0,1,18,4,1,1,3,0,1,34,34,-9,17,17,17,0,0,0,0,
1171,1171.001,92,SAL,90,GUA,28,8,1935,1935,30,9,1935,5,3,1,18,4,1,1,1,0,0,0,1,18,4,1,1,0,0,1,18,4,1,3,1,0,1,34,34,-9,17,17,17,0,0,0,0,
1172,1172.001,160,ARG,165,URU,28,1,1969,1969,28,7,1969,5,3,0,16,4,0,1,1,1,1,1,0,16,4,1,0,1,1,0,1,1,1,1,3,0,1,182,182,-9,14,14,0,0,0,0,0,
1172,1172.001,165,URU,160,ARG,28,1,1969,1969,28,7,1969,5,3,0,16,4,0,1,1,0,1,1,0,1,1,1,1,1,1,0,16,4,1,3,1,0,1,182,182,-9,14,0,14,0,0,0,0,
1173,1173.001,91,HON,93,NIC,19,4,1957,1957,23,6,1957,6,1,0,18,4,0,1,1,0,1,1,0,18,4,1,1,1,1,0,16,4,1,3,1,0,1,66,66,-9,17,17,14,0,0,0,0,
1173,1173.001,93,NIC,91,HON,19,4,1957,1957,23,6,1957,6,1,0,18,4,0,1,1,1,1,1,0,16,4,1,0,1,1,0,18,4,1,1,3,0,1,66,66,-9,17,14,17,0,0,0,0,
1174,1174.001,100,COL,101,VEN,17,9,1900,1900,16,11,1901,0,0,0,18,4,0,1,1,1,1,3,0,16,4,1,0,1,3,0,18,4,1,1,3,0,1,106,106,-9,17,14,17,0,0,0,0,
1174,1174.001,100,COL,101,VEN,17,9,1900,1901,16,11,1901,5,3,-9,18,4,0,1,1,1,1,3,-9,16,4,1,0,1,3,-9,18,4,1,1,3,0,2,427,321,-9,17,14,17,0,0,0,0,
1174,1174.001,101,VEN,100,COL,17,9,1900,1900,16,11,1901,0,0,0,18,4,0,1,1,0,1,3,0,18,4,1,1,1,3,0,16,4,1,3,1,0,1,106,106,-9,17,17,14,0,0,0,0,
1174,1174.001,101,VEN,100,COL,17,9,1900,1901,16,11,1901,5,3,-9,18,4,0,1,1,0,1,3,-9,18,4,1,1,1,3,-9,16,4,1,3,1,0,2,427,321,-9,17,17,14,0,0,0,0,
1175,1175.001,90,GUA,91,HON,19,2,1917,1917,3,9,1917,6,1,0,16,4,0,1,1,1,1,1,0,7,3,1,0,1,1,0,16,4,1,1,3,0,1,197,197,-9,14,7,14,0,0,0,0,
1175,1175.001,91,HON,90,GUA,19,2,1917,1917,3,9,1917,6,1,0,16,4,0,1,1,0,1,1,0,16,4,1,1,1,1,0,7,3,1,3,1,0,1,197,197,-9,14,14,7,0,0,0,0,
1178,1178.001,140,BRA,145,BOL,19,6,1902,1902,30,4,1903,0,0,0,15,4,0,1,1,1,1,1,0,15,4,1,0,0,0,0,10,3,1,1,3,0,1,196,196,-9,13,13,8,0,0,0,0,
1178,1178.001,140,BRA,145,BOL,19,6,1902,1903,30,4,1903,1,2,0,15,4,0,1,1,1,1,1,0,15,4,1,0,0,0,0,10,3,1,1,3,0,2,317,121,-9,13,13,8,0,0,0,0,
1178,1178.001,145,BOL,140,BRA,19,6,1902,1902,30,4,1903,0,0,0,15,4,0,1,1,0,0,0,0,10,3,1,1,1,1,0,15,4,1,3,1,0,1,196,196,-9,13,8,13,0,0,0,0,
1178,1178.001,145,BOL,140,BRA,19,6,1902,1903,30,4,1903,2,2,0,15,4,0,1,1,0,0,0,0,10,3,1,1,1,1,0,15,4,1,3,1,0,2,317,121,-9,13,8,13,0,0,0,0,
1179,1179.001,145,BOL,150,PAR,1,1,1906,1906,30,1,1906,6,1,0,13,3,0,1,1,1,1,1,0,13,3,1,0,1,1,0,1,1,1,1,3,0,1,30,30,-9,11,11,0,0,0,0,0,
1179,1179.001,150,PAR,145,BOL,1,1,1906,1906,30,1,1906,6,1,0,13,3,0,1,1,0,1,1,0,1,1,1,1,1,1,0,13,3,1,3,1,0,1,30,30,-9,11,0,11,0,0,0,0,
1180,1180.001,135,PER,145,BOL,19,11,1910,1910,30,3,1911,0,0,0,18,4,1,1,1,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,0,1,43,43,-9,17,17,17,0,0,0,0,
1180,1180.001,135,PER,145,BOL,19,11,1910,1911,30,3,1911,6,1,1,18,4,1,1,1,0,1,1,1,18,4,1,1,1,1,1,18,4,1,3,1,0,2,133,90,-9,17,17,17,0,0,0,0,
1180,1180.001,145,BOL,135,PER,19,11,1910,1910,30,3,1911,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,1,1,0,18,4,1,1,3,0,1,43,43,-9,17,17,17,0,0,0,0,
1180,1180.001,145,BOL,135,PER,19,11,1910,1911,30,3,1911,6,1,1,18,4,1,1,1,1,1,1,1,18,4,1,0,1,1,1,18,4,1,1,3,0,2,133,90,-9,17,17,17,0,0,0,0,
1181,1181.001,135,PER,155,CHL,1,5,1911,1911,20,10,1911,5,3,0,7,3,0,1,1,1,1,1,0,7,3,1,0,0,0,0,7,3,1,1,3,0,1,173,173,-9,7,7,7,0,0,0,0,
1181,1181.001,155,CHL,135,PER,1,5,1911,1911,20,10,1911,5,3,0,7,3,0,1,1,0,0,0,0,7,3,1,1,1,1,0,7,3,1,3,1,0,1,173,173,-9,7,7,7,0,0,0,0,
1182,1182.001,145,BOL,150,PAR,1,11,1918,1918,31,12,1918,5,3,0,13,3,0,1,1,1,1,1,0,13,3,1,0,1,1,0,1,1,1,1,3,0,1,61,61,-9,11,11,0,0,0,0,0,
1182,1182.001,150,PAR,145,BOL,1,11,1918,1918,31,12,1918,5,3,0,13,3,0,1,1,0,1,1,0,1,1,1,1,1,1,0,13,3,1,3,1,0,1,61,61,-9,11,0,11,0,0,0,0,
1184,1184.001,135,PER,155,CHL,25,7,1920,1920,22,8,1920,5,3,-9,18,4,1,1,2,0,0,0,-9,18,4,0,1,1,1,-9,18,4,1,4,1,0,1,29,29,-9,17,17,17,0,0,0,0,
1184,1184.001,155,CHL,135,PER,25,7,1920,1920,22,8,1920,5,3,-9,18,4,1,1,2,1,1,1,-9,18,4,1,0,0,0,-9,18,4,0,1,4,0,1,29,29,-9,17,17,17,0,0,0,0,
1184,1184.002,145,BOL,155,CHL,15,7,1920,1920,22,8,1920,5,3,-9,18,4,0,1,2,0,1,1,0,1,1,1,1,1,1,-9,18,4,1,3,1,0,1,39,39,-9,17,0,17,0,0,0,0,
1184,1184.002,155,CHL,145,BOL,15,7,1920,1920,22,8,1920,5,3,-9,18,4,0,1,2,1,1,1,-9,18,4,1,0,1,1,0,1,1,1,1,3,0,1,39,39,-9,17,17,0,0,0,0,0,
1189,1189.001,110,GUY,140,BRA,1,11,1975,1975,31,7,1976,0,0,0,14,3,0,1,1,0,0,0,0,1,1,1,1,1,2,0,14,3,1,3,1,0,1,61,61,-9,12,0,12,0,0,0,0,
1189,1189.001,110,GUY,140,BRA,1,11,1975,1976,31,7,1976,5,3,0,14,3,0,1,1,0,0,0,0,1,1,1,1,1,2,0,14,3,1,3,1,0,2,275,214,-9,12,0,12,0,0,0,0,
1189,1189.001,140,BRA,110,GUY,1,11,1975,1975,31,7,1976,0,0,0,14,3,0,1,1,1,1,2,0,14,3,1,0,0,0,0,1,1,1,1,3,0,1,61,61,-9,12,12,0,0,0,0,0,
1189,1189.001,140,BRA,110,GUY,1,11,1975,1976,31,7,1976,5,3,0,14,3,0,1,1,1,1,2,0,14,3,1,0,0,0,0,1,1,1,1,3,0,2,275,214,-9,12,12,0,0,0,0,0,
1190,1190.001,91,HON,92,SAL,13,7,1976,1976,12,8,1976,6,1,0,18,4,1,1,1,1,1,1,0,18,4,1,0,1,1,0,18,4,1,1,3,0,1,31,31,-9,17,17,17,0,0,0,0,
1190,1190.001,92,SAL,91,HON,13,7,1976,1976,12,8,1976,6,1,0,18,4,1,1,1,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,0,1,31,31,-9,17,17,17,0,0,0,0,
1191,1191.001,135,PER,155,CHL,11,9,1976,1976,11,9,1976,5,3,-9,18,4,1,1,1,0,0,0,-9,18,4,1,1,0,0,-9,18,4,1,3,1,0,1,1,1,-9,17,17,17,0,0,0,0,
1191,1191.001,155,CHL,135,PER,11,9,1976,1976,11,9,1976,5,3,-9,18,4,1,1,1,1,0,0,-9,18,4,1,0,0,0,-9,18,4,1,1,3,0,1,1,1,-9,17,17,17,0,0,0,0,
1193,1193.001,2,USA,93,NIC,1,8,1954,1954,1,8,1954,6,1,0,15,4,0,1,2,0,1,3,0,9,3,0,1,1,3,0,15,4,1,4,1,0,1,1,1,-9,13,7,13,0,0,0,0,
1193,1193.001,93,NIC,2,USA,1,8,1954,1954,1,8,1954,6,1,0,15,4,0,1,2,1,1,3,0,15,4,1,0,1,3,0,9,3,0,1,4,0,1,1,1,-9,13,13,7,0,0,0,0,
1193,1193.002,93,NIC,94,COS,1,4,1954,1954,24,2,1955,0,0,0,18,4,0,1,2,1,1,3,0,15,4,1,0,1,3,0,18,4,1,1,3,0,1,275,275,-9,17,13,17,0,0,0,0,
1193,1193.002,93,NIC,94,COS,1,4,1954,1955,24,2,1955,6,1,0,18,4,0,1,2,1,1,3,0,15,4,1,0,1,3,0,18,4,1,1,3,0,2,331,56,-9,17,13,17,0,0,0,0,
1193,1193.002,94,COS,93,NIC,1,4,1954,1954,24,2,1955,0,0,0,18,4,0,1,2,0,1,3,0,18,4,1,1,1,3,0,15,4,1,3,1,0,1,275,275,-9,17,17,13,0,0,0,0,
1193,1193.002,94,COS,93,NIC,1,4,1954,1955,24,2,1955,6,1,0,18,4,0,1,2,0,1,3,0,18,4,1,1,1,3,0,15,4,1,3,1,0,2,331,56,-9,17,17,13,0,0,0,0,
1195,1195.001,91,HON,93,NIC,2,7,1918,1918,30,8,1918,5,1,0,19,4,0,1,1,0,0,0,0,7,3,1,1,1,1,0,19,4,1,3,1,0,1,60,60,-9,16,7,16,0,0,0,0,
