new_id,old_id,name
4487,4487,Gulf Cartel - Villareal faction
4488,4488,Agege
4489,4489,Odimodi
4490,4490,Supporters of Democratic Party Albania
4491,4491,Supporters of Socialist Party Albania
4492,4492,La Mochomera
4493,4493,Supporters of Ibrahim Idris
4494,4494,Supporters of Abubakar Audu
4495,4495,Chala
4496,4496,Supporters of BJP
4497,4497,Al-Ma'unah
4498,4498,Indian (Malaysia)
4499,940,Government of Solomon Islands
4500,4500,IFM
4501,4501,Organization of the Free Residents of the Arabian Peninsula
4502,4502,Generation of Arab Fury
4503,4503,OPM-AW
4504,4504,OPM-HB
4505,4505,Andafo
4506,4506,Lindima Kanosa
4507,4507,Tubiri
4508,4508,"Tubiri, Wogia-Tunjup"
4509,4509,Sem
4510,4510,Nen
4511,4511,Forces of Kalisto Geniufaria
4512,4512,Yakare
4513,4513,Roripa
4514,4514,Supporters of TMC
4515,4515,Kateb Hezbollah
4516,4516,Black Sharks
4517,4517,PNG LNG
4518,4518,Tabu
4519,4519,Imawe Bogasi
4520,4520,Pawale
4521,4521,Marau Eagle Force
4523,4523,"Black Sharks, BRA"
4524,4524,LCSF
4525,4525,Watut
4526,4526,Biyangai
4527,4527,Supporters of the Queensland Maroons
4528,4528,Supporters of New South Wales Blues
4529,4529,BLF
4530,4530,BKI
4531,4531,Awlad Metanin (Misseriya)
4532,562580,"Awlad Metanin (Misseriya) , Awlad Serur (Misseriya)"
4533,4533,Kingdom of Meekamui
4534,4534,Sip
4535,4535,Singwa
4536,4536,Estados Unidos
4537,4537,Al-Qaeda
4538,4538,RSS
5538,5538,Mish'al at Tammu Brigade
5539,565280,"FSA, Jabhat Fateh al-Sham (Nusra), Mish'al at Tammu Brigade"
5540,565281,"IS, Jabhat Fateh al-Sham (Nusra)"
5541,5541,Jabhat al-Akrad
5542,5542,Al-Haraka al-Islamiya
5544,5544,RJ
5545,5545,MISCA
5546,5546,Al-Umma
5547,5547,Sarani
5548,5548,Ghanbarzehi
5549,5549,KMF
5550,5550,Hmar
5551,5551,"KRA, Kuki Liberation Army (KLA)"
5552,5552,Batak Protestant Church - Pro-Government Faction
5553,5553,Batak Protestant Church - Anti-Government Faction
5554,5554,Ahrar al-Sham
5555,5555,"Ahrar al-Sham, IS, Jabhat Fateh al-Sham (Nusra)"
5556,5556,Abu al Fadhil al 'Abbas brigade
5557,5557,"Abu al Fadhil al 'Abbas brigade, Hezbollah"
5558,5558,"Jabhat al-Akrad, PYD"
5559,5559,"FSA, IS"
5560,5560,Salahadin Brigade
5561,5561,Yusuf al-Azimi Brigade
5562,5562,"al-Tawhid Brigade , Salahadin Brigade, Yusuf al-Azimi Brigade"
5563,5563,Ahfad al Rasoul Brigade
5564,5564,Islamic Kurdish Front
5565,5565,"Islamic Kurdish Front, Ahfad al Rasoul Brigade, Ahrar al-Sham, IS, Jabhat Fateh al-Sham (Nusra)"
5566,5566,National Defence Army
5567,5567,"Ahrar al-Sham, al-Tawhid Brigade , IS, Jabhat Fateh al-Sham (Nusra)"
5568,5568,Azadi
5569,5569,Kurdish Union Party
5570,5570,Sharabiyin tribe
5571,5571,Supporters of Azadi
5572,5572,Judicial Council
5573,5573,al-Qa'qa Regiment
5574,5574,Abu Wa'el Brigade
5575,5575,Islamic Front
5576,5576,Nasr Battalion
5577,5577,"al-Farouq Battalions, Nasr Battalion"
5578,5578,Popular Committees
5579,5579,Damascus Capital of the Umayyad Brigade
5580,5580,Omar al-Farouq Brigade
5581,5581,Black Cobras
5582,5582,RAF
5583,5583,East Berlin's squatter movement
5584,5584,Neo-Nazis
5585,5585,Ndrangheta - Pelle Romeo clan
5586,5586,Ndrangheta - Strangio-Nirta clan
5587,5587,Cuncolta Naziunalista
5588,5588,FLNC Corsica
5589,5589,FLNKS
5590,5590,MPA Corsica
5591,5591,ANC Corsica
5593,5593,ARB
5594,5594,May First
5595,5595,11/17/17
5597,5597,Supporters of Olympiakos
5598,5598,Supporters of AEK
5599,5599,Revolutionary Nucleus
5600,5600,Carbonaro-Dominante Mafia family
5601,5601,Red Brigades
5602,5602,Camorra
5603,5603,Seineldin faction
5604,5604,MTP
5605,5605,Al-Badir Shi'i Organization
5606,5606,Seva Brothers
5607,5607,Colombian loggers
5608,5608,Russian
5609,5609,Turk
5610,5610,"Russian, Turk"
5611,5611,Supporters of Interim Government
5612,5612,Supporters of Bakiyev
5613,5613,CTA
5614,5614,CGT
5615,5615,Matthew's Lane gang
5616,5616,Tel Aviv gang
5617,5617,supporters of NDP
5618,5618,Supporters of LNU
5619,5619,Government of Jamaica
5620,5620,Los Urabeos
5621,5621,Los Rastrojos
5622,5622,Government of Saint Kitts and Nevis
5623,5623,Government of Saint Lucia
5624,5624,Che Guevara Battalion
5625,5625,ERP
5626,5626,FADLC
5630,5630,Montreal mafia
5631,5631,"ELN, FARC"
5632,5632,Las Aguilas
5633,5633,Rastrojo
5634,5634,DFLP
5641,5641,PA
5642,5642,Al-Qaida in Palestine
5643,5643,Army of Islam
5644,5644,Babakarkhel
5645,5645,Imad Mughniyya Brigades
5646,5646,Forces of Abdul Ghaffar
5647,5647,Jaysh al-Moslemin
5648,5648,Hizb-e Azadi-ye Afghanistan
5649,5649,Freedom Flotilla Martyrs
5650,5650,OCN
5652,5652,Ship to Gaza
5653,5653,Jews (Israel)
5654,5654,Arabs (Israel)
5655,5655,As-Sindi family
5656,5656,Dugmush clan
5657,5657,al-Faruq Brigades
5658,5658,Fedayeen
5659,1074,al-Mahdi Army
5660,5660,Armed Islamic Movement for Al Qaeda - Fallujah Branch
5661,5661,Abu Taha family
5662,5662,Al-Masri family
5663,5663,Hillis clan
5664,5664,Matariyah family
5665,5665,Al-Majayda clan
5666,5666,UNTAET
5667,5667,Jund Ansar Allah
5669,5669,Ahrar Al Jalil Brigades
5670,5670,The Mosul Battalions
5671,5671,gang 1
5672,5672,gang 2
5673,5673,ARENA
5674,5674,Green Brigade of the Prophet
5675,5675,Kurds (Iraq)
5676,5676,Arab tribes loyal to Saddam Hussein
5677,5677,Arabs (Iraq)
5678,5678,Turkmen (Iraq)
5679,5679,Jimaat-e-Sadr Thani
5680,5680,Abdul Majid al-Khoei
5681,5681,Supporters of Ayatollah Ali al-Sistani
5682,5682,Salvation Movement
5683,5683,Jaish Mohammed
5684,5684,Planning and Follow-up organization
5685,5685,Abu-Bakr al-Siddiq Salafist Brigades
5686,5686,Jihadist Martyrs Brigades in Iraq
5687,5687,Islamic Jihad Brigades
5688,5688,Jihadist Earthquake Brigades
5689,5689,Islamic Movement of Iraqi Mujahideen
5690,5690,Yazidis (Iraq)
5692,5692,supporters of Sharif Hassan Sheikh Aden
5693,5693,supporters of Madobe Nunow Mohamed
5694,5694,Al-Sharbah tribe
5695,5695,Al-Qadri tribe
5696,5696,Abu Bakr al-Seddiq al-Salafiya (Salafist) Brigades
5697,5697,Al-Jihad Brigades
5698,5698,Saad bin Abi Waqqas Brigade
5699,5699,Imam Hussein Brigades
5700,5700,Iraqi Resistance General Command
5701,5701,Mujahidin Army
5702,5702,Takfir wa Hijra
5703,5703,Al-Hallaf tribe
5704,5704,Al-Karamshah tribe
5705,5705,Karabilah tribe
5706,5706,Albu-Mehel tribe
5707,5707,Brigades of Imam al-Hassan al-Basri
5708,5708,Islamic Front for Iraqi Resistance-Salah-al-Din al-Ayyubi Brigades
5709,5709,Baqiyyatallah Movement
5710,5710,Mansuru Ahl-al-Sunnah
5711,5711,Al-Rashidin Army
5712,5712,al-Hasani forces
5713,5713,Forces of Saddam Shihab
5714,5714,Iraqi Revenge Brigades
5715,5715,Dhi Qar Organization
5716,5716,Swords of Righteousness
5717,5717,M-20
5718,5718,'Yandaba' cult group of Dutse Hausa
5719,5719,Dutse-Gwari cult
5720,5720,Jund al-Sama
5721,5721,League of the Righteous
5722,5722,Imam Moussa al-Kadhim Brigades
5723,5723,"Imam Hussein Brigades, Imam Moussa al-Kadhim Brigades"
5724,5724,Leagues of the people of Right
5725,5725,Forces of Qais al-Khazali
5726,5726,Bani-Malik tribe
5727,5727,Furayjat tribe
5728,5728,Porto Village (Ambon)
5729,5729,Haria Village (Ambon)
5730,5730,Hamas al-Iraq
5731,5731,Revenge of God
5732,5732,Forces of Haydar Mehdi Khadum Al-Fawadi
5733,5733,Turkoman Front
5734,5734,Ahrar al-Iraq
5735,5735,The Dirty Squad
5736,5736,Sahwa
5737,5737,MKO
5738,5738,PKK faction
5739,5739,Shia (Iraq)
5740,5740,Christians (Iraq)
5741,5741,Ngas
5742,5742,Pai
5743,5743,Kurdish Freedom Party
5744,5744,SPKI
5745,5745,KMA
5747,5747,Movement of the Sons of the Armed Dulaym Tribes'
5748,5748,INC
5749,5749,INSM
5750,5750,Islamic Amal organization of Iraq
5751,5751,INA
5752,5752,ICP
5753,5753,IAOSO
5754,5754,Islamic Unity Party of Iraq
5755,5755,Iraqis
5756,5756,Egyptians
5757,5757,KSP
5758,5758,Surchi tribe
5759,5759,CPIK
5760,5760,Islamic Movement forces
5761,5761,PCDK
5762,5762,Hasanuddin
5763,5763,JI - Noordin
5764,5764,Amumgne
5765,5765,Dani
5766,5766,Supporters of PPP
5767,5767,Supporters of PKB
5768,5768,Damal
5769,5769,Kobagu
5770,5770,Sani
5771,5771,Horale
5772,5772,Saleman
5773,5773,Tribals/Villagers
5774,5774,Al Odaiban tribe
5775,5775,Al Hajer tribe
5776,5776,"Harakat-i Islami-yi Afghanistan, Hizb-i Wahdat"
5777,5777,Belhareth tribe
5778,5778,Al-Butahif tribe
5779,5779,The Oppressed
5780,5780,Forces of Agung Abdul Hamid
5781,5781,Al-Qanis tribe
5782,5782,Al-Zaidi tribe
5783,5783,BZF
5784,5784,One Million Boys
5785,5785,Jaish Al-Nasr
5786,5786,Al-Tawhid and Jihad group
5787,5787,Supporters of APC
5788,5788,ANLA
5789,5789,Muslim Brotherhood (Egypt)
5790,5790,Ansar al-Shariah Brigades
5791,5791,Ajnad Misr
5792,5792,Bani Hilal
5793,5793,Nubian Dabudiya
5794,5794,UNELA
5795,5795,ASAK
5796,5796,Israeli settlers
5797,5797,CURC
5798,5798,AMEF
5799,5799,Martyrs of Qatrun Brigade
5800,5800,Islamic State Army
5801,5801,FDLR-RUD
5802,5802,Forces of the House of Representatives
5803,5803,Recontras
5804,5804,Recompas
5805,5805,"Recompas, Recontras"
5806,5806,Al-Rafallah Sahati
5807,5807,"Government of Afghanistan, Government of Russia (Soviet Union)"
5808,5808,FUAC
5810,5810,Operations Cell of Libyan Revolutionaries
5811,5811,UADC
5812,5812,Adivasi
5813,5813,NBPF
5814,5814,MNPF
5815,5815,UTLA-SK Thadou
5816,5816,ULTA-Robert Singson
5817,5817,Maidan
5818,5818,Ertosi
5819,5819,Pinyanisi
5820,5820,Yatama
5821,5821,Raia Mutomboki - Bravo
5822,5822,Raia Mutomboki - Makombo
5823,5823,MNRP
5824,5824,UKRA
5826,3151,NDFB-S
5827,5827,PLC Supporters
5828,5828,APRE Supporters
5829,5829,UNO Supporters
5830,5830,NSCA
5831,5831,FPI (Nicaragua)
5832,5832,KNLA
5833,5833,AFISM-CAR
5834,5834,UPLA
5835,5835,KLLA
5836,5836,Supporters of Ukrainian unity
5837,5837,Supporters of independence for Eastern Ukraine
5838,5838,Right Sector
5839,5839,LPR
5840,5840,DPR
5841,5841,KLPF
5842,5842,UPLF
5843,5843,South Sudanese
5844,5844,Ugandans
5845,5845,AQIS
5846,5846,Seleka - AD
5847,5847,FLNA
5848,5848,MINUSCA
5849,5849,SARC
5850,5850,"Al-Mahdi Army marked for deletion, zzxxyy"
5851,5851,CLPC
5852,5852,Ghaffar Zikri
5853,5853,Uzair Baloch
5854,5854,"Anti-Balaka led by Koudmon `""Gbangouma"""
5855,5855,Usuga Clan
5856,5856,Tribes' army
5857,5857,Al-Qa'qa Battalion
5858,5858,Al-Sawa'iq Battalion
5859,5859,"Al-Qa'qa Battalion, Al-Sawa'iq Battalion"
5860,5860,Misrata fighters
5861,5861,Libya Dawn
5862,5862,Muqawama 'Resistance' Group
5863,5863,Popular Front of Sudan
5864,5864,TTP-KM
5865,5865,TTP-SM
5866,5866,Darfur Joint Resistance Forces
5867,5867,Jatav
5868,5868,Thakur
5869,5869,Aqtash
5870,5870,Jund al-Khilafah
5872,5872,Zurug (Misseriya)
5873,5873,ANLCA
5874,5874,Maguindanaon
5875,5875,Teduday
5876,5876,Forces of Kagui Said (MILF)
5877,5877,Forces of Mohammad Batuh (MILF)
5878,5878,Ilchamus
5879,5879,Bagumbayan
5880,5880,GATIA
5882,5882,Concepcion Gang
5883,5883,Forces of Ammanoddin
5884,5884,Forces of Mohammad Ali
5885,5885,MDF
5887,5887,Maachi tribe
5888,5888,Peecho tribe
5889,5889,Sons of Allah or Protection of the Islamic Religion
5890,5890,Orakzai Freedom Movement
5891,5891,Supporters of Ahmad Murghabi
5892,5892,Supporters of Anant Singh
5893,5893,Supporters of Surajbhan Singh
5894,5894,Farmers in Baradaale village
5895,5895,Jaish-ul-Islam
5896,5896,militias loyal to Barre Hiiraale
5897,5897,PAT
5898,5898,forces of Ahmed Dai
5899,5899,Kok Keer
5900,5900,Kok Awac
5901,5901,Various Syrian rebels
5902,5902,Pakam pastoralist youth
5904,5904,Bakonzo
5905,5905,Basongora
5906,5906,"FDLR-Soki, FPLC"
5907,5907,Kurdish rebels
5908,5908,Syrian rebels
5909,5909,UBF
5914,5914,United Armed Forces of Novorossiya
5915,5915,Grand Theft Auto / Jaamat
5916,5916,Hindu Rashtra Sena
5917,5917,"Forces of General Ali Mohsen al-Ahmar, Supporters of Islah party"
5919,5919,Iregwe
5920,5920,Rukuba
5921,5921,Dashnak
5922,5922,Adamawa hunters
5923,5923,Kambari
5924,5924,Supporters of PTI
5925,5925,Supporters of YSRCP
5926,5926,Erunmu community
5927,5927,Lalupon community
5928,5928,Jamaat-ul-Ahrar
5929,5929,Forest Brothers Azerbaijan
5930,5930,Buddhists (Malaysia)
5931,5931,Muslims (Malaysia)
5932,5932,Rom Sai Foundation ambulance crew
5933,5933,Por Tek Tung Foundation ambulance crew
5934,5934,Rizeigat arab tribe
5935,5935,Mamak gang
5936,5936,Al-Nusra Front in Lebanon
5937,5937,Ansar ut-Tawheed fi Bilad Al-Hind
5938,5938,Liwa Ahrar al-Sunna in Baalbek
5939,5939,Khazam
5940,5940,Zintan Brigades
5941,5941,Libya Shield
5942,5942,Sa'iqah Special Forces
5943,5943,Timika
5945,5945,Espinoza gang
5946,5946,Rohingya (Myanmar)
5947,5947,Rakhine (Myanmar)
5950,5950,MHH
5951,5951,ex-Seleka (Goula ethnic group)
5952,5952,ex-Seleka (Fulani ethnic group)
5953,5953,"anti-Balaka, RJ"
5954,5954,Supporters of President Banda
5955,5955,Opponents of President Joyce Banda
5956,5956,Military faction (forces of Lamin Sanneh)
5957,5957,Buddhists (Sri Lanka)
5958,5958,Talyulu tribe
5959,5959,Kii tribe
5960,5960,Paipan clan
5961,5961,Lankep tribe
5962,5962,Ambusi tribe
5963,5963,Kal tribe
5964,5964,"Konkomba, Mamprusi"
5965,5965,PSLF
5966,5966,Operation Sangaris France?
5967,5967,Followers of Arabul Islam
5968,5968,Supporters of Satyajit Mondal
5970,5970,villagers of Oppele
5971,5971,villagers of Kiete and Miaba
5972,5972,FALL
5973,5973,Mayi Mayi Charles
5974,5974,Mayi Mayi Shetani
5975,5975,"Mayi Mayi Charles, Mayi Mayi Shetani"
5976,5976,"Banyamulenge, Barundi"
5977,5977,"Bafulero, Banyamulenge"
5978,5978,Mayi Mayi Bede
5979,5979,RCD-ML-Lubanga
5980,5980,Vurondo Mayi-Mayi
5981,5981,Anti Texas
5982,5982,URF-L
5983,5983,Anti-Balaka faction
5984,5984,Owukpa
5985,5985,Umuachi-Afor community
5986,5986,Mayi Mayi Simba (Jean Luc Yabili)
5987,5987,APLNC/Lumumba
5988,5988,Nduga
5989,5989,Peresek
5990,5990,Pagutan
5991,5991,Bora
5992,5992,Watunonju
5993,5993,Wamkana
5994,5994,Wainalut
5995,5995,Buru
5996,5996,Mayi Mayi (Kabale)
5997,5997,Mayi Mayi - Makabe
5998,5998,Vurundo Mayi Mayi
5999,5999,UPC (Ali Darass Fulani supporters)
6000,6000,RPRC of Zoundeiko
6001,6001,Gwandere
6002,6002,Gulf Cartel - Los Fresitas faction
6003,6003,Gulf Cartel - Dragones de Sheyla faction
6004,6004,Supporters of Peoples' Conference (PC)
6005,6005,Supporters of Peoples' Democratic Party (PDP)
6006,6006,SL-Quispe Palomino brothers
6007,6007,Sinaloa Cartel - Los Salgueiro faction
6008,6008,Sinaloa Cartel - Los Chavez Matamoros faction
6009,6009,Los Ardillos
6010,6010,VGN
6011,6011,SRF (Syria)
6012,6012,Mujahideen Army
6014,6014,"Islamic Front, Mujahideen Army, SRF (Syria)"
6015,6015,Harkat Hazm
6017,6017,Supporters of PRD
6018,6018,Supporters of PRT
6019,6019,San Martin Itunyoso residents
6020,6020,Santo Domingo Ixcatlan residents
6021,6021,San Baltazar Chichicapam villagers
6022,6022,San Nicolas Yaxe villagers
6023,6023,Islamic Battalions
6024,6024,"IS, Islamic Front, Jabhat Fateh al-Sham (Nusra)"
6025,6025,San Lorenzo Texmelucan villagers
6026,6026,Supporters of La Loba
6027,6027,Supporters of Jesus Tolentino
6028,6028,"Islamic Battalions, Jabhat Fateh al-Sham (Nusra)"
6029,6029,"Islamic Battalions, Jabhat al-Akrad"
6030,6030,"Islamic Front, Jabhat al-Akrad, Jabhat Fateh al-Sham (Nusra), Mujahideen Army"
6031,6031,San Isidro residents
6032,6032,San Miguel Aloapan residents
6033,6033,El Ocotal residents
6034,6034,Santa Cruz Condoy residents
6035,6035,Jabhat Al-Kurd brigade
6036,6036,"Islamic Front, Jabhat Al-Kurd brigade, Jabhat Fateh al-Sham (Nusra), Mujahideen Army"
6037,6037,Jund al-Aqsa
6038,6038,"Jabhat Fateh al-Sham (Nusra), Jund al-Aqsa"
6039,6039,Supporters of EZLN
6040,6040,"Islamic Front, Jabhat Fateh al-Sham (Nusra)"
6041,6041,Jabhat al-Asala wal Tanmiya
6042,6042,"Jabhat Fateh al-Sham (Nusra), SRF (Syria)"
6043,6043,"Islamic Front, Mujahideen Army"
6044,6044,Al-Rastan Martyrs Regiment
6045,6045,Renamo dissidents
6046,6046,Chadian Mercenaries
6047,6047,CAR Army Mutineers
6048,6048,Armed Forces of Liberia of former president Charles taylor
6049,6049,Ex-fighters (led by Sumo Dennis)
6050,6050,SLA
6051,6051,Sierra Leonean militia
6052,6052,Mutineers led by Mutebesi
6053,6053,Khaider Khil
6054,6054,Worza
6055,6055,Opponents of Mubarak
6056,6056,Supporters of Mubarak
6057,6057,Opponents of Supreme Council of the Armed Forces
6058,6058,Protesters/Rioters/Mobs (PAR)
6059,6059,Organization Unknown (PAR)
6060,6060,Unknown (PAR)
6061,6061,Mozambique Government dissidents
6062,6062,"AFRC, RUF"
6063,6063,"MJP, MPIGO"
6064,6064,"JEM, NRF"
6065,6065,Opponents of Saleh
6066,6066,Forces of El Pepino
6067,6067,San Juan Mixtepec residents
6068,6068,Santo Domingo Yosoama residents
6069,6069,"Islamic Front, Jabhat Fateh al-Sham (Nusra), Mujahideen Army"
6070,6070,Syrian Revolutionary Command Council
6071,6071,"Jabhat Fateh al-Sham (Nusra), Syrian Revolutionary Command Council"
6072,6072,"FSA, Islamic Front, Jabhat Fateh al-Sham (Nusra)"
6073,6073,"Islamic Front, Mujahideen Army, PYD, SRF (Syria)"
6074,6074,Opponents of Kaunda
6075,6075,Islamic movement in Aqerbat
6076,6076,"IS, Islamic Battalions"
6077,6077,PLF
6078,6078,Fatah Uprising
6079,6079,LCP
6080,6080,PSF
6081,6081,Syrian Social Nationalist Party
6082,6082,SSNP
6083,6083,Abu Rish Group
6084,6084,Munir Maqdah faction
6085,6085,Islamic Revolutionary Army
6086,6086,Shebaa Liberation Brigades
6087,6087,al-Qaeda in Palestine
6088,6088,al-Sa'adi family
6089,6089,al-Haj Hassan family
6090,6090,Opponents of Gnassingbe
6091,6091,ALF
6092,6092,Bilal al-Ghul Martyr Group
6093,6093,Mussalam family
6094,6094,Forces of Muhammed Dahlan
6095,6095,Forces of Musa Arafan
6096,6096,Palestinian clan 1
6097,6097,Palestinian clan 2
6099,6099,Abu-Hatab family
6100,6100,Juweid family
6101,6101,Saqir family
6102,6102,Eyal
6103,6103,Keepers of the Holy Land Group
6104,6104,Palestinian Popular Resistance Forces
6105,6105,Return Brigades
6106,6106,The Committee for Safety on the Roads
6107,6107,Nobles of Jordan
6108,6108,Opponents of Blaise Compaore
6109,6109,Opponents of Krapayoon
6110,6110,Tears of the Orphans
6111,6111,Opponents of Banda
6112,6112,Catholic Traditionalists
6113,6113,Evangelical Christians
6114,6114,PROCUP-PdlP
6115,6115,Forces of Toribio Gargallo Peralta
6116,6116,Los Chinchulines
6117,6117,ERPI
6118,6118,Forces of Alfredo Reinado
6119,860,Government of East Timor
6120,6120,EPRI
6121,6121,MPLN
6122,6122,Los Aztecas
6123,6123,Opponents of  Bakijev
6124,6124,Opponents of Conte
6125,6125,Red Path
6126,6126,Opponents of Karimov
6127,6127,Jund al-Sham
6128,6128,Romanians
6129,6129,Hungarians
6130,6130,Supporters of the NSF
6131,6131,Supporters of PNTCD
6133,6133,ARLA (Haiti)
6134,6134,Supporters of OPL
6135,6135,Supporters of Lespwa movement
6136,6136,Tanzim Jund ash-Sham
6137,6137,Military faction (forces of Nicolae Ceausescu)
6138,6138,Republic of Texas
6139,6139,44 Blue Buds
6140,6140,Six Deuce East Coast Crips
6141,6141,Ghost Shadows
6142,6142,Flying Dragons
6143,6143,Colombo crime family - Victor Orena faction
6144,6144,Colombo crime family - Carmine Persico faction
6145,6145,Jheri-Kurl Gang
6146,6146,Born to Kill gang
6147,6147,Fukinese
6148,6148,Oriental Boys
6149,6149,Canal Street Boys
6150,6150,Avenues
6151,6151,GKChP
6152,6152,Latvia SSR
6153,6153,Opponents of Ratsiraka
6154,6154,Opponents of Sanchez de Lozada
6155,6155,Supporters of Kurdistan
6156,6156,Gujba hunters
6157,6157,Kamantan
6158,6158,Opponents of al-Bashir
6159,6159,Morazanista Patriotic Front
6160,6160,Olimpia fans
6161,6161,Motagua fans
6162,6162,Private Security Guards
6163,6163,Justa C Organization
6164,6164,Supporters of Hugo Chavez
6165,6165,Opponents of Hugo Chavez
6166,6166,El Dorado inmates
6167,6167,Guajiro Indians
6168,6168,Supporters of AP
6169,6169,Opponents of Evans Paul
6170,6170,Supporters of Evans Paul
6171,6171,Supporters of Haitian military regime
6172,6172,Opponents of Jean-Bertrand Aristide
6173,6173,FRAPH
6174,6174,Jean Denis farmers
6175,6175,Brissard farmers
6176,6176,Cite Boston gang
6177,6177,Pele gang
6178,6178,Dominican
6179,6179,Haitian
6180,6180,Supporters of Democratic Convergence
6181,6181,Supporters of Fanmi Lavalas
6182,6182,MINUSTAH
6183,6183,Tonton Macoute
6184,6184,Bale Wouze
6185,6185,Elements (Luba militia)
6186,6186,Perci (Batwa militia)
6187,6187,Military faction (forces of Godefroid Niyombare)
6188,6188,Mayi Mayi Werrason
6189,6189,Raiya Mutomboki Ngowa Bisiri's faction
6190,6190,Raia Mutomboki Shebi Muisa's faction
6191,6191,"NDC, Raiya Mutomboki Ngowa Bisiri's faction"
6192,6192,Mayi Mayi Kifuafua Delphin Mbaenda's faction
6193,6193,"Mayi Mayi Kifuafua Delphin Mbaenda's faction, NDC-Rnov , Raia Mutomboki Shebi Muisa's faction"
6194,6194,Forces of Mullah Abdol Rauf Khadim
6195,6195,Mayi Mayi Kara-Kara
6196,6196,Mayi Mayi Simuzizi
6197,6197,Vatos Locos
6198,6198,Supporters of Labour Party
6201,6201,Ologba (Agatu)
6202,6202,Abo Amarah battalions
6203,6203,Jaime Bateman force
6204,6204,Taleban - Sarhadi faction
6205,6205,Taleban - Mudassir faction
6206,6206,ERG (Colombia)
6208,6208,Autodefensas Campesinas del Magdalena Medio
6209,6209,"Hope, Peace and Freedom"
6210,6210,Ambalo Indians
6211,6211,Guambiano Indians
6212,6212,MRN
6213,6213,Black Hand
6214,6214,Los Blancos
6215,6215,Taleban - Mullah Asmatullah faction
6216,6216,Taleban - Mullah Dawood faction
6217,6217,COLSINGUE
6218,6218,Commandos for a Popular Alternative
6219,6219,Dignity for Colombia
6220,6220,GAN
6221,6221,Nupe
6222,6222,Akpa
6223,6223,Muok
6224,6224,Thony
6225,6225,Apuk Giir
6226,6226,Imdadullah Group
6227,6227,Muntazir Group
6228,6228,Ajnad al-Sham
6229,6229,Dhiei Dinka
6230,6230,battalions of Shams al- Shamal
6231,6231,brigade of al- Raqqa rebels
6232,6232,"battalions of Shams al- Shamal, brigade of al- Raqqa rebels, PYD"
6233,6233,Taleban - Abdorrahman faction
6234,6234,Taleban - Din Mohammad faction
6235,6235,UNISFA
6236,6236,REMNASA
6237,6237,Taleban - Mullah Nangyal faction
6238,6238,Taleban - Amardin faction
6239,6239,Taleban - opponents of Mullah Mansoor faction
6240,6240,Taleban - supporters of Mullah Mansoor faction
6241,6241,Taleban - Hafez Manan faction
6242,6242,Taleban - Mullah Abdorrauf faction
6243,6243,YBT
6244,6244,Supporters of PML-F
6245,6245,Borno
6246,6246,Beni Omran
6247,6247,"Al-Zayadia, Beni Omran"
6248,6248,Ghuzam
6249,6249,NATO
6250,6250,Taleban - Mullah Khodai Rahim faction
6251,6251,Taleban - Mullah Hassan faction
6252,6252,High Council of Afghanistan Islamic Emirate
6253,6253,Unclear rebels
6254,6254,Forces of Hadi
6255,6255,The Islamic Province of the Caucasus
6256,6256,Opponents of Ansarallah
6257,6257,Sako Gang
6258,6258,Christians (Niger)
6259,6259,Muslims (Niger)
6260,6260,al-Mathna Islamic movement
6261,6261,al-Sunna lions battalion
6262,6262,MINUSMA
6263,6263,MILF - BA
6264,6264,MILF - BB
6265,6265,Guinean gold miners
6266,6266,Malian gold miners
6267,6267,FLM
6268,6268,Bagani Forces
6269,6269,Ayunan clan
6270,6270,Karim clan
6271,6271,"al-Murabitun, FLM"
6272,6272,Forces of Abduhalim Nazarzoda
6273,6273,Aknaf Bait al-Maqdis
6274,6274,Grey Wolves
6275,6275,Sabaneta - Re-education sector gang
6276,6276,Sabaneta - Pavilion I gang
6277,6277,Al-Murabitun - Adnan Abu Waleed al-Sahrawi faction
6278,6278,Mazza villagers
6279,6279,Tswachiko villagers
6280,6280,Chaamba Arabs
6281,6281,Mozabite Berbers
6282,6282,Khalid Ibn Walid katiba
6283,6283,Platform
6284,6284,Ansar al-Khilafah
6285,6285,Shohadaa al-Yarmouk
6286,6286,Movement for Muslim Unity
6287,6287,IPOB
6288,6288,SDF
6289,6289,Awlaki tribe
6290,6290,Giriama
6291,6291,Military faction of Godefroid Niyombare
6292,6292,Imbonerakure
6293,6293,Amizero y'abarundi
6294,6294,Hamar (Ethiopia)
6295,6295,Mwimbi
6296,6296,Tharaka
6297,6297,Forebu
6298,6298,UPDI
6300,6300,"FDLR, FDLR-RUD, UPCP"
6301,6301,Aliwo Boys
6302,6302,Jaysh al-Jihad (Saraya al- Jihad)
6303,6303,IMN
6304,6304,Share community
6305,6305,Tsaragi community
6306,6306,Tahrir al- Sham Army
6307,6307,Security battalion in al- Dmeir area
6308,6308,Jabhat al-Sham
6309,6309,DHNA
6313,6313,Din Minimi group
6314,6314,Murib group
6315,6315,EUPOL Afghanistan
6316,6316,Tongikro villagers
6317,6317,UDLF-O
6318,6318,"High Council of Afghanistan Islamic Emirate, IS"
6319,6319,JPC
6320,6320,UNLFW
6321,6321,NSCN-R
6322,6322,Opponents of President Conde
6323,6323,Military faction (forces of Blaise Compaore)
6324,6324,Supporters of President Alpha Conde
6325,6325,Supporters of Cellou Dalein Diallo
