obs_id,conflict_id,year,episode,ep_id,ep_end,intensity_level,cumulative_intensity,isInternational
426-1999,426,1999,1,426-1,1,Minor,Minor,0
426-2006,426,2006,2,426-2,1,Minor,War,0
427-1978,427,1978,1,427-1,1,Minor,Minor,
428-1975,428,1975,1,428-1,0,Minor,Minor,0
428-1976,428,1976,1,428-1,0,Minor,Minor,0
428-1977,428,1977,1,428-1,0,Minor,War,0
428-1978,428,1978,1,428-1,1,Minor,War,0
429-2007,429,2007,1,429-1,0,Minor,Minor,0
429-2008,429,2008,1,429-1,1,Minor,Minor,0
429-2017,429,2017,2,429-2,1,Minor,Minor,0
430-1991,430,1991,1,430-1,0,Minor,Minor,0
430-1992,430,1992,1,430-1,1,Minor,Minor,0
430-1997,430,1997,2,430-2,1,Minor,Minor,0
430-2007,430,2007,3,430-3,0,Minor,Minor,0
430-2008,430,2008,3,430-3,1,Minor,Minor,0
431-1979,431,1979,1,431-1,1,Minor,Minor,
432-2007,432,2007,1,432-1,0,Minor,Minor,0
432-2008,432,2008,1,432-1,0,Minor,Minor,0
432-2009,432,2009,1,432-1,0,Minor,War,0
432-2010,432,2010,1,432-1,0,Minor,War,0
432-2011,432,2011,1,432-1,0,Minor,War,0
432-2012,432,2012,1,432-1,0,Minor,War,0
432-2013,432,2013,1,432-1,0,Minor,War,0
432-2014,432,2014,1,432-1,0,Minor,War,0
432-2015,432,2015,1,432-1,1,Minor,War,0
434-2008,434,2008,1,434-1,1,Minor,Minor,0
435-2008,435,2008,1,435-1,1,Minor,Minor,
436-1977,436,1977,1,436-1,0,Minor,Minor,0
436-1978,436,1978,1,436-1,0,Minor,Minor,0
436-1979,436,1979,1,436-1,0,Minor,Minor,0
436-1980,436,1980,1,436-1,1,Minor,Minor,1
437-1983,437,1983,1,437-1,1,Minor,Minor,0
439-2009,439,2009,1,439-1,1,Minor,Minor,0
439-2014,439,2014,2,439-2,0,Minor,Minor,0
439-2015,439,2015,2,439-2,1,Minor,Minor,0
439-2017,439,2017,3,439-3,1,Minor,Minor,0
440-1973,440,1973,1,440-1,0,Minor,Minor,0
440-1974,440,1974,1,440-1,0,Minor,Minor,0
440-1975,440,1975,1,440-1,0,Minor,Minor,0
440-1976,440,1976,1,440-1,0,Minor,Minor,0
440-1977,440,1977,1,440-1,0,Minor,Minor,0
440-1978,440,1978,1,440-1,0,Minor,Minor,0
440-1979,440,1979,1,440-1,0,Minor,Minor,0
440-1980,440,1980,1,440-1,0,Minor,Minor,0
440-1981,440,1981,1,440-1,0,Minor,Minor,0
440-1982,440,1982,1,440-1,1,Minor,Minor,0
442-2010,442,2010,1,442-1,0,Minor,Minor,1
442-2011,442,2011,1,442-1,1,Minor,Minor,0
11342-2012,11342,2012,1,11342-1,1,Minor,Minor,0
11342-2014,11342,2014,2,11342-2,1,Minor,Minor,0
11343-1967,11343,1967,1,11343-1,1,War,War,
11343-1969,11343,1969,2,11343-2,0,Minor,War,
11343-1970,11343,1970,2,11343-2,1,Minor,War,
11343-1973,11343,1973,3,11343-3,1,War,War,
11344-2011,11344,2011,1,11344-1,1,Minor,Minor,0
11345-2011,11345,2011,1,11345-1,0,Minor,Minor,0
11345-2012,11345,2012,1,11345-1,0,Minor,Minor,0
11345-2013,11345,2013,1,11345-1,0,Minor,War,0
11345-2014,11345,2014,1,11345-1,0,War,War,1
11345-2015,11345,2015,1,11345-1,0,Minor,War,1
11345-2016,11345,2016,1,11345-1,0,Minor,War,0
11345-2017,11345,2017,1,11345-1,0,Minor,War,0
11345-2018,11345,2018,1,11345-1,0,Minor,War,0
11346-2011,11346,2011,1,11346-1,1,War,War,0
11346-2013,11346,2013,2,11346-2,0,Minor,War,0
11346-2014,11346,2014,2,11346-2,0,Minor,War,0
11346-2015,11346,2015,2,11346-2,1,Minor,War,0
11346-2017,11346,2017,3,11346-3,1,Minor,War,0
11347-2009,11347,2009,1,11347-1,1,Minor,Minor,0
11347-2012,11347,2012,2,11347-2,0,Minor,Minor,0
11347-2013,11347,2013,2,11347-2,0,Minor,War,1
11347-2014,11347,2014,2,11347-2,0,Minor,War,1
11347-2015,11347,2015,2,11347-2,0,Minor,War,1
11347-2016,11347,2016,2,11347-2,0,Minor,War,1
11347-2017,11347,2017,2,11347-2,0,Minor,War,1
11347-2018,11347,2018,2,11347-2,0,Minor,War,1
11348-2012,11348,2012,1,11348-1,1,Minor,Minor,
11349-2008,11349,2008,1,11349-1,1,Minor,Minor,0
11350-2005,11350,2005,1,11350-1,0,Minor,Minor,0
11350-2006,11350,2006,1,11350-1,1,Minor,Minor,0
11447-1991,11447,1991,1,11447-1,1,Minor,Minor,0
11475-1991,11475,1991,1,11475-1,1,Minor,Minor,0
11475-1995,11475,1995,2,11475-2,1,Minor,Minor,0
11475-2000,11475,2000,3,11475-3,0,Minor,Minor,0
11475-2001,11475,2001,3,11475-3,1,Minor,Minor,0
11475-2005,11475,2005,4,11475-4,0,Minor,Minor,0
11475-2006,11475,2006,4,11475-4,0,Minor,Minor,0
11475-2007,11475,2007,4,11475-4,1,Minor,Minor,0
11487-2013,11487,2013,1,11487-1,1,Minor,Minor,0
11884-1947,11884,1947,1,11884-1,0,War,War,0
11884-1948,11884,1948,1,11884-1,1,War,War,0
13042-2012,13042,2012,1,13042-1,0,Minor,Minor,0
13042-2013,13042,2013,1,13042-1,1,Minor,Minor,0
13042-2015,13042,2015,2,13042-2,1,Minor,Minor,0
13219-2014,13219,2014,1,13219-1,1,Minor,Minor,0
13246-2014,13246,2014,1,13246-1,1,War,War,1
13247-2014,13247,2014,1,13247-1,1,Minor,Minor,1
13639-2015,13639,2015,1,13639-1,0,Minor,Minor,1
13639-2016,13639,2016,1,13639-1,0,Minor,Minor,1
13639-2017,13639,2017,1,13639-1,0,Minor,Minor,1
13639-2018,13639,2018,1,13639-1,0,Minor,Minor,1
13306-2014,13306,2014,1,13306-1,0,War,War,1
13306-2015,13306,2015,1,13306-1,0,War,War,1
13306-2016,13306,2016,1,13306-1,0,Minor,War,1
13306-2017,13306,2017,1,13306-1,0,Minor,War,1
13306-2018,13306,2018,1,13306-1,0,Minor,War,1
13588-2015,13588,2015,1,13588-1,0,Minor,Minor,0
13588-2016,13588,2016,1,13588-1,0,Minor,Minor,0
13588-2017,13588,2017,1,13588-1,0,Minor,Minor,0
13588-2018,13588,2018,1,13588-1,0,Minor,Minor,0
13604-2013,13604,2013,1,13604-1,0,Minor,Minor,0
13604-2014,13604,2014,1,13604-1,0,War,War,0
13604-2015,13604,2015,1,13604-1,0,War,War,1
13604-2016,13604,2016,1,13604-1,0,War,War,1
13604-2017,13604,2017,1,13604-1,0,War,War,1
13604-2018,13604,2018,1,13604-1,0,War,War,1
13611-2015,13611,2015,1,13611-1,1,Minor,Minor,0
13637-2015,13637,2015,1,13637-1,0,Minor,Minor,1
13637-2016,13637,2016,1,13637-1,0,War,War,1
13637-2017,13637,2017,1,13637-1,0,War,War,1
13637-2018,13637,2018,1,13637-1,0,War,War,1
13638-2015,13638,2015,1,13638-1,0,Minor,Minor,1
13638-2016,13638,2016,1,13638-1,1,Minor,Minor,0
13640-2015,13640,2015,1,13640-1,1,Minor,Minor,0
13640-2017,13640,2017,2,13640-2,0,Minor,Minor,0
13640-2018,13640,2018,2,13640-2,0,Minor,Minor,0
13641-2015,13641,2015,1,13641-1,0,War,War,1
13641-2016,13641,2016,1,13641-1,0,War,War,1
13641-2017,13641,2017,1,13641-1,0,Minor,War,1
13641-2018,13641,2018,1,13641-1,0,Minor,War,1
13645-2015,13645,2015,1,13645-1,1,Minor,Minor,0
13646-2015,13646,2015,1,13646-1,0,Minor,Minor,0
13646-2016,13646,2016,1,13646-1,0,Minor,Minor,0
13646-2017,13646,2017,1,13646-1,0,Minor,Minor,0
13646-2018,13646,2018,1,13646-1,0,Minor,Minor,0
13648-2015,13648,2015,1,13648-1,0,Minor,Minor,0
13648-2016,13648,2016,1,13648-1,0,Minor,War,0
13648-2017,13648,2017,1,13648-1,0,Minor,War,0
13648-2018,13648,2018,1,13648-1,0,Minor,War,0
13653-2015,13653,2015,1,13653-1,0,Minor,Minor,0
13653-2016,13653,2016,1,13653-1,0,Minor,Minor,0
13653-2017,13653,2017,1,13653-1,0,Minor,Minor,0
13653-2018,13653,2018,1,13653-1,0,Minor,Minor,0
13674-2016,13674,2016,1,13674-1,0,Minor,Minor,0
13674-2017,13674,2017,1,13674-1,1,Minor,Minor,0
13675-2014,13675,2014,1,13675-1,0,Minor,Minor,0
13675-2015,13675,2015,1,13675-1,1,Minor,Minor,0
13675-2017,13675,2017,2,13675-2,1,Minor,Minor,0
13692-2001,13692,2001,1,13692-1,1,War,War,
13694-2015,13694,2015,1,13694-1,0,Minor,Minor,0
13694-2016,13694,2016,1,13694-1,0,War,War,1
13694-2017,13694,2017,1,13694-1,0,Minor,War,1
13694-2018,13694,2018,1,13694-1,0,Minor,War,1
13721-2015,13721,2015,1,13721-1,1,Minor,Minor,0
13809-2016,13809,2016,1,13809-1,1,Minor,Minor,0
13809-2018,13809,2018,2,13809-2,0,Minor,Minor,0
13886-2016,13886,2016,1,13886-1,1,Minor,Minor,0
13902-2015,13902,2015,1,13902-1,0,Minor,Minor,0
13902-2016,13902,2016,1,13902-1,0,War,War,0
13902-2017,13902,2017,1,13902-1,1,Minor,War,0
13936-2016,13936,2016,1,13936-1,0,Minor,Minor,0
13936-2017,13936,2017,1,13936-1,0,Minor,Minor,0
13936-2018,13936,2018,1,13936-1,0,Minor,Minor,0
14074-2018,14074,2018,1,14074-1,0,Minor,Minor,0
14129-2017,14129,2017,1,14129-1,0,Minor,Minor,0
14129-2018,14129,2018,1,14129-1,0,Minor,Minor,0
14268-2017,14268,2017,1,14268-1,1,Minor,Minor,0
14275-2016,14275,2016,1,14275-1,0,Minor,Minor,0
14275-2017,14275,2017,1,14275-1,0,War,War,0
14275-2018,14275,2018,1,14275-1,0,Minor,War,0
14333-2016,14333,2016,1,14333-1,1,Minor,Minor,0
14113-2017,14113,2017,1,14113-1,0,Minor,Minor,1
14113-2018,14113,2018,1,14113-1,0,Minor,Minor,1
14609-2018,14609,2018,1,14609-1,0,Minor,Minor,
