obs_id,conflict_id,year,episode,ep_id,ep_end,intensity_level,cumulative_intensity,isInternational
298-1984,298,1984,1,298-1,0,Minor,War,0
298-1985,298,1985,1,298-1,0,Minor,War,0
298-1986,298,1986,1,298-1,0,War,War,0
298-1987,298,1987,1,298-1,0,War,War,0
299-1966,299,1966,1,299-1,1,Minor,Minor,0
299-1979,299,1979,2,299-2,0,Minor,Minor,0
299-1980,299,1980,2,299-2,0,Minor,Minor,0
299-1981,299,1981,2,299-2,0,Minor,Minor,0
299-1982,299,1982,2,299-2,1,War,War,0
299-2011,299,2011,3,299-3,0,War,War,0
299-2012,299,2012,3,299-3,0,War,War,0
299-2013,299,2013,3,299-3,0,War,War,0
299-2014,299,2014,3,299-3,0,War,War,0
299-2015,299,2015,3,299-3,0,War,War,1
299-2016,299,2016,3,299-3,0,War,War,1
299-2017,299,2017,3,299-3,0,War,War,1
299-2018,299,2018,3,299-3,0,War,War,1
300-1967,300,1967,1,300-1,0,War,War,0
300-1968,300,1968,1,300-1,0,Minor,War,0
300-1969,300,1969,1,300-1,0,Minor,War,0
300-1970,300,1970,1,300-1,0,War,War,1
300-1971,300,1971,1,300-1,0,War,War,1
300-1972,300,1972,1,300-1,0,War,War,1
300-1973,300,1973,1,300-1,0,War,War,1
300-1974,300,1974,1,300-1,0,War,War,1
300-1975,300,1975,1,300-1,1,War,War,1
300-1978,300,1978,2,300-2,0,War,War,1
300-1980,300,1980,2,300-2,0,Minor,War,1
300-1979,300,1979,2,300-2,0,Minor,War,1
300-1981,300,1981,2,300-2,0,Minor,War,1
300-1982,300,1982,2,300-2,0,Minor,War,1
300-1983,300,1983,2,300-2,0,Minor,War,1
300-1984,300,1984,2,300-2,0,Minor,War,1
300-1985,300,1985,2,300-2,0,Minor,War,1
300-1986,300,1986,2,300-2,0,Minor,War,1
300-1987,300,1987,2,300-2,0,Minor,War,1
300-1988,300,1988,2,300-2,0,Minor,War,1
300-1989,300,1989,2,300-2,0,Minor,War,1
300-1990,300,1990,2,300-2,0,Minor,War,0
300-1991,300,1991,2,300-2,0,Minor,War,0
300-1992,300,1992,2,300-2,0,Minor,War,0
300-1993,300,1993,2,300-2,0,Minor,War,0
300-1994,300,1994,2,300-2,0,Minor,War,0
300-1995,300,1995,2,300-2,0,Minor,War,0
300-1996,300,1996,2,300-2,0,Minor,War,0
300-1997,300,1997,2,300-2,0,Minor,War,0
300-1998,300,1998,2,300-2,1,Minor,War,0
308-1981,308,1981,1,308-1,0,War,War,0
308-1982,308,1982,1,308-1,0,Minor,War,0
308-1983,308,1983,1,308-1,0,Minor,War,0
308-1984,308,1984,1,308-1,0,Minor,War,0
308-1985,308,1985,1,308-1,0,Minor,War,0
308-1970,308,1970,1,308-1,0,Minor,Minor,0
308-1971,308,1971,1,308-1,0,Minor,Minor,0
308-1972,308,1972,1,308-1,0,Minor,War,0
308-1973,308,1973,1,308-1,0,Minor,War,0
308-1974,308,1974,1,308-1,0,Minor,War,0
308-1975,308,1975,1,308-1,0,Minor,War,0
308-1976,308,1976,1,308-1,0,Minor,War,0
308-1977,308,1977,1,308-1,0,Minor,War,0
308-1978,308,1978,1,308-1,0,War,War,0
308-1979,308,1979,1,308-1,0,Minor,War,0
308-1980,308,1980,1,308-1,0,Minor,War,0
308-1986,308,1986,1,308-1,0,Minor,War,0
308-1987,308,1987,1,308-1,0,Minor,War,0
308-1988,308,1988,1,308-1,0,Minor,War,0
308-1989,308,1989,1,308-1,0,Minor,War,0
308-1990,308,1990,1,308-1,1,Minor,War,0
301-1967,301,1967,1,301-1,1,War,War,
302-1967,302,1967,1,302-1,1,War,War,
302-1973,302,1973,2,302-2,1,War,War,
303-1967,303,1967,1,303-1,0,War,War,0
303-1968,303,1968,1,303-1,0,War,War,0
303-1969,303,1969,1,303-1,0,War,War,0
303-1970,303,1970,1,303-1,1,War,War,0
304-1969,304,1969,1,304-1,1,Minor,Minor,
305-1969,305,1969,1,305-1,1,Minor,Minor,
306-1969,306,1969,1,306-1,1,War,War,
307-2000,307,2000,1,307-1,0,Minor,Minor,0
307-2001,307,2001,1,307-1,1,Minor,Minor,0
308-1993,308,1993,2,308-2,0,Minor,War,0
308-1994,308,1994,2,308-2,0,Minor,War,0
308-1995,308,1995,2,308-2,0,Minor,War,0
308-1996,308,1996,2,308-2,0,Minor,War,0
308-1997,308,1997,2,308-2,0,Minor,War,0
308-1998,308,1998,2,308-2,0,Minor,War,0
308-1999,308,1999,2,308-2,0,Minor,War,0
308-2000,308,2000,2,308-2,0,War,War,0
308-2001,308,2001,2,308-2,0,Minor,War,0
308-2002,308,2002,2,308-2,0,Minor,War,0
308-2003,308,2003,2,308-2,0,Minor,War,0
308-2004,308,2004,2,308-2,0,Minor,War,0
308-2005,308,2005,2,308-2,0,Minor,War,0
308-2006,308,2006,2,308-2,0,Minor,War,0
308-2007,308,2007,2,308-2,0,Minor,War,0
308-2008,308,2008,2,308-2,0,Minor,War,0
308-2009,308,2009,2,308-2,0,Minor,War,0
308-2010,308,2010,2,308-2,0,Minor,War,0
308-2011,308,2011,2,308-2,0,Minor,War,0
308-2012,308,2012,2,308-2,0,Minor,War,0
308-2013,308,2013,2,308-2,0,Minor,War,0
308-2014,308,2014,2,308-2,0,Minor,War,0
308-2015,308,2015,2,308-2,0,Minor,War,0
308-2016,308,2016,2,308-2,0,Minor,War,0
308-2017,308,2017,2,308-2,0,Minor,War,1
308-2018,308,2018,2,308-2,0,Minor,War,0
309-1971,309,1971,1,309-1,1,Minor,Minor,0
309-1976,309,1976,2,309-2,1,Minor,Minor,0
309-1983,309,1983,3,309-3,0,War,War,0
309-1984,309,1984,3,309-3,0,War,War,0
309-1985,309,1985,3,309-3,0,War,War,0
309-1986,309,1986,3,309-3,0,War,War,0
309-1987,309,1987,3,309-3,0,War,War,0
309-1988,309,1988,3,309-3,0,War,War,0
309-1989,309,1989,3,309-3,0,War,War,0
309-1990,309,1990,3,309-3,0,War,War,0
309-1991,309,1991,3,309-3,0,War,War,0
309-1992,309,1992,3,309-3,0,War,War,0
309-1993,309,1993,3,309-3,0,Minor,War,0
309-1994,309,1994,3,309-3,0,Minor,War,0
309-1995,309,1995,3,309-3,0,War,War,0
309-1996,309,1996,3,309-3,0,War,War,0
309-1997,309,1997,3,309-3,0,War,War,0
309-1998,309,1998,3,309-3,0,War,War,0
309-1999,309,1999,3,309-3,0,War,War,0
309-2000,309,2000,3,309-3,0,War,War,0
309-2001,309,2001,3,309-3,0,War,War,0
309-2002,309,2002,3,309-3,0,War,War,0
309-2003,309,2003,3,309-3,0,War,War,1
309-2004,309,2004,3,309-3,0,War,War,0
309-2005,309,2005,3,309-3,0,Minor,War,0
309-2006,309,2006,3,309-3,0,War,War,0
309-2007,309,2007,3,309-3,0,Minor,War,0
309-2008,309,2008,3,309-3,0,Minor,War,0
309-2009,309,2009,3,309-3,0,Minor,War,0
309-2010,309,2010,3,309-3,0,War,War,0
309-2011,309,2011,3,309-3,0,War,War,0
309-2012,309,2012,3,309-3,0,War,War,0
309-2013,309,2013,3,309-3,0,Minor,War,0
309-2014,309,2014,3,309-3,0,Minor,War,0
309-2015,309,2015,3,309-3,0,War,War,0
309-2016,309,2016,3,309-3,0,War,War,0
309-2017,309,2017,3,309-3,0,Minor,War,0
309-2018,309,2018,3,309-3,0,Minor,War,0
310-1971,310,1971,1,310-1,1,Minor,Minor,0
311-1971,311,1971,1,311-1,1,Minor,Minor,0
312-1971,312,1971,1,312-1,1,War,War,0
313-1971,313,1971,1,313-1,1,War,War,0
313-1989,313,1989,2,313-2,0,Minor,War,0
313-1990,313,1990,2,313-2,1,Minor,War,0
314-1971,314,1971,1,314-1,0,Minor,Minor,0
314-1972,314,1972,1,314-1,1,Minor,Minor,0
314-1974,314,1974,2,314-2,1,Minor,Minor,0
314-1979,314,1979,3,314-3,0,Minor,War,1
314-1980,314,1980,3,314-3,0,Minor,War,1
314-1981,314,1981,3,314-3,0,War,War,1
314-1982,314,1982,3,314-3,0,War,War,0
314-1983,314,1983,3,314-3,0,War,War,0
314-1984,314,1984,3,314-3,0,War,War,0
314-1985,314,1985,3,314-3,0,War,War,0
314-1986,314,1986,3,314-3,0,War,War,0
314-1987,314,1987,3,314-3,0,War,War,0
314-1988,314,1988,3,314-3,0,War,War,0
314-1989,314,1989,3,314-3,0,War,War,0
314-1990,314,1990,3,314-3,0,Minor,War,0
314-1991,314,1991,3,314-3,0,Minor,War,0
314-1992,314,1992,3,314-3,1,Minor,War,0
314-1994,314,1994,4,314-4,0,Minor,War,0
314-1995,314,1995,4,314-4,0,Minor,War,0
314-1996,314,1996,4,314-4,0,War,War,0
314-1997,314,1997,4,314-4,0,Minor,War,0
314-1998,314,1998,4,314-4,0,Minor,War,0
314-1999,314,1999,4,314-4,0,Minor,War,0
314-2000,314,2000,4,314-4,0,Minor,War,0
314-2001,314,2001,4,314-4,0,Minor,War,0
314-2002,314,2002,4,314-4,0,War,War,0
314-2003,314,2003,4,314-4,0,Minor,War,0
314-2004,314,2004,4,314-4,0,War,War,0
314-2005,314,2005,4,314-4,0,Minor,War,1
314-2006,314,2006,4,314-4,0,Minor,War,0
314-2007,314,2007,4,314-4,0,Minor,War,0
314-2008,314,2008,4,314-4,0,Minor,War,1
314-2009,314,2009,4,314-4,0,Minor,War,1
314-2010,314,2010,4,314-4,0,Minor,War,1
314-2011,314,2011,4,314-4,1,Minor,War,1
314-2014,314,2014,5,314-5,0,Minor,War,1
314-2015,314,2015,5,314-5,0,Minor,War,1
314-2016,314,2016,5,314-5,0,Minor,War,1
314-2013,314,2013,5,314-5,0,Minor,War,1
314-2017,314,2017,5,314-5,0,Minor,War,1
314-2018,314,2018,5,314-5,0,Minor,War,1
315-1971,315,1971,1,315-1,0,Minor,Minor,0
315-1972,315,1972,1,315-1,0,Minor,Minor,0
315-1973,315,1973,1,315-1,0,Minor,Minor,0
315-1974,315,1974,1,315-1,0,Minor,Minor,0
315-1975,315,1975,1,315-1,0,Minor,Minor,0
315-1976,315,1976,1,315-1,0,Minor,Minor,0
315-1977,315,1977,1,315-1,0,Minor,Minor,0
315-1978,315,1978,1,315-1,0,Minor,War,0
315-1979,315,1979,1,315-1,0,Minor,War,0
315-1980,315,1980,1,315-1,0,Minor,War,0
315-1981,315,1981,1,315-1,0,Minor,War,0
315-1982,315,1982,1,315-1,0,Minor,War,0
315-1983,315,1983,1,315-1,0,Minor,War,0
315-1984,315,1984,1,315-1,0,Minor,War,0
315-1985,315,1985,1,315-1,0,Minor,War,0
315-1986,315,1986,1,315-1,0,Minor,War,0
315-1987,315,1987,1,315-1,0,Minor,War,0
315-1988,315,1988,1,315-1,0,Minor,War,0
315-1989,315,1989,1,315-1,0,Minor,War,0
315-1990,315,1990,1,315-1,0,Minor,War,0
315-1991,315,1991,1,315-1,1,Minor,War,0
315-1998,315,1998,2,315-2,1,Minor,War,0
316-1972,316,1972,1,316-1,1,Minor,Minor,0
316-1979,316,1979,2,316-2,0,Minor,Minor,0
316-1980,316,1980,2,316-2,0,Minor,Minor,0
316-1981,316,1981,2,316-2,0,War,War,0
316-1982,316,1982,2,316-2,0,War,War,0
316-1983,316,1983,2,316-2,0,War,War,0
316-1984,316,1984,2,316-2,0,War,War,0
316-1985,316,1985,2,316-2,0,War,War,0
316-1986,316,1986,2,316-2,0,War,War,0
316-1987,316,1987,2,316-2,0,War,War,0
316-1988,316,1988,2,316-2,0,War,War,0
316-1989,316,1989,2,316-2,0,War,War,0
316-1990,316,1990,2,316-2,0,Minor,War,0
316-1991,316,1991,2,316-2,1,Minor,War,0
317-1969,317,1969,1,317-1,0,Minor,Minor,1
317-1970,317,1970,1,317-1,0,Minor,Minor,1
317-1971,317,1971,1,317-1,0,Minor,Minor,1
317-1972,317,1972,1,317-1,0,Minor,Minor,1
317-1973,317,1973,1,317-1,0,Minor,Minor,1
317-1974,317,1974,1,317-1,0,Minor,Minor,1
317-1975,317,1975,1,317-1,1,Minor,Minor,1
318-1967,318,1967,1,318-1,0,Minor,Minor,0
318-1968,318,1968,1,318-1,1,Minor,Minor,0
318-1973,318,1973,2,318-2,0,Minor,Minor,0
318-1974,318,1974,2,318-2,0,Minor,Minor,0
318-1975,318,1975,2,318-2,0,Minor,Minor,1
318-1976,318,1976,2,318-2,0,War,War,0
318-1977,318,1977,2,318-2,0,War,War,0
318-1978,318,1978,2,318-2,0,War,War,0
318-1979,318,1979,2,318-2,1,War,War,0
319-1972,319,1972,1,319-1,1,Minor,Minor,0
320-1972,320,1972,1,320-1,1,Minor,Minor,
320-1979,320,1979,2,320-2,1,Minor,Minor,
321-1973,321,1973,1,321-1,1,Minor,Minor,0
322-1975,322,1975,1,322-1,0,Minor,Minor,0
322-1976,322,1976,1,322-1,0,Minor,Minor,0
322-1977,322,1977,1,322-1,0,Minor,Minor,0
322-1978,322,1978,1,322-1,0,Minor,Minor,0
322-1979,322,1979,1,322-1,0,Minor,Minor,0
322-1980,322,1980,1,322-1,0,Minor,Minor,0
322-1981,322,1981,1,322-1,0,Minor,Minor,0
322-1982,322,1982,1,322-1,0,Minor,Minor,0
322-1983,322,1983,1,322-1,0,Minor,Minor,0
322-1984,322,1984,1,322-1,0,Minor,Minor,0
322-1985,322,1985,1,322-1,0,Minor,Minor,0
322-1986,322,1986,1,322-1,0,Minor,Minor,0
322-1987,322,1987,1,322-1,0,Minor,Minor,0
322-1988,322,1988,1,322-1,0,Minor,War,0
322-1989,322,1989,1,322-1,0,Minor,War,0
322-1990,322,1990,1,322-1,0,Minor,War,0
322-1991,322,1991,1,322-1,1,Minor,War,0
323-1974,323,1974,1,323-1,1,War,War,
324-1974,324,1974,1,324-1,1,Minor,Minor,
324-1980,324,1980,2,324-2,0,War,War,
324-1981,324,1981,2,324-2,0,War,War,
324-1982,324,1982,2,324-2,0,War,War,
324-1983,324,1983,2,324-2,0,War,War,
324-1984,324,1984,2,324-2,0,War,War,
324-1985,324,1985,2,324-2,0,War,War,
324-1986,324,1986,2,324-2,0,War,War,
324-1987,324,1987,2,324-2,0,War,War,
324-1988,324,1988,2,324-2,1,War,War,
325-1974,325,1974,1,325-1,0,War,War,0
325-1975,325,1975,1,325-1,0,Minor,War,0
325-1976,325,1976,1,325-1,0,Minor,War,0
325-1977,325,1977,1,325-1,1,Minor,War,0
325-2004,325,2004,2,325-2,1,Minor,War,0
325-2006,325,2006,3,325-3,0,Minor,War,0
325-2007,325,2007,3,325-3,0,Minor,War,0
325-2008,325,2008,3,325-3,0,Minor,War,0
325-2009,325,2009,3,325-3,1,Minor,War,0
325-2011,325,2011,4,325-4,0,Minor,War,0
325-2012,325,2012,4,325-4,0,Minor,War,0
325-2013,325,2013,4,325-4,0,Minor,War,0
325-2014,325,2014,4,325-4,0,Minor,War,0
325-2015,325,2015,4,325-4,0,Minor,War,0
325-2016,325,2016,4,325-4,1,Minor,War,0
326-1997,326,1997,1,326-1,1,Minor,Minor,0
326-1999,326,1999,2,326-2,1,Minor,Minor,0
326-2003,326,2003,3,326-3,1,Minor,Minor,0
327-1975,327,1975,1,327-1,0,War,War,1
327-1976,327,1976,1,327-1,0,War,War,1
327-1977,327,1977,1,327-1,0,War,War,1
327-1978,327,1978,1,327-1,0,War,War,1
327-1979,327,1979,1,327-1,0,War,War,1
327-1980,327,1980,1,327-1,0,War,War,1
327-1981,327,1981,1,327-1,0,War,War,1
327-1982,327,1982,1,327-1,0,War,War,1
327-1983,327,1983,1,327-1,0,War,War,1
327-1984,327,1984,1,327-1,0,War,War,1
327-1985,327,1985,1,327-1,0,War,War,1
327-1986,327,1986,1,327-1,0,War,War,1
327-1987,327,1987,1,327-1,0,War,War,1
327-1988,327,1988,1,327-1,0,War,War,1
327-1989,327,1989,1,327-1,0,War,War,1
327-1990,327,1990,1,327-1,0,War,War,0
327-1991,327,1991,1,327-1,0,Minor,War,0
327-1992,327,1992,1,327-1,0,War,War,0
327-1993,327,1993,1,327-1,0,War,War,0
327-1994,327,1994,1,327-1,0,War,War,0
327-1995,327,1995,1,327-1,1,Minor,War,0
327-1998,327,1998,2,327-2,0,War,War,0
327-1999,327,1999,2,327-2,0,War,War,1
327-2000,327,2000,2,327-2,0,War,War,1
327-2001,327,2001,2,327-2,0,War,War,1
327-2002,327,2002,2,327-2,1,Minor,War,1
328-1975,328,1975,1,328-1,0,Minor,Minor,
328-1976,328,1976,1,328-1,0,Minor,Minor,
328-1977,328,1977,1,328-1,1,Minor,Minor,
329-1964,329,1964,1,329-1,1,Minor,Minor,0
329-1976,329,1976,2,329-2,0,Minor,Minor,0
329-1977,329,1977,2,329-2,0,War,War,1
329-1978,329,1978,2,329-2,0,War,War,1
329-1979,329,1979,2,329-2,0,Minor,War,1
329-1980,329,1980,2,329-2,0,Minor,War,1
329-1981,329,1981,2,329-2,0,Minor,War,1
329-1982,329,1982,2,329-2,0,Minor,War,1
329-1983,329,1983,2,329-2,1,Minor,War,1
329-1993,329,1993,3,329-3,0,Minor,War,0
329-1994,329,1994,3,329-3,1,Minor,War,0
329-1996,329,1996,4,329-4,1,Minor,War,0
329-1998,329,1998,5,329-5,0,Minor,War,0
329-1999,329,1999,5,329-5,0,Minor,War,0
329-2000,329,2000,5,329-5,0,Minor,War,0
329-2001,329,2001,5,329-5,0,Minor,War,0
329-2002,329,2002,5,329-5,0,Minor,War,0
329-2003,329,2003,5,329-5,0,Minor,War,0
329-2004,329,2004,5,329-5,0,Minor,War,0
329-2005,329,2005,5,329-5,0,Minor,War,0
329-2006,329,2006,5,329-5,0,Minor,War,0
329-2007,329,2007,5,329-5,0,Minor,War,0
329-2008,329,2008,5,329-5,0,Minor,War,0
329-2009,329,2009,5,329-5,0,Minor,War,0
329-2010,329,2010,5,329-5,0,Minor,War,0
329-2011,329,2011,5,329-5,0,Minor,War,0
329-2012,329,2012,5,329-5,0,Minor,War,0
329-2013,329,2013,5,329-5,0,Minor,War,0
329-2014,329,2014,5,329-5,0,Minor,War,0
329-2015,329,2015,5,329-5,0,Minor,War,0
329-2016,329,2016,5,329-5,1,Minor,War,0
330-1975,330,1975,1,330-1,0,War,War,0
330-1976,330,1976,1,330-1,0,War,War,0
330-1977,330,1977,1,330-1,0,War,War,0
330-1978,330,1978,1,330-1,0,War,War,0
330-1979,330,1979,1,330-1,0,Minor,War,0
330-1980,330,1980,1,330-1,0,Minor,War,0
330-1981,330,1981,1,330-1,0,Minor,War,0
330-1982,330,1982,1,330-1,0,Minor,War,0
330-1983,330,1983,1,330-1,0,Minor,War,0
330-1984,330,1984,1,330-1,0,Minor,War,0
330-1985,330,1985,1,330-1,0,Minor,War,0
330-1986,330,1986,1,330-1,0,Minor,War,0
330-1987,330,1987,1,330-1,0,Minor,War,0
330-1988,330,1988,1,330-1,1,Minor,War,0
330-1992,330,1992,2,330-2,1,Minor,War,0
330-1997,330,1997,3,330-3,0,Minor,War,0
330-1998,330,1998,3,330-3,0,Minor,War,0
330-1999,330,1999,3,330-3,1,Minor,War,0
331-1975,331,1975,1,331-1,0,Minor,Minor,0
331-1976,331,1976,1,331-1,0,Minor,Minor,1
331-1977,331,1977,1,331-1,0,Minor,Minor,0
331-1978,331,1978,1,331-1,0,Minor,Minor,0
331-1979,331,1979,1,331-1,0,War,War,0
331-1980,331,1980,1,331-1,0,War,War,0
331-1981,331,1981,1,331-1,0,Minor,War,0
331-1982,331,1982,1,331-1,0,Minor,War,0
331-1983,331,1983,1,331-1,0,Minor,War,0
331-1984,331,1984,1,331-1,0,Minor,War,0
331-1985,331,1985,1,331-1,0,Minor,War,0
331-1986,331,1986,1,331-1,0,Minor,War,0
331-1987,331,1987,1,331-1,0,Minor,War,0
331-1988,331,1988,1,331-1,0,Minor,War,0
331-1989,331,1989,1,331-1,1,Minor,War,0
332-1977,332,1977,1,332-1,0,Minor,Minor,0
332-1978,332,1978,1,332-1,0,Minor,Minor,0
332-1979,332,1979,1,332-1,0,Minor,Minor,0
332-1980,332,1980,1,332-1,0,Minor,Minor,0
332-1981,332,1981,1,332-1,0,War,War,0
332-1982,332,1982,1,332-1,0,War,War,0
332-1983,332,1983,1,332-1,0,War,War,0
332-1984,332,1984,1,332-1,0,War,War,0
332-1985,332,1985,1,332-1,0,War,War,1
332-1986,332,1986,1,332-1,0,War,War,1
332-1987,332,1987,1,332-1,0,War,War,1
332-1988,332,1988,1,332-1,0,War,War,1
332-1989,332,1989,1,332-1,0,War,War,1
332-1990,332,1990,1,332-1,0,War,War,1
332-1991,332,1991,1,332-1,0,War,War,0
332-1992,332,1992,1,332-1,1,Minor,War,0
332-2013,332,2013,2,332-2,1,Minor,War,0
332-2016,332,2016,3,332-3,1,Minor,War,0
332-2018,332,2018,4,332-4,0,Minor,War,0
333-1978,333,1978,1,333-1,0,War,War,0
333-1979,333,1979,1,333-1,0,War,War,0
333-1980,333,1980,1,333-1,0,War,War,1
333-1996,333,1996,1,333-1,0,War,War,0
333-1997,333,1997,1,333-1,0,War,War,0
333-1998,333,1998,1,333-1,0,War,War,0
333-1999,333,1999,1,333-1,0,War,War,0
333-1981,333,1981,1,333-1,0,War,War,1
333-1982,333,1982,1,333-1,0,War,War,1
333-1983,333,1983,1,333-1,0,War,War,1
333-1984,333,1984,1,333-1,0,War,War,1
333-1985,333,1985,1,333-1,0,War,War,1
333-1986,333,1986,1,333-1,0,War,War,1
333-1987,333,1987,1,333-1,0,War,War,1
333-2000,333,2000,1,333-1,0,War,War,0
333-2001,333,2001,1,333-1,0,War,War,1
333-2002,333,2002,1,333-1,0,Minor,War,0
333-1988,333,1988,1,333-1,0,War,War,1
333-1989,333,1989,1,333-1,0,War,War,1
333-1990,333,1990,1,333-1,0,War,War,0
333-1991,333,1991,1,333-1,0,War,War,0
333-1992,333,1992,1,333-1,0,War,War,0
333-1993,333,1993,1,333-1,0,War,War,0
333-1994,333,1994,1,333-1,0,War,War,0
333-1995,333,1995,1,333-1,0,War,War,0
333-2003,333,2003,1,333-1,0,Minor,War,1
333-2004,333,2004,1,333-1,0,Minor,War,1
333-2005,333,2005,1,333-1,0,War,War,1
333-2006,333,2006,1,333-1,0,War,War,1
333-2007,333,2007,1,333-1,0,War,War,1
333-2015,333,2015,1,333-1,0,War,War,1
333-2016,333,2016,1,333-1,0,War,War,1
333-2017,333,2017,1,333-1,0,War,War,1
333-2018,333,2018,1,333-1,0,War,War,1
333-2008,333,2008,1,333-1,0,War,War,1
333-2009,333,2009,1,333-1,0,War,War,1
333-2010,333,2010,1,333-1,0,War,War,1
333-2011,333,2011,1,333-1,0,War,War,1
333-2012,333,2012,1,333-1,0,War,War,1
333-2013,333,2013,1,333-1,0,War,War,1
333-2014,333,2014,1,333-1,0,War,War,1
334-1974,334,1974,1,334-1,1,Minor,Minor,
334-1978,334,1978,2,334-2,0,Minor,Minor,
334-1979,334,1979,2,334-2,0,War,War,
334-1980,334,1980,2,334-2,0,Minor,War,
334-1981,334,1981,2,334-2,1,Minor,War,
334-1983,334,1983,3,334-3,0,Minor,War,
334-1984,334,1984,3,334-3,1,Minor,War,
334-1986,334,1986,4,334-4,0,Minor,War,
334-1987,334,1987,4,334-4,0,Minor,War,
334-1988,334,1988,4,334-4,1,Minor,War,
335-1979,335,1979,1,335-1,0,Minor,Minor,0
335-1980,335,1980,1,335-1,0,Minor,Minor,0
335-1981,335,1981,1,335-1,0,Minor,Minor,0
335-1982,335,1982,1,335-1,0,Minor,Minor,0
335-1983,335,1983,1,335-1,0,Minor,Minor,0
335-1984,335,1984,1,335-1,0,Minor,Minor,0
335-1985,335,1985,1,335-1,0,Minor,Minor,0
335-1986,335,1986,1,335-1,0,Minor,Minor,0
335-1987,335,1987,1,335-1,0,Minor,Minor,0
335-1988,335,1988,1,335-1,1,Minor,Minor,0
335-1992,335,1992,2,335-2,1,Minor,Minor,0
335-1997,335,1997,3,335-3,1,Minor,Minor,0
335-1999,335,1999,4,335-4,0,Minor,Minor,0
335-2000,335,2000,4,335-4,0,Minor,Minor,0
335-2001,335,2001,4,335-4,0,Minor,Minor,0
335-2002,335,2002,4,335-4,0,Minor,Minor,0
335-2003,335,2003,4,335-4,0,Minor,Minor,0
335-2004,335,2004,4,335-4,1,Minor,Minor,0
336-1977,336,1977,1,336-1,0,Minor,Minor,0
336-1978,336,1978,1,336-1,0,War,War,0
336-1979,336,1979,1,336-1,1,War,War,0
336-1982,336,1982,2,336-2,0,Minor,War,0
336-1983,336,1983,2,336-2,0,War,War,0
336-1984,336,1984,2,336-2,0,War,War,0
336-1985,336,1985,2,336-2,0,War,War,0
336-1986,336,1986,2,336-2,0,War,War,0
336-1987,336,1987,2,336-2,0,War,War,0
336-1988,336,1988,2,336-2,0,War,War,0
336-1989,336,1989,2,336-2,0,Minor,War,0
336-1990,336,1990,2,336-2,1,Minor,War,0
337-1982,337,1982,1,337-1,0,Minor,Minor,0
337-1983,337,1983,1,337-1,0,Minor,Minor,0
337-1984,337,1984,1,337-1,1,Minor,Minor,0
337-1986,337,1986,2,337-2,0,Minor,Minor,0
337-1987,337,1987,2,337-2,0,Minor,Minor,0
337-1988,337,1988,2,337-2,0,War,War,0
337-1989,337,1989,2,337-2,0,Minor,War,0
337-1990,337,1990,2,337-2,0,War,War,0
337-1991,337,1991,2,337-2,0,War,War,0
337-1992,337,1992,2,337-2,0,War,War,0
337-1993,337,1993,2,337-2,0,Minor,War,0
337-1994,337,1994,2,337-2,0,Minor,War,0
337-1995,337,1995,2,337-2,0,Minor,War,0
337-1996,337,1996,2,337-2,1,Minor,War,0
337-2001,337,2001,3,337-3,0,Minor,War,0
337-2002,337,2002,3,337-3,1,Minor,War,0
337-2006,337,2006,4,337-4,0,Minor,War,1
337-2007,337,2007,4,337-4,0,War,War,1
337-2008,337,2008,4,337-4,0,War,War,1
337-2009,337,2009,4,337-4,0,War,War,1
337-2010,337,2010,4,337-4,0,War,War,1
337-2011,337,2011,4,337-4,0,War,War,1
337-2012,337,2012,4,337-4,0,War,War,1
337-2013,337,2013,4,337-4,0,Minor,War,1
337-2014,337,2014,4,337-4,0,War,War,1
337-2015,337,2015,4,337-4,0,War,War,1
337-2016,337,2016,4,337-4,0,War,War,1
337-2017,337,2017,4,337-4,0,War,War,1
337-2018,337,2018,4,337-4,0,War,War,1
338-1979,338,1979,1,338-1,0,Minor,Minor,0
338-1980,338,1980,1,338-1,0,Minor,Minor,0
338-1981,338,1981,1,338-1,0,War,War,0
338-1982,338,1982,1,338-1,1,War,War,0
338-1986,338,1986,2,338-2,0,Minor,War,0
338-1987,338,1987,2,338-2,0,Minor,War,0
338-1988,338,1988,2,338-2,1,Minor,War,0
338-1991,338,1991,3,338-3,1,Minor,War,0
338-1993,338,1993,4,338-4,1,Minor,War,0
338-1997,338,1997,5,338-5,1,Minor,War,0
338-1999,338,1999,6,338-6,0,Minor,War,0
338-2000,338,2000,6,338-6,0,Minor,War,0
338-2001,338,2001,6,338-6,1,Minor,War,0
338-2005,338,2005,7,338-7,0,Minor,War,0
338-2006,338,2006,7,338-7,0,Minor,War,0
338-2007,338,2007,7,338-7,0,Minor,War,0
338-2008,338,2008,7,338-7,0,Minor,War,0
338-2009,338,2009,7,338-7,0,Minor,War,0
338-2010,338,2010,7,338-7,0,Minor,War,0
338-2011,338,2011,7,338-7,1,Minor,War,0
338-2018,338,2018,8,338-8,0,Minor,War,0
339-1979,339,1979,1,339-1,0,Minor,Minor,0
339-1980,339,1980,1,339-1,1,Minor,Minor,0
340-1979,340,1979,1,340-1,1,Minor,Minor,0
341-1980,341,1980,1,341-1,1,Minor,Minor,0
341-1989,341,1989,2,341-2,0,Minor,Minor,0
341-1990,341,1990,2,341-2,1,Minor,Minor,0
341-2000,341,2000,3,341-3,0,Minor,Minor,0
341-2001,341,2001,3,341-3,0,Minor,Minor,0
